Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
DELTADRIFT,"AMZN, Long, 2026-02-11 (Price: 203.88)",No Exit Yet,"0.0%, 0 days","80.0%, Past 4 years, 15","Daily, is CONFIRMED on 2026-02-11",Already confirmed,"2026-02-11 (Price: 203.88), 0.0% below",0 days,208.07,No Information,No Information,No Information,No Information,No Information,No Information,10.78%/1.99%/5.15%,"17.68%, 17.68%",26 days/1 day/8 days,2026-03-20/2026-02-12/2026-02-22,7.43%,4.18%,3.25%,0.18,0.24,216.9691/214.3798/215.67/239.3/257.1563/274.1043/223.5,200.99/86.995/194.9126/182.8127/No support/No support/No EMA 200 Support,No Data (Across ALL Assets),No Data (Across ALL Assets)
DELTADRIFT,"FSF.NZ, Long, 2026-02-11 (Price: 7.94)",No Exit Yet,"0.0%, 0 days","91.67%, Past 4 years, 12","Daily, is CONFIRMED on 2026-02-11",Already confirmed,"2026-02-11 (Price: 7.94), 0.0% below",0 days,8.001,No Information,No Information,No Information,No Information,No Information,No Information,6.77%/1.74%/3.76%,"9.98%, 9.98%",27 days/1 day/14 days,2026-03-22/2026-02-12/2026-03-03,10.19%,8.7%,1.49%,0.56,0.47,8.4688/8.2385/8.35/No Horizontal Resistance/10.9011/15.2218/No EMA 200 Target,7.7/2.942/6.5804/5.5604/7.1082/6.3143/7.33,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"TLT, Long, 2026-02-11 (Price: 88.06)",No Exit Yet,"0.0%, 0 days","78.95%, Past 4 years, 19","Daily, is CONFIRMED on 2026-02-11",Already confirmed,"2026-02-11 (Price: 88.06), 0.0% below",0 days,88.04,No Information,No Information,No Information,No Information,No Information,0.62% above/0.0% below/0.0% below,4.2%/0.28%/2.54%,"15.05%, 24.39%",5.2 months/4 days/20 days,2026-09-24/2026-02-16/2026-03-11,-8.18%,-5.67%,-2.51%,0.0,-0.66,90.1999/90.2967/90.15/153.2067/183.2134/206.1357/No EMA 200 Target,86.54/83.3033/No F-Stack Support/No F-Stack Support/No support/No support/87.91,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2026-02-11 (Price: 82.51)",No Exit Yet,"0.0%, 0 days","100.0%, Past 4 years, 21","Daily, is CONFIRMED on 2026-02-11",Already confirmed,"2026-02-11 (Price: 82.51), 0.0% below",0 days,80.11,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,5.25%/1.18%/3.68%,"-0.0%, 15.84%",4.4 months/11 days/2.1 months,2026-08-21/2026-02-26/2026-05-13,13.1%,6.96%,6.14%,2.83,0.36,83.3186/85.5464/87.47/85.51/100.8822/111.119/No EMA 200 Target,70.84/45.49/73.9889/69.1528/No support/No support/72.38,No Data (Across ALL Assets),No Data (Across ALL Assets)
FRACTAL TRACK,"GBPUSD=X, Long, 2026-02-10 (Price: 1.3683)",No Exit Yet,"0.0%, 0 days","92.86%, Past 5 years, 14","Daily, is CONFIRMED on 2026-02-10",Already confirmed,"2026-02-10 (Price: 1.3683), 0.0% below",0 days,1.3683,No Information,No Information,No Information,"23.66% (Price: 1.3649), 0.25% above, Upmove Bounce Back","2025-11-05 (Price: 1.3012), 2026-01-29 (Price: 1.3847)",No Information,8.02%/2.94%/5.14%,"0.27%, 9.35%",1.9 year/28 days/11.4 months,2028-10-27/2026-03-22/2027-06-20,5.3%,-0.1%,5.4%,0.92,-0.51,1.3795/1.4386/1.42/No Horizontal Resistance/2.4421/3.2078/No EMA 200 Target,1.35/1.1912/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/1.34,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2026-02-10 (Price: 44.2)",No Exit Yet,"0.88%, 1 day","85.19%, Past 4 years, 27","Daily, is CONFIRMED on 2026-02-10",Already confirmed,"2026-02-11 (Price: 44.59), 0.88% above",1 day,43.75,No Information,No Information,No Information,No Information,No Information,2.86% above/0.88% above/0.88% above,4.38%/0.62%/2.23%,"10.13%, 19.69%",2.8 months/6 days/24 days,2026-06-11/2026-02-18/2026-03-16,8.66%,2.65%,6.01%,0.1,0.09,45.7558/45.1857/45.17/No Horizontal Resistance/49.4858/65.2454/No EMA 200 Target,42.56/29.8725/43.7042/35.4254/No F-Track Level/No F-Track Level/42.6,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"GDX, Long, 2026-02-10 (Price: 103.01)",No Exit Yet,"2.87%, 1 day","94.74%, Past 4 years, 19","Daily, is CONFIRMED on 2026-02-10",Already confirmed,"2026-02-11 (Price: 105.97), 2.87% above",1 day,102.27,No Information,No Information,No Information,No Information,No Information,8.81% above/2.87% above/2.87% above,12.3%/0.8%/7.6%,"16.5%, 30.61%",2.6 months/4 days/17 days,2026-06-02/2026-02-15/2026-03-06,14.77%,15.5%,-0.73%,0.98,0.72,111.6422/110.8388/144.94/No Horizontal Resistance/142.2114/221.6229/No EMA 200 Target,92.44/25.645/93.1314/No support/No F-Track Level/No F-Track Level/69.19,No Data (Across ALL Assets),No Data (Across ALL Assets)
FRACTAL TRACK,"EURUSD=X, Long, 2026-02-10 (Price: 1.1904)",No Exit Yet,"-0.19%, 1 day","83.33%, Past 5 years, 12","Daily, was CONFIRMED on 2026-02-10",Already confirmed,"2026-02-11 (Price: 1.1881), 0.19% below",1 day,1.1905,No Information,No Information,No Information,"23.66% (Price: 1.1589), 2.52% above, Upmove Bounce Back","2025-01-13 (Price: 1.0184), 2026-01-28 (Price: 1.2024)",No Information,3.96%/1.06%/2.74%,"1.76%, 8.46%",1.7 year/1.9 month/7.8 months,2028-07-15/2026-05-03/2027-01-14,3.65%,-0.58%,4.23%,0.5,-0.67,1.1966/1.223/1.3/No Horizontal Resistance/1.6296/1.7649/No EMA 200 Target,1.18/1.0256/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/1.16,No Data (Across ALL Assets),No Data (Across ALL Assets)
FRACTAL TRACK,"XLY, Long, 2026-02-10 (Price: 118.33)",No Exit Yet,"-0.48%, 1 day","93.75%, Past 5 years, 16","Daily, was CONFIRMED on 2026-02-10",Already confirmed,"2026-02-11 (Price: 117.76), 0.48% below",1 day,117.76,No Information,No Information,No Information,"50% (Price: 117.7375), 0.02% above, Upmove Bounce Back","2025-11-20 (Price: 110.465), 2026-01-12 (Price: 125.01)",No Information,12.8%/0.83%/7.78%,"5.33%, 39.96%",3 years/21 days/8.7 months,2030-05-24/2026-03-12/2027-02-23,13.85%,5.91%,7.94%,1.09,0.3,121.2409/127.5361/127.06/121.1117/125.4815/133.9156/No EMA 200 Target,117.51/66.775/86.1124/56.5683/No F-Track Level/No F-Track Level/114.71,No Data (Across ALL Assets),No Data (Across ALL Assets)
DELTADRIFT,"TCS.NS, Long, 2026-02-10 (Price: 2984.6001)",No Exit Yet,"-2.51%, 1 day","86.67%, Past 4 years, 15","Daily, was CONFIRMED on 2026-02-10",Already confirmed,"2026-02-11 (Price: 2909.8), 2.51% below",1 day,2949.8,No Information,No Information,No Information,No Information,No Information,No Information,5.68%/1.73%/3.28%,"4.58%, 4.96%",21 days/1 day/10 days,2026-03-12/2026-02-11/2026-02-24,12.04%,-0.2%,12.24%,0.76,-0.13,3185.1652/3082.495/3133.83/4543.575/5637.7577/6110.9256/3203.25,2941.6/2934.3251/2637.2425/2286.8248/No F-Track Level/No F-Track Level/No EMA 200 Support,No Data (Across ALL Assets),No Data (Across ALL Assets)
