Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"LYFT, Long, 2025-12-17 (Price: 19.18)",No Exit Yet,"0.0%, 0 days","92.31%, Past 5 years, 13","Daily, is CONFIRMED on 2025-12-17",Already confirmed,"2025-12-17 (Price: 19.18), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 18.2131), 5.31% above, Upmove Bounce Back","2025-04-07 (Price: 9.66), 2025-09-17 (Price: 23.5)",No Information,29.57%/0.97%/14.95%,"5.88%, 53.48%",1.5 year/6 days/5.5 months,2028-02-07/2025-12-25/2026-08-12,28.24%,-11.2%,39.44%,1.13,0.03,20.4152/22.0474/27.48/57.19/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,19.12/8.8875/No F-Stack Support/No F-Stack Support/No support/No support/16.6,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
TRENDPULSE,"XLY, Long, 2025-12-16 (Price: 121.93)",No Exit Yet,"-1.16%, 1 day","94.12%, Past 4 years, 17","Daily, is CONFIRMED on 2025-12-16",Already confirmed,"2025-12-17 (Price: 120.52), 1.16% below",1 day,No Information,No Information,No Information,No Information,No Information,0.15% below/1.16% below/1.16% below,7.63%/0.64%/2.98%,"3.09%, 13.62%",2.8 months/6 days/13 days,2026-04-16/2025-12-24/2026-01-03,17.38%,7.88%,9.5%,1.07,0.42,126.8804/125.5635/123.79/No Horizontal Resistance/125.4815/133.9156/No EMA 200 Target,117.98/66.775/86.1124/56.5683/No F-Track Level/No F-Track Level/110.2,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
FRACTAL TRACK,"META, Long, 2025-12-16 (Price: 657.15)",No Exit Yet,"-1.16%, 1 day","80.0%, Past 5 years, 10","Daily, was CONFIRMED on 2025-12-16",Already confirmed,"2025-12-17 (Price: 649.5), 1.16% below",1 day,No Information,No Information,No Information,"23.66% (Price: 634.4653), 2.37% above, Upmove Bounce Back","2022-12-20 (Price: 112.46), 2025-08-15 (Price: 796.25)",No Information,11.18%/3.89%/9.7%,"3.02%, 27.47%",4 months/11 days/2.4 months,2026-06-07/2025-12-31/2026-03-30,26.51%,13.27%,13.24%,0.96,0.62,694.0161/720.8936/1067.42/No Horizontal Resistance/842.484/1305.5879/671.07,589.15/276.89/556.264/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
FRACTAL TRACK,"NVDA, Long, 2025-12-16 (Price: 177.72)",No Exit Yet,"-3.81%, 1 day","95.0%, Past 5 years, 20","Daily, was CONFIRMED on 2025-12-16",Already confirmed,"2025-12-17 (Price: 170.94), 3.81% below",1 day,No Information,No Information,No Information,"78.6% (Price: 174.3677), 1.97% below, Upmove Bounce Back","2025-09-05 (Price: 164.07), 2025-10-29 (Price: 212.19)",No Information,16.19%/10.04%/11.72%,"6.56%, 60.82%",1.4 year/5 days/2.5 months,2027-12-14/2025-12-23/2026-04-03,41.13%,44.79%,-3.66%,2.14,1.73,221.0304/198.5488/206.59/No Horizontal Resistance/239.8943/283.6698/No EMA 200 Target,175.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/156.92,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
DELTADRIFT,"CAD=X, Long, 2025-12-16 (Price: 1.3769)",No Exit Yet,"0.12%, 1 day","81.82%, Past 4 years, 11","Daily, was CONFIRMED on 2025-12-16",Already confirmed,"2025-12-17 (Price: 1.3785), 0.12% above",1 day,No Information,No Information,No Information,No Information,No Information,No Information,1.24%/0.49%/0.73%,"1.99%, 2.15%",26 days/2 days/10 days,2026-01-22/2025-12-18/2025-12-30,5.03%,1.76%,3.27%,0.25,-0.29,1.3973/1.387/1.39/1.3921/No Next Fib Ext/No Next Fib Ext/1.39,No support/1.2339/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
TRENDPULSE,"^TNX, Long, 2025-12-15 (Price: 4.182)",No Exit Yet,"-0.74%, 2 days","90.62%, Past 4 years, 32","Daily, is CONFIRMED on 2025-12-15",Already confirmed,"2025-12-17 (Price: 4.151), 0.74% below",2 days,No Information,No Information,No Information,No Information,No Information,0.24% above/0.74% below/0.74% below,14.35%/1.59%/5.42%,"7.92%, 30.24%",2.1 months/6 days/19 days,2026-03-16/2025-12-23/2026-01-11,26.36%,9.62%,16.74%,0.75,0.51,4.7052/4.4087/4.23/4.6918/17.4008/18.8284/4.24,4.0/1.6875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
FRACTAL TRACK,"IFT.NZ, Long, 2025-12-15 (Price: 11.3)",No Exit Yet,"-3.54%, 2 days","84.21%, Past 5 years, 19","Daily, was CONFIRMED on 2025-12-15",Already confirmed,"2025-12-17 (Price: 10.9), 3.54% below",2 days,No Information,No Information,No Information,"50% (Price: 11.435), 4.68% below, Upmove Bounce Back","2025-06-11 (Price: 10.02), 2025-11-13 (Price: 12.85)",No Information,14.62%/1.62%/8.47%,"0.96%, 12.64%",8.6 months/20 days/3.2 months,2026-12-23/2026-01-12/2026-05-03,20.51%,6.63%,13.88%,1.02,0.36,11.6254/12.2571/13.0/11.925/18.927/29.733/11.37,10.25/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/No EMA 200 Support,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
FRACTAL TRACK,"BYD.TO, Long, 2025-12-15 (Price: 222.94)",No Exit Yet,"-0.78%, 2 days","85.71%, Past 5 years, 14","Daily, was CONFIRMED on 2025-12-15",Already confirmed,"2025-12-17 (Price: 221.19), 0.78% below",2 days,No Information,No Information,No Information,"50% (Price: 223.09), 0.85% below, Upmove Bounce Back","2025-10-30 (Price: 204.5), 2025-12-02 (Price: 241.68)",No Information,12.1%/10.05%/11.03%,"1.1%, 48.71%",2.1 years/26 days/4.6 months,2028-12-14/2026-01-21/2026-07-02,27.71%,0.9%,26.81%,1.63,0.03,238.256/247.5303/245.25/256.6133/367.2583/388.6839/No EMA 200 Target,221.25/190.7867/147.1212/139.9966/No F-Track Level/No F-Track Level/215.5,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
FRACTAL TRACK,"MSE.PA, Long, 2025-12-15 (Price: 64.11)",No Exit Yet,"-1.22%, 2 days","100.0%, Past 5 years, 15","Daily, was CONFIRMED on 2025-12-15",Already confirmed,"2025-12-17 (Price: 63.33), 1.22% below",2 days,No Information,No Information,No Information,"23.66% (Price: 62.9255), 0.64% above, Upmove Bounce Back","2025-08-01 (Price: 57.2), 2025-11-13 (Price: 64.7)",No Information,10.86%/2.75%/8.53%,"0%, 23.33%",1.6 year/1.3 month/5.5 months,2028-03-28/2026-02-09/2026-08-10,22.9%,9.15%,13.75%,2.88,0.6,66.1679/69.5786/68.61/No Horizontal Resistance/81.1364/117.7989/No EMA 200 Target,61.34/33.6667/58.4776/44.4738/No F-Track Level/No F-Track Level/59.85,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
DELTADRIFT,"MEL.NZ, Long, 2025-12-15 (Price: 5.46)",2025-12-16 (Price: 5.6),"2.56%, 1 day","83.33%, Past 4 years, 6","Daily, was CONFIRMED on 2025-12-15",Already confirmed,"2025-12-17 (Price: 5.43), 0.55% below",2 days,No Information,No Information,No Information,No Information,No Information,No Information,4.7%/2.65%/3.63%,"5.86%, 6.64%",23 days/6 days/13 days,2026-01-17/2025-12-23/2026-01-02,8.78%,3.44%,5.34%,0.55,0.16,5.8586/5.6582/5.76/6.825/7.4565/8.4213/5.72,5.44/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level/No EMA 200 Support,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
