Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"ASML, Long, 2025-12-19 (Price: 1056.02)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 16","Daily, is CONFIRMED on 2025-12-19",Already confirmed,"2025-12-19 (Price: 1056.02), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 1033.3004), 2.2% above, Upmove Bounce Back","2025-08-01 (Price: 683.48), 2025-12-03 (Price: 1141.72)",No Information,15.95%/4.96%/10.87%,"-0.0%, 53.28%",2.2 years/13 days/6.5 months,2029-02-08/2026-01-06/2026-09-27,24.72%,12.44%,12.28%,3.0,0.59,1150.0058/1170.8094/1330.96/No Horizontal Resistance/1081.4334/1218.8523/No EMA 200 Target,1015.43/561.385/998.2461/956.961/967.6107/946.9797/830.76,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
FRACTAL TRACK,"PLTR, Long, 2025-12-19 (Price: 193.38)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 18","Daily, is CONFIRMED on 2025-12-19",Already confirmed,"2025-12-19 (Price: 193.38), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 174.0648), 11.1% above, Upmove Bounce Back","2025-04-07 (Price: 66.12), 2025-11-03 (Price: 207.52)",No Information,33.44%/10.15%/15.79%,"0%, 74.37%",2.3 years/10 days/3.4 months,2029-03-30/2026-01-02/2026-05-15,47.99%,28.98%,19.01%,2.63,1.12,211.4224/223.9147/278.22/No Horizontal Resistance/268.2554/419.5225/No EMA 200 Target,177.29/7.205/174.7671/116.9882/159.8214/130.5088/146.93,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
FRACTAL TRACK,"VGT, Long, 2025-12-19 (Price: 755.54)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 15","Daily, is CONFIRMED on 2025-12-19",Already confirmed,"2025-12-19 (Price: 755.54), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 722.7628), 4.53% above, Upmove Bounce Back","2025-04-07 (Price: 451.0), 2025-10-29 (Price: 806.99)",No Information,11.81%/4.8%/9.66%,"0%, 32.02%",2 years/1 month/4.4 months,2028-10-26/2026-01-31/2026-06-28,27.73%,11.82%,15.91%,4.51,0.66,812.6588/828.5252/969.13/No Horizontal Resistance/884.0923/1003.1001/No EMA 200 Target,730.42/311.83/671.1312/639.8848/722.7628/671.0018/668.15,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
FRACTAL TRACK,"NU, Long, 2025-12-19 (Price: 16.34)",No Exit Yet,"0.0%, 0 days","100.0%, Past 4 years, 12","Daily, is CONFIRMED on 2025-12-19",Already confirmed,"2025-12-19 (Price: 16.34), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 15.5671), 4.96% above, Upmove Bounce Back","2025-08-14 (Price: 11.89), 2025-12-02 (Price: 17.84)",No Information,14.19%/10.08%/11.27%,"0%, 32.54%",9.7 months/3 days/2 months,2027-02-13/2025-12-23/2026-03-15,42.11%,9.45%,32.66%,9.27,0.53,17.742/18.1815/19.91/No Horizontal Resistance/19.3185/24.577/No EMA 200 Target,15.86/5.54/16.0685/No support/15.7508/14.4669/13.68,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
TRENDPULSE,"INFY, Long, 2025-12-19 (Price: 20.22)",No Exit Yet,"0.0%, 0 days","100.0%, Past 4 years, 12","Daily, is CONFIRMED on 2025-12-19",Already confirmed,"2025-12-19 (Price: 20.22), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,6.66%/1.9%/4.18%,"-0.0%, 10.02%",3.3 months/7 days/1 month,2026-05-11/2025-12-29/2026-01-31,13.05%,6.68%,6.37%,1.41,0.34,21.1259/21.0652/22.22/23.796/27.741/33.0029/No EMA 200 Target,16.18/16.0317/20.1823/18.5577/18.38/15.6377/17.52,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"WPM, Long, 2025-12-19 (Price: 119.7)",No Exit Yet,"0.0%, 0 days","96.3%, Past 4 years, 27","Daily, is CONFIRMED on 2025-12-19",Already confirmed,"2025-12-19 (Price: 119.7), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,3.68% above/0.0% below/0.0% below,15.63%/1.33%/6.3%,"14.18%, 36.59%",3.8 months/4 days/1.3 month,2026-06-02/2025-12-24/2026-02-13,22.59%,17.13%,5.46%,1.09,0.81,128.9887/127.2411/134.41/No Horizontal Resistance/119.4321/129.2378/No EMA 200 Target,104.96/38.3375/102.4252/95.3086/101.1062/89.1572/93.73,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
FRACTAL TRACK,"TSM, Long, 2025-12-19 (Price: 288.95)",No Exit Yet,"0.0%, 0 days","95.0%, Past 5 years, 20","Daily, is CONFIRMED on 2025-12-19",Already confirmed,"2025-12-19 (Price: 288.95), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 271.4559), 6.44% above, Upmove Bounce Back","2025-04-07 (Price: 134.25), 2025-12-10 (Price: 313.98)",No Information,13.85%/10.09%/11.5%,"1.02%, 51.98%",2.1 years/16 days/3.8 months,2028-12-18/2026-01-11/2026-06-02,37.14%,15.53%,21.61%,2.66,0.73,315.2733/322.1792/396.79/No Horizontal Resistance/360.6179/384.2031/No EMA 200 Target,276.96/83.575/242.5186/188.2216/271.4559/245.3231/233.86,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
FRACTAL TRACK,"BIPC.TO, Long, 2025-12-19 (Price: 63.51)",No Exit Yet,"0.0%, 0 days","93.33%, Past 5 years, 15","Daily, is CONFIRMED on 2025-12-19",Already confirmed,"2025-12-19 (Price: 63.51), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 61.5083), 3.25% above, Upmove Bounce Back","2025-08-01 (Price: 52.64), 2025-10-16 (Price: 66.99)",No Information,12.52%/2.79%/9.56%,"2.3%, 18.18%",8.4 months/14 days/2.7 months,2026-12-19/2026-01-08/2026-04-15,22.95%,1.41%,21.54%,1.2,0.05,64.5833/69.5816/72.12/67.0517/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,61.68/44.9667/No F-Stack Support/No F-Stack Support/59.4945/54.8882/56.77,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
FRACTAL TRACK,"IBKR, Long, 2025-12-19 (Price: 64.26)",No Exit Yet,"0.0%, 0 days","93.33%, Past 5 years, 15","Daily, is CONFIRMED on 2025-12-19",Already confirmed,"2025-12-19 (Price: 64.26), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 62.1287), 3.43% above, Upmove Bounce Back","2024-08-05 (Price: 25.9225), 2025-10-10 (Price: 73.35)",No Information,16.34%/10.24%/12.37%,"7.97%, 31.97%",1.1 year/28 days/3 months,2027-07-15/2026-01-28/2026-04-28,35.27%,24.2%,11.07%,1.68,1.19,69.4458/72.209/92.72/No Horizontal Resistance/77.1458/95.5947/No EMA 200 Target,62.45/13.0762/52.397/46.0224/63.7606/57.8675/57.56,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
FRACTAL TRACK,"CVS, Long, 2025-12-19 (Price: 77.72)",No Exit Yet,"0.0%, 0 days","90.91%, Past 20 years, 11","Weekly, is CONFIRMED on 2025-12-19",Already confirmed,"2025-12-19 (Price: 77.72), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 75.3098), 3.2% above, Upmove Bounce Back","2024-12-29 (Price: 43.56), 2025-11-02 (Price: 85.15)",No Information,19.47%/0.13%/12.94%,"6.64%, 50.05%",6.2 years/2.1 months/2.3 years,2034-10-25/2026-03-20/2029-03-30,4.71%,3.7%,1.01%,0.98,0.17,78.6837/87.777/102.67/106.045/119.2488/124.7126/No EMA 200 Target,75.63/58.425/74.001/62.2235/No support/No support/70.39,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
