Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"NA.TO, Long, 2026-02-13 (Price: 174.78)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 26","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-13 (Price: 174.78), 0.0% below",0 days,169.0,No Information,No Information,No Information,"23.66% (Price: 160.7722), 8.71% above, Upmove Bounce Back","2025-04-13 (Price: 106.67), 2025-12-28 (Price: 177.54)",No Information,20.62%/0.12%/15.67%,"0%, 55.97%",3.7 years/3 months/1.1 year,2031-05-27/2026-06-23/2027-09-09,12.24%,6.18%,6.06%,3.57,0.32,185.6513/202.168/217.3/No Horizontal Resistance/185.717/204.2705/No EMA 200 Target,162.25/82.9367/162.0277/152.3147/160.7722/150.4677/151.65,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets)
DELTADRIFT,"CNU.NZ, Long, 2026-02-13 (Price: 9.13)",No Exit Yet,"0.0%, 0 days","81.25%, Past 4 years, 16","Daily, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-13 (Price: 9.13), 0.0% below",0 days,9.13,No Information,No Information,No Information,No Information,No Information,No Information,4.77%/1.66%/2.83%,"8.37%, 8.37%",1.4 month/2 days/12 days,2026-04-14/2026-02-15/2026-03-02,5.82%,1.9%,3.92%,0.19,0.03,9.4103/9.3884/9.4/9.875/11.0627/11.8475/No EMA 200 Target,9.08/6.0983/No F-Stack Support/No F-Stack Support/No support/No support/9.06,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
DELTADRIFT,"ORCL, Long, 2026-02-13 (Price: 160.14)",No Exit Yet,"0.0%, 0 days","75.0%, Past 15 years, 4","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-13 (Price: 160.14), 0.0% below",0 days,148.49,No Information,No Information,No Information,No Information,No Information,No Information,13.89%/9.68%/12.2%,"20.01%, 25.53%",21 days/7 days/16 days,2026-03-15/2026-02-23/2026-03-08,5.26%,6.77%,-1.51%,0.27,0.34,214.1232/179.6771/196.9/No Horizontal Resistance/287.7444/314.8727/220.6,142.82/82.7925/140.8739/129.2165/144.722/No support/No EMA 200 Support,72.73%/11/3.4 months (Across ALL Assets),90.36%/83/2.3 months (Across ALL Assets)
TRENDPULSE,"PFE, Long, 2026-02-13 (Price: 27.58)",No Exit Yet,"0.0%, 0 days","73.08%, Past 10 years, 26","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-13 (Price: 27.58), 0.0% below",0 days,27.18,No Information,No Information,No Information,No Information,No Information,1.32% above/0.11% below/0.0% below,20.77%/1.93%/8.41%,"41.05%, 50.99%",1.2 year/28 days/5.3 months,2027-10-31/2026-03-25/2026-10-01,2.79%,1.76%,1.03%,0.12,0.02,29.2072/29.8995/33.71/55.39/66.4624/71.5868/No EMA 200 Target,23.76/23.345/25.6206/22.7912/No support/No support/24.84,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"MAR, Long, 2026-02-13 (Price: 353.89)",No Exit Yet,"0.0%, 0 days","85.71%, Past 10 years, 28","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-13 (Price: 353.89), 0.0% below",0 days,331.25,No Information,No Information,No Information,No Information,No Information,12.24% above/1.52% below/0.0% below,16.53%/2.51%/8.59%,"12.52%, 61.32%",11.4 months/28 days/4.1 months,2027-06-23/2026-03-25/2026-08-08,11.35%,10.48%,0.87%,0.65,0.53,405.8057/384.2892/521.89/No Horizontal Resistance/355.3234/374.3581/No EMA 200 Target,260.2/129.12/313.5051/297.0775/313.455/278.7058/281.31,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"PG, Long, 2026-02-13 (Price: 160.07)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 19","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-13 (Price: 160.07), 0.0% below",0 days,158.76,No Information,No Information,No Information,No Information,No Information,5.47% above/0.62% above/0.0% below,10.46%/1.28%/3.78%,"0%, 24.03%",10.7 months/28 days/3.2 months,2027-05-23/2026-03-25/2026-07-02,6.36%,4.3%,2.06%,1.76,0.19,170.1224/166.1206/172.02/179.4533/198.7009/220.9395/No EMA 200 Target,141.79/130.72/147.1065/128.0678/158.1785/151.305/153.67,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"PPH, Long, 2026-02-13 (Price: 111.19)",No Exit Yet,"0.0%, 0 days","100.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-13 (Price: 111.19), 0.0% below",0 days,110.79,No Information,No Information,No Information,No Information,No Information,0.81% above/0.0% below/0.0% below,5.58%/0.68%/2.88%,"0%, 20.52%",3.9 months/7 days/1.3 month,2026-08-01/2026-02-23/2026-04-10,7.49%,5.96%,1.53%,1.88,0.33,114.2922/114.3923/137.7/No Horizontal Resistance/126.5323/135.6093/No EMA 200 Target,104.54/71.642/102.4808/84.9957/96.5668/87.1071/93.58,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"WMT, Long, 2026-02-13 (Price: 133.89)",No Exit Yet,"0.0%, 0 days","91.3%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-13 (Price: 133.89), 0.0% below",0 days,131.42,No Information,No Information,No Information,No Information,No Information,2.07% above/0.19% above/0.0% below,10.45%/2.48%/5.35%,"1.31%, 24.69%",1.5 year/28 days/5.6 months,2028-04-05/2026-03-25/2026-10-14,8.33%,9.41%,-1.08%,1.49,0.58,142.5527/141.0531/200.64/No Horizontal Resistance/136.6818/150.1548/No EMA 200 Target,101.18/43.3466/114.6382/91.6278/112.0405/98.1461/104.77,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"GNE.NZ, Long, 2026-02-13 (Price: 2.47)",No Exit Yet,"0.0%, 0 days","88.24%, Past 10 years, 17","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-13 (Price: 2.47), 0.0% below",0 days,2.46,No Information,No Information,No Information,No Information,No Information,0.41% above/0.0% below/0.0% below,8.45%/0.78%/4.81%,"22.37%, 34.69%",1.2 year/28 days/3.5 months,2027-10-31/2026-03-25/2026-07-15,3.46%,2.22%,1.24%,0.3,0.05,2.6651/2.5888/2.52/3.575/4.6908/5.9676/No EMA 200 Target,2.36/2.0733/No F-Stack Support/No F-Stack Support/No support/No support/2.38,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-02-13 (Price: 5.76)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 16","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-13 (Price: 5.76), 0.0% below",0 days,5.65,No Information,No Information,No Information,No Information,No Information,0.88% above/0.52% below/0.0% below,24.31%/1.96%/9.79%,"-0.0%, 22.1%",8.9 months/1.2 month/3.1 months,2027-03-06/2026-04-06/2026-06-27,11.4%,7.53%,3.87%,1.15,0.39,6.3504/6.3239/6.44/6.825/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,5.46/4.3875/No F-Stack Support/No F-Stack Support/No support/No support/5.73,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
