Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"XLY, Long, 2026-02-25 (Price: 117.09)",No Exit Yet,"0.0%, 0 days","93.75%, Past 5 years, 16","Daily, is CONFIRMED on 2026-02-25",Already confirmed,"2026-02-25 (Price: 117.09), 0.0% below",0 days,116.98,No Information,No Information,No Information,"23.66% (Price: 111.4871), 5.03% above, Upmove Bounce Back","2023-03-13 (Price: 67.855), 2026-01-12 (Price: 125.01)",No Information,12.8%/0.83%/7.78%,"5.33%, 39.96%",3 years/21 days/8.7 months,2030-06-08/2026-03-27/2027-03-10,13.85%,5.91%,7.94%,1.09,0.3,119.9704/126.1996/151.38/122.0862/125.4815/149.5056/No EMA 200 Target,114.99/66.775/97.0194/64.5812/115.9104/110.3183/115.47,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2026-02-25 (Price: 95.6)",No Exit Yet,"0.0%, 0 days","93.75%, Past 5 years, 16","Daily, is CONFIRMED on 2026-02-25",Already confirmed,"2026-02-25 (Price: 95.6), 0.0% below",0 days,95.37,No Information,No Information,No Information,"23.66% (Price: 94.7491), 0.9% above, Upmove Bounce Back","2025-08-07 (Price: 73.58), 2026-02-11 (Price: 101.31)",No Information,14.92%/10.1%/11.67%,"0.73%, 33.9%",1.8 year/1 month/5.3 months,2028-09-20/2026-04-09/2026-10-13,26.35%,9.97%,16.38%,1.63,0.54,103.162/106.7565/112.24/No Horizontal Resistance/108.5192/133.8092/No EMA 200 Target,94.6/38.015/50.2755/47.8005/92.0708/86.3929/82.3,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
FRACTAL TRACK,"JETS, Long, 2026-02-25 (Price: 28.91)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 11","Daily, is CONFIRMED on 2026-02-25",Already confirmed,"2026-02-25 (Price: 28.91), 0.0% below",0 days,28.98,No Information,No Information,No Information,"38.2% (Price: 28.3924), 1.82% above, Upmove Bounce Back","2025-11-20 (Price: 23.64), 2026-02-11 (Price: 31.33)",No Information,14.21%/6.23%/11.39%,"-0.0%, 40.54%",3.2 years/3.2 months/1.3 year,2030-09-20/2026-07-14/2028-01-03,15.27%,1.91%,13.36%,2.44,0.11,30.951/32.2028/33.52/No Horizontal Resistance/36.0778/41.7471/No EMA 200 Target,28.51/14.732/No F-Stack Support/No F-Stack Support/28.2697/28.665/25.67,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
DELTADRIFT,"MA, Long, 2026-02-25 (Price: 509.39)",No Exit Yet,"0.0%, 0 days","93.33%, Past 4 years, 15","Daily, is CONFIRMED on 2026-02-25",Already confirmed,"2026-02-25 (Price: 509.39), 0.0% below",0 days,502.82,No Information,No Information,No Information,No Information,No Information,No Information,5.48%/1.68%/3.66%,"3.92%, 6.0%",1.3 month/2 days/10 days,2026-04-22/2026-02-27/2026-03-11,13.9%,7.14%,6.76%,1.39,0.38,555.4898/528.0337/541.76/592.095/716.5814/751.3605/562.56,496.03/305.0867/442.8637/361.9068/No support/494.9116/No EMA 200 Support,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
TRENDPULSE,"USCI, Long, 2026-02-25 (Price: 84.6)",No Exit Yet,"0.0%, 0 days","100.0%, Past 4 years, 14","Daily, is CONFIRMED on 2026-02-25",Already confirmed,"2026-02-25 (Price: 84.6), 0.0% below",0 days,84.18,No Information,No Information,No Information,No Information,No Information,1.54% above/0.0% below/0.0% below,3.77%/0.89%/2.27%,"0%, 7.84%",3.2 months/6 days/1 month,2026-07-14/2026-03-05/2026-04-09,9.0%,11.01%,-2.01%,1.78,0.74,89.05/86.5204/97.13/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,79.86/38.42/No F-Stack Support/No F-Stack Support/81.7326/77.3096/77.0,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
FRACTAL TRACK,"BPCL.NS, Long, 2026-02-24 (Price: 374.45)",No Exit Yet,"1.76%, 1 day","86.67%, Past 5 years, 15","Daily, was CONFIRMED on 2026-02-24",Already confirmed,"2026-02-25 (Price: 381.05), 1.76% above",1 day,370.0,No Information,No Information,No Information,"50% (Price: 368.575), 3.38% above, Upmove Bounce Back","2026-01-21 (Price: 345.5), 2026-02-05 (Price: 391.65)",No Information,12.45%/1.92%/10.29%,"11.24%, 36.83%",2.2 years/1.2 month/9.6 months,2029-04-16/2026-04-17/2027-04-17,15.95%,8.45%,7.5%,1.08,0.45,396.5425/412.9809/402.14/378.775/393.108/467.0257/No EMA 200 Target,366.3/145.35/372.4081/353.1485/No F-Track Level/No F-Track Level/343.17,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
FRACTAL TRACK,"BIPC.TO, Long, 2026-02-24 (Price: 67.19)",No Exit Yet,"0.31%, 1 day","93.33%, Past 5 years, 15","Daily, was CONFIRMED on 2026-02-24",Already confirmed,"2026-02-25 (Price: 67.4), 0.31% above",1 day,66.22,No Information,No Information,No Information,"50% (Price: 65.045), 3.62% above, Upmove Bounce Back","2026-01-12 (Price: 60.04), 2026-02-12 (Price: 70.05)",No Information,12.52%/2.79%/9.56%,"2.3%, 18.18%",8.4 months/14 days/2.7 months,2027-02-24/2026-03-16/2026-06-21,22.95%,1.41%,21.54%,1.2,0.05,68.3255/73.6134/73.2/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,64.42/44.9667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/59.72,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
FRACTAL TRACK,"PFE, Long, 2026-02-24 (Price: 27.14)",No Exit Yet,"-0.18%, 1 day","93.33%, Past 5 years, 15","Daily, was CONFIRMED on 2026-02-24",Already confirmed,"2026-02-25 (Price: 27.09), 0.18% below",1 day,27.14,No Information,No Information,No Information,"23.66% (Price: 26.9084), 0.67% above, Upmove Bounce Back","2025-09-25 (Price: 23.58), 2026-02-11 (Price: 27.94)",No Information,15.29%/2.93%/10.03%,"3.6%, 19.77%",2.8 months/12 days/1.5 month,2026-06-25/2026-03-13/2026-04-30,10.93%,-6.4%,17.33%,0.41,-0.42,27.4684/29.8621/29.76/55.39/66.4672/73.1352/No EMA 200 Target,26.65/23.345/21.508/20.5265/No F-Track Level/No F-Track Level/24.96,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2026-02-24 (Price: 196.37)",No Exit Yet,"0.94%, 1 day","100.0%, Past 4 years, 31","Daily, is CONFIRMED on 2026-02-24",Already confirmed,"2026-02-25 (Price: 198.22), 0.94% above",1 day,195.43,No Information,No Information,No Information,No Information,No Information,1.29% above/0.94% above/0.94% above,10.12%/0.29%/3.65%,"0%, 13.61%",4 months/6 days/1.1 month,2026-08-16/2026-03-04/2026-04-12,18.43%,18.99%,-0.56%,1.15,1.18,203.7731/203.5375/204.52/197.56/294.0831/455.769/No EMA 200 Target,183.5/53.2967/194.1559/132.3972/No F-Track Level/No F-Track Level/189.15,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
DELTADRIFT,"GBPSGD=X, Long, 2026-02-23 (Price: 1.7075)",No Exit Yet,"0.16%, 2 days","71.43%, Past 4 years, 14","Daily, was CONFIRMED on 2026-02-23",Already confirmed,"2026-02-25 (Price: 1.7102), 0.16% above",2 days,1.7066,No Information,No Information,No Information,No Information,No Information,No Information,2.71%/0.41%/0.84%,"2.69%, 2.78%",1.9 month/1 day/14 days,2026-05-16/2026-02-24/2026-03-15,3.25%,-0.71%,3.96%,0.01,-0.92,1.7258/1.7218/1.72/1.8577/4.0285/5.5304/1.73,No support/1.6858/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
