Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
DELTADRIFT,"STI, Long, 2025-12-10 (Price: 7.86)",No Exit Yet,"0.0%, 0 days","75.0%, Past 3 years, 8","Daily, is CONFIRMED on 2025-12-10",Already confirmed,"2025-12-10 (Price: 7.86), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,No Information,134.48%/0.8%/45.53%,"61.13%, 65.0%",1 day/2 days/12 days,2026-02-04/2025-12-12/2025-12-27,48.55%,-52.87%,101.42%,0.42,0.38,6.7682/11.4387/9.1/588.75/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,7.82/2.965/No F-Stack Support/No F-Stack Support/No support/No support/6.49,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
DELTADRIFT,"TCEHY, Long, 2025-12-10 (Price: 77.33)",No Exit Yet,"0.0%, 0 days","77.78%, Past 4 years, 9","Daily, is CONFIRMED on 2025-12-10",Already confirmed,"2025-12-10 (Price: 77.33), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,No Information,10.88%/4.05%/5.86%,"19.68%, 19.68%",22 days/2 days/7 days,2026-01-10/2025-12-12/2025-12-20,7.25%,5.28%,1.97%,0.13,0.31,85.6352/81.8615/83.75/No Horizontal Resistance/99.3611/116.6601/No EMA 200 Target,77.31/36.36/74.5211/58.6593/72.7908/63.6407/71.58,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
TRENDPULSE,"ETH-USD, Long, 2025-12-10 (Price: 3350.5095)",No Exit Yet,"0.0%, 0 days","92.86%, Past 4 years, 42","Daily, is CONFIRMED on 2025-12-10",Already confirmed,"2025-12-10 (Price: 3350.5095), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.89% above/0.0% below/0.0% below,39.76%/1.01%/13.37%,"17.31%, 42.86%",3 days/5 days/23 days,2026-04-19/2025-12-17/2026-01-12,60.18%,45.2%,14.98%,0.97,1.15,4083.936/3798.4726/3870.61/4922.7188/5483.4169/7318.9774/3551.12,2800.19/1370.4997/No F-Stack Support/No F-Stack Support/No support/2924.9209/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"ABNB, Long, 2025-12-10 (Price: 127.57)",No Exit Yet,"0.0%, 0 days","88.89%, Past 4 years, 18","Daily, is CONFIRMED on 2025-12-10",Already confirmed,"2025-12-10 (Price: 127.57), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,1.74% above/0.0% below/0.0% below,13.07%/1.63%/7.15%,"39.55%, 57.01%",3 days/6 days/26 days,2026-04-28/2025-12-18/2026-01-16,10.28%,-2.98%,13.26%,0.22,0.05,126.8939/136.6913/140.59/178.025/223.0579/259.5851/No EMA 200 Target,111.54/99.795/No F-Stack Support/No F-Stack Support/No support/No support/126.77,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2025-12-10 (Price: 54.01)",No Exit Yet,"0.0%, 0 days","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2025-12-10",Already confirmed,"2025-12-10 (Price: 54.01), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.24% below/0.0% below/0.0% below,8.52%/0.48%/4.54%,"6.93%, 41.4%",3 days/6 days/1 day,2026-05-15/2025-12-18/2026-01-26,15.61%,-0.38%,15.99%,1.09,0.16,60.0537/56.4621/54.09/73.435/118.0011/153.5474/No EMA 200 Target,48.06/38.425/47.9234/44.2912/No support/No support/48.98,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"^TNX, Long, 2025-12-08 (Price: 4.172)",No Exit Yet,"-0.19%, 2 days","90.62%, Past 4 years, 32","Daily, is CONFIRMED on 2025-12-08",Already confirmed,"2025-12-10 (Price: 4.164), 0.19% below",2 days,No Information,No Information,No Information,No Information,No Information,0.6% above/0.19% below/0.19% below,14.35%/1.59%/5.42%,"7.92%, 30.24%",2 days/6 days/19 days,2026-03-09/2025-12-16/2026-01-04,26.36%,9.62%,16.74%,0.75,0.51,4.6939/4.3981/4.22/4.6918/17.4008/18.8284/4.25,4.0/1.6875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2025-12-08 (Price: 99.39)",No Exit Yet,"0.81%, 2 days","93.1%, Past 4 years, 29","Daily, is CONFIRMED on 2025-12-08",Already confirmed,"2025-12-10 (Price: 100.2), 0.81% above",2 days,No Information,No Information,No Information,No Information,No Information,0.81% above/0.81% above/0.81% above,4.49%/0.55%/2.32%,"5.65%, 21.81%",3 days/6 days/22 days,2026-04-30/2025-12-16/2026-01-08,6.73%,3.09%,3.64%,0.73,0.12,106.2976/101.6958/105.97/No Horizontal Resistance/113.9126/137.6923/No EMA 200 Target,88.42/62.2517/92.969/69.3218/No F-Track Level/No F-Track Level/79.2,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2025-12-07 (Price: 99.26)",No Exit Yet,"0.95%, 3 days","100.0%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-10 (Price: 100.2), 0.95% above",3 days,No Information,No Information,No Information,No Information,No Information,3.36% above/1.5% above/0.95% above,12.4%/0.79%/4.02%,"0%, 33.13%",1 day/28 days/3 days,2027-07-03/2026-01-16/2026-04-25,7.58%,2.54%,5.04%,1.18,0.04,103.8557/103.2503/115.51/No Horizontal Resistance/113.9126/137.6923/No EMA 200 Target,63.97/62.2517/92.969/69.3218/No F-Track Level/No F-Track Level/79.06,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-12-07 (Price: 53.95)",No Exit Yet,"0.24%, 3 days","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-10 (Price: 54.08), 0.24% above",3 days,No Information,No Information,No Information,No Information,No Information,0.24% above/0.24% above/0.24% above,16.63%/0.1%/7.69%,"5.06%, 34.47%",8 days/1 day/3 days,2026-12-07/2026-01-28/2026-04-25,6.48%,6.95%,-0.47%,0.61,0.35,56.5558/58.0988/59.43/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,48.65/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/46.62,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"MCD, Long, 2025-12-07 (Price: 311.23)",No Exit Yet,"-0.22%, 3 days","100.0%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-10 (Price: 310.53), 0.22% below",3 days,No Information,No Information,No Information,No Information,No Information,0.22% below/0.22% below/0.22% below,10.85%/0.38%/4.66%,"0%, 16.82%",10 days/1 day/4 days,2027-02-27/2026-01-28/2026-06-24,9.08%,6.77%,2.31%,1.49,0.4,333.7008/325.7333/325.49/321.3575/370.0426/590.3302/No EMA 200 Target,297.01/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/305.89,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-12-07 (Price: 3.64)",No Exit Yet,"-1.65%, 3 days","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-10 (Price: 3.58), 1.65% below",3 days,No Information,No Information,No Information,No Information,No Information,1.65% below/1.65% below/1.65% below,5.66%/3.22%/4.85%,"41.61%, 51.08%",1 day/3 days/10 days,2027-07-03/2026-05-08/2027-02-14,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.5239/3.8165/3.84/7.985/12.7156/14.3053/No EMA 200 Target,2.94/2.82/3.5015/3.1474/No F-Track Level/No F-Track Level/3.2,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
