Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2025-12-31 (Price: 37.75)",Monthly,No Exit Yet,40.9296 (F-Stack 1),No Date Target,11.08%/11.69%,"8.61%, 2.1 months","2026-03-03 (Price: 41.0), 8.61% above",47.0516 (Historic Rise or Fall to Pivot)/45.7945 (Avg % Gain of Historic Winning trades)/49.28 (Function Specific Target)/48.5677 (F-Stack 2)/46.3306 (Backtested Max)/45.5416 (Backtested Min),2035-02-19 (Max)/2026-06-22 (Min)/2030-09-16 (Avg),33.54/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/37.37,"85.71%, Past 24 years, 7",37.5,No Information,No Information,No Information,"23.66% (Price: 34.9549), 17.29% above, Upmove Bounce Back","2023-10-31 (Price: 20.29), 2025-01-31 (Price: 39.5)",No Information,22.73%/20.64%/21.31%,"10.15%, 45.89%",6.4 years/4 months/3.3 years,4.68%,9.29%,-4.61%,0.75,0.49,90.24%/41/1.6 year (Across ALL Assets),68.57%/70/10.1 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",Monthly,No Exit Yet,95.0177 (F-Stack 1)/95.9858 (Backtested Min),No Date Target,6.13%/6.87%,"19.7%, 4.1 months","2026-03-03 (Price: 95.29), 19.7% above",101.1286 (Historic Rise or Fall to Pivot)/101.8371 (Avg % Gain of Historic Winning trades)/138.22 (Function Specific Target)/123.2166 (F-Stack 2)/113.3487 (Backtested Max),2031-09-06 (Max)/2028-04-04 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",79.32,No Information,No Information,No Information,"23.66% (Price: 74.8871), 27.24% above, Upmove Bounce Back","1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,90.24%/41/1.6 year (Across ALL Assets),68.57%/70/10.1 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",Monthly,2026-03-03 (Price: 95.29),95.0177 (F-Stack 1)/94.6354 (Backtested Min),No Date Target,4.63%/5.37%,"21.4%, 8.2 months","2026-03-03 (Price: 95.29), 21.4% above",99.7058 (Historic Rise or Fall to Pivot)/100.4044 (Avg % Gain of Historic Winning trades)/135.41 (Function Specific Target)/123.2166 (F-Stack 2)/111.7541 (Backtested Max),2031-05-06 (Max)/2027-12-03 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",77.78,No Information,No Information,No Information,"38.2% (Price: 61.7578), 54.3% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,90.24%/41/1.6 year (Across ALL Assets),68.57%/70/10.1 months (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2026-01-11 (Price: 88.81)",Weekly,No Exit Yet,No Price Target,2026-03-04 (Min),2.71%/3.99%,"7.3%, 1.7 month","2026-03-03 (Price: 95.29), 7.3% above",99.0942 (Historic Rise or Fall to Pivot)/97.8686 (Avg % Gain of Historic Winning trades)/111.17 (Function Specific Target)/123.2166 (F-Stack 2)/110.0356 (Backtested Max),2027-06-16 (Max)/2026-03-04 (Min)/2026-08-03 (Avg),76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/78.08,"84.62%, Past 10 years, 26",86.08,No Information,No Information,No Information,No Information,No Information,7.3% above/8.75% above/7.3% above,23.9%/3.84%/10.2%,"6.63%, 46.57%",1 year/1.2 month/4.7 months,12.95%,11.64%,1.31%,0.84,0.65,90.74%/162/4.6 months (Across ALL Assets),80.52%/267/3.6 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-11-30 (Price: 12.83)",Monthly,2026-03-03 (Price: 10.28),No Price Target,No Date Target,35.79%/36.61%,"-19.88%, 1.3 year","2026-03-03 (Price: 10.28), 19.88% below",13.959 (Historic Rise or Fall to Pivot)/15.7103 (Avg % Gain of Historic Winning trades)/14.55 (Function Specific Target)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/17.8452 (Backtested Max)/14.0437 (Backtested Min),2027-08-17 (Max)/2026-05-05 (Avg),8.14/9.246/11.0645/No support/No F-Track Level/No F-Track Level/11.15,"83.33%, Past 20 years, 12",12.4,No Information,No Information,No Information,No Information,No Information,13.97% below/18.09% below/19.88% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,7.79%,10.92%,-3.13%,0.19,0.59,91.67%/84/11.6 months (Across ALL Assets),68.75%/128/9.3 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-10-31 (Price: 12.39)",Monthly,2026-03-03 (Price: 10.28),No Price Target,No Date Target,31.13%/31.93%,"-17.03%, 1.4 year","2026-03-03 (Price: 10.28), 17.03% below",13.4803 (Historic Rise or Fall to Pivot)/15.1716 (Avg % Gain of Historic Winning trades)/14.37 (Function Specific Target)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/17.2333 (Backtested Max)/13.5621 (Backtested Min),2027-07-18 (Max)/2026-04-05 (Avg),8.14/9.246/11.0645/No support/No F-Track Level/No F-Track Level/10.96,"83.33%, Past 20 years, 12",11.89,No Information,No Information,No Information,No Information,No Information,13.97% below/17.03% below/17.03% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,7.79%,10.92%,-3.13%,0.19,0.59,91.67%/84/11.6 months (Across ALL Assets),68.75%/128/9.3 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-09-30 (Price: 11.95)",Monthly,2026-03-03 (Price: 10.28),No Price Target,2026-03-05 (Avg),26.47%/27.24%,"-13.97%, 1.4 year","2026-03-03 (Price: 10.28), 13.97% below",13.0016 (Historic Rise or Fall to Pivot)/14.6328 (Avg % Gain of Historic Winning trades)/14.19 (Function Specific Target)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/16.6213 (Backtested Max)/13.0805 (Backtested Min),2027-06-17 (Max)/2026-03-05 (Avg),8.14/9.246/11.0645/No support/No F-Track Level/No F-Track Level/10.75,"83.33%, Past 20 years, 12",11.3,No Information,No Information,No Information,No Information,No Information,13.97% below/13.97% below/13.97% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,7.79%,10.92%,-3.13%,0.19,0.59,91.67%/84/11.6 months (Across ALL Assets),68.75%/128/9.3 months (Across ALL Assets)
FRACTAL TRACK,"ORCL, Long, 2026-01-04 (Price: 195.71)",Weekly,No Exit Yet,No Price Target,2026-03-05 (Min),38.75%/47.97%,"-23.86%, 1.9 month","2026-03-03 (Price: 149.01), 23.86% below",231.7402 (Historic Rise or Fall to Pivot)/228.2174 (Avg % Gain of Historic Winning trades)/401.38 (Function Specific Target)/300.069 (F-Stack 1)/376.1425 (F-Stack 2)/220.49 (EMA 200)/243.0327 (Backtested Max)/206.748 (Backtested Min),2029-09-20 (Max)/2026-03-05 (Min)/2027-03-18 (Avg),189.97/82.7925/167.1709/152.3597/No F-Track Level/No F-Track Level/No EMA 200 Support,"86.21%, Past 20 years, 29",194.16,No Information,No Information,No Information,"50% (Price: 174.3317), 14.53% below, Upmove Bounce Back","1996-04-14 (Price: 2.9433), 2025-09-14 (Price: 345.72)",No Information,24.18%/5.64%/16.61%,"12.23%, 26.99%",2.6 years/1.4 month/10.1 months,12.55%,10.22%,2.33%,1.29,0.53,95.65%/69/1.5 year (Across ALL Assets),56.83%/139/7.6 months (Across ALL Assets)
TRENDPULSE,"ORCL, Long, 2026-01-12 (Price: 204.68)",Daily,No Exit Yet,No Price Target,2026-03-05 (Avg),38.36%/38.56%,"-27.2%, 1.7 month","2026-03-03 (Price: 149.01), 27.2% below",218.0456 (Historic Rise or Fall to Pivot)/216.7971 (Avg % Gain of Historic Winning trades)/206.47 (Function Specific Target)/300.069 (F-Stack 1)/376.1425 (F-Stack 2)/216.71 (EMA 200)/232.5574 (Backtested Max)/206.1742 (Backtested Min),2026-05-31 (Max)/2026-03-05 (Avg),189.65/82.7925/167.1709/152.3597/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 4 years, 19",197.6,No Information,No Information,No Information,No Information,No Information,24.94% below/27.2% below/27.2% below,13.62%/0.73%/5.92%,"-0.0%, 11.99%",3.2 months/6 days/1.2 month,18.7%,11.12%,7.58%,0.94,0.53,91.89%/296/1.3 month (Across ALL Assets),82.01%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"TRI.TO, Long, 2025-12-22 (Price: 182.89)",Daily,No Exit Yet,No Price Target,2026-03-01 (Avg),27.61%/31.65%,"-21.17%, 2.4 months","2026-03-03 (Price: 144.17), 21.17% below",192.1442 (Historic Rise or Fall to Pivot)/189.8032 (Avg % Gain of Historic Winning trades)/252.7 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/239.03 (EMA 200)/196.6799 (Backtested Max)/183.9691 (Backtested Min),2026-08-22 (Max),178.26/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 4 years, 23",182.27,No Information,No Information,No Information,No Information,No Information,20.79% below/21.17% below/21.17% below,7.54%/0.59%/3.78%,"-0.0%, 12.09%",5.6 months/6 days/1.6 month,13.47%,0.63%,12.84%,1.42,-0.04,91.89%/296/1.3 month (Across ALL Assets),82.01%/528/1.4 month (Across ALL Assets)
SIGMASHELL,"TRI.TO, Long, 2025-11-26 (Price: 188.16)",Daily,No Exit Yet,No Price Target,2026-03-05 (Max),31.77%/32.17%,"-23.38%, 3.2 months","2026-03-03 (Price: 144.17), 23.38% below",190.5496 (Historic Rise or Fall to Pivot)/206.2422 (Avg % Gain of Historic Winning trades)/293.2329 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/216.07 (EMA 200)/213.1476 (Backtested Max)/189.9663 (Backtested Min),2026-03-05 (Max),185.77/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,"90.0%, Past 5 years, 10",188.7,"-3.35, 100.0%",No Information,No Information,No Information,No Information,No Information,13.28%/0.96%/9.61%,"5.24%, 12.83%",2.3 months/1.2 month/1.9 month,11.85%,6.18%,5.67%,0.52,0.33,72.09%/43/4.6 months (Across ALL Assets),69.58%/240/3.6 months (Across ALL Assets)
FRACTAL TRACK,"AIA.NZ, Long, 2025-04-27 (Price: 8.0)",Weekly,No Exit Yet,9.116 (Avg % Gain of Historic Winning trades)/9.07 (Function Specific Target),No Date Target,6.78%/23.71%,"12.87%, 10.3 months","2026-03-03 (Price: 9.03), 12.87% above",11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/9.6424 (Backtested Max),2028-03-04 (Max)/2026-09-21 (Avg),7.79/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.98,"93.33%, Past 20 years, 15",7.965,No Information,No Information,No Information,"61.8% (Price: 7.75), 16.52% above, Upmove Bounce Back","2024-09-22 (Price: 7.07), 2025-02-09 (Price: 8.85)",No Information,20.53%/2.63%/13.95%,"4.23%, 15.35%",2 years/2.1 months/11.8 months,9.21%,4.75%,4.46%,0.88,0.23,95.65%/69/1.5 year (Across ALL Assets),56.83%/139/7.6 months (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2026-02-23 (Price: 8.95)",Daily,No Exit Yet,No Price Target,2026-03-05 (Min),2.95%/4.38%,"0.89%, 8 days","2026-03-03 (Price: 9.03), 0.89% above",9.4252 (Historic Rise or Fall to Pivot)/9.2964 (Avg % Gain of Historic Winning trades)/9.82 (Function Specific Target)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/9.7099 (Backtested Max),2026-09-15 (Max)/2026-03-05 (Min)/2026-04-11 (Avg),8.13/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.94,"82.05%, Past 4 years, 39",8.85,No Information,No Information,No Information,No Information,No Information,1.69% above/0.89% above/0.89% above,8.49%/0.39%/3.87%,"6.37%, 18.81%",4.7 months/7 days/1.1 month,10.6%,-0.09%,10.69%,0.66,-0.03,91.89%/296/1.3 month (Across ALL Assets),82.01%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"ENZL, Long, 2026-02-25 (Price: 47.1645)",Daily,No Exit Yet,No Price Target,2026-03-05 (Min),3.15%/4.24%,"-2.36%, 6 days","2026-03-03 (Price: 46.05), 2.36% below",47.4994 (Historic Rise or Fall to Pivot)/48.004 (Avg % Gain of Historic Winning trades)/56.29 (Function Specific Target)/65.1933 (Horizontal)/79.7363 (F-Stack 1)/84.688 (F-Stack 2)/49.6029 (Backtested Max),2026-05-18 (Max)/2026-03-05 (Min)/2026-03-24 (Avg),44.9/39.215/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.75,"88.24%, Past 4 years, 17",46.83,No Information,No Information,No Information,No Information,No Information,0.25% above/2.36% below/2.36% below,5.17%/0.29%/1.78%,"10.32%, 33.2%",1.9 month/6 days/19 days,-4.35%,-2.2%,-2.15%,0.15,-0.21,91.89%/296/1.3 month (Across ALL Assets),82.01%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"ENZL, Long, 2024-09-30 (Price: 49.42)",Monthly,No Exit Yet,No Price Target,2026-03-05 (Min),12.44%/21.75%,"-6.82%, 1.4 year","2026-03-03 (Price: 46.05), 6.82% below",57.856 (Avg % Gain of Historic Winning trades)/51.78 (Function Specific Target)/65.1933 (Horizontal)/79.7363 (F-Stack 1)/84.688 (F-Stack 2)/58.7505 (Backtested Max)/56.067 (Backtested Min),2026-11-21 (Max)/2026-03-05 (Min)/2026-06-17 (Avg),41.64/43.9425/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/46.44,"100.0%, Past 20 years, 5",49.2,No Information,No Information,No Information,No Information,No Information,6.5% below/7.33% below/6.82% below,18.88%/13.45%/17.07%,"-0.0%, 22.82%",1.5 year/1 year/1.2 year,5.75%,1.82%,3.93%,1.1,-0.01,91.67%/84/11.6 months (Across ALL Assets),68.75%/128/9.3 months (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2026-02-09 (Price: 190.04)",Daily,No Exit Yet,No Price Target,2026-03-05 (Max),8.67%/12.93%,"-5.26%, 22 days","2026-03-03 (Price: 180.05), 5.26% below",240.2486 (Historic Rise or Fall to Pivot)/206.9346 (Avg % Gain of Historic Winning trades)/203.33 (Function Specific Target)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/226.9268 (Backtested Max)/195.6652 (Backtested Min),2026-03-05 (Max),171.88/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/170.11,"90.91%, Past 4 years, 22",184.26,No Information,No Information,No Information,No Information,No Information,2.89% below/5.26% below/5.26% below,19.41%/2.96%/8.89%,"6.69%, 63.72%",17 days/6 days/10 days,14.95%,45.88%,-30.93%,1.01,1.76,91.89%/296/1.3 month (Across ALL Assets),82.01%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-10-31 (Price: 281.82)",Monthly,2026-03-03 (Price: 303.56),No Price Target,No Date Target,14.02%/35.94%,"7.71%, 4.1 months","2026-03-03 (Price: 303.56), 7.71% above",346.1313 (Historic Rise or Fall to Pivot)/412.669 (Avg % Gain of Historic Winning trades)/443.81 (Function Specific Target)/459.4793 (Backtested Max),2027-01-17 (Max)/2026-06-09 (Min)/2026-07-27 (Avg),156.23/84.6567/240.3589/219.0619/No F-Track Level/No F-Track Level/194.01,"100.0%, Past 20 years, 11",241.18,No Information,No Information,No Information,No Information,No Information,24.64% above/20.6% above/7.71% above,63.04%/12.61%/46.43%,"-0.0%, 18.92%",10.2 months/5.1 months/6.2 months,12.41%,17.09%,-4.68%,1.16,0.87,91.67%/84/11.6 months (Across ALL Assets),68.75%/128/9.3 months (Across ALL Assets)
