Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"ATM.NZ, Long, 2025-12-26 (Price: 10.52)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 11","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2025-12-26 (Price: 10.52), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 9.6935), 8.53% above, Upmove Bounce Back","2024-11-17 (Price: 5.22), 2025-11-09 (Price: 11.08)",No Information,28.57%/15.19%/20.26%,"-0.0%, 35.59%",1.4 year/7 days/4.4 months,2027-12-24/2026-01-05/2026-07-05,12.78%,17.84%,-5.06%,2.5,0.78,11.713/12.6514/14.04/10.965/21.0083/25.9428/No EMA 200 Target,10.16/5.2267/8.0863/5.0358/No support/No support/9.47,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
DELTADRIFT,"PG, Long, 2025-12-26 (Price: 144.74)",No Exit Yet,"0.0%, 0 days","100.0%, Past 15 years, 5","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2025-12-26 (Price: 144.74), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,No Information,9.64%/3.16%/5.41%,"0%, 10.64%",6.8 months/7 days/2 months,2026-10-17/2026-01-05/2026-03-22,7.35%,3.94%,3.41%,1.98,0.16,152.9468/152.5704/152.76/179.4533/198.7009/220.9395/156.5,142.84/121.86/128.0678/119.7966/144.4315/134.6455/No EMA 200 Support,96.88%/32/0 days (Across ALL Assets),88.57%/105/0 days (Across ALL Assets)
TRENDPULSE,"GS, Long, 2025-12-26 (Price: 907.04)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2025-12-26 (Price: 907.04), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,2.15% above/0.89% above/0.0% below,16.64%/3.18%/8.74%,"0%, 44.52%",1.5 year/1.4 month/6.1 months,2028-02-16/2026-02-24/2026-09-17,9.45%,7.78%,1.67%,2.03,0.4,929.9881/986.3153/1157.11/No Horizontal Resistance/916.0326/973.4919/No EMA 200 Target,470.81/288.555/818.1554/728.9736/732.6/617.9885/700.8,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-12-26 (Price: 205.3)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2025-12-24 (Price: 205.3), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.49% above/0.0% below,14.72%/3.73%/8.72%,"0%, 10.74%",4.4 months/1.2 month/1.7 month,2026-07-05/2026-02-16/2026-03-09,11.66%,19.11%,-7.45%,2.37,1.22,244.7587/223.2022/212.24/No Horizontal Resistance/252.753/384.8349/No EMA 200 Target,174.88/53.2967/171.1219/120.6711/167.5471/141.4827/182.17,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
FRACTAL TRACK,"TCEHY, Long, 2025-12-26 (Price: 78.08)",No Exit Yet,"0.0%, 0 days","92.31%, Past 18 years, 13","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2025-12-26 (Price: 78.08), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 74.7427), 4.47% above, Upmove Bounce Back","2024-02-25 (Price: 33.0), 2025-10-12 (Price: 87.68)",No Information,19.21%/15.1%/17.52%,"9.2%, 60.01%",4 years/21 days/10.7 months,2031-09-11/2026-01-25/2027-04-04,12.94%,13.58%,-0.64%,1.45,0.67,86.6141/91.7596/110.89/No Horizontal Resistance/99.3611/116.6601/No EMA 200 Target,77.81/36.36/74.5211/58.6593/70.4937/68.5057/72.27,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
FRACTAL TRACK,"TRI.TO, Long, 2025-12-26 (Price: 181.76)",No Exit Yet,"0.0%, 0 days","91.67%, Past 20 years, 12","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2025-12-26 (Price: 181.76), 0.0% below",0 days,No Information,No Information,No Information,"88.6% (Price: 178.5402), 1.8% above, Upmove Bounce Back","2023-10-29 (Price: 163.01), 2025-07-20 (Price: 299.24)",No Information,17.45%/1.4%/11.27%,"1.51%, 22.04%",1.5 year/1.6 month/5.6 months,2028-02-16/2026-03-05/2026-08-26,9.55%,6.23%,3.32%,1.2,0.33,215.6764/202.2444/263.5/240.8933/308.8111/326.8654/238.36,179.89/116.89/175.5204/No support/161.3528/143.8099/No EMA 200 Support,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
TRENDPULSE,"MFT.NZ, Long, 2025-12-26 (Price: 69.01)",No Exit Yet,"0.0%, 0 days","90.91%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2025-12-24 (Price: 69.01), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,1.1% above/0.0% below/0.0% below,13.53%/1.78%/5.86%,"5.83%, 27.74%",1.2 year/28 days/4.4 months,2027-09-12/2026-02-04/2026-07-05,9.15%,10.41%,-1.26%,1.17,0.61,74.3169/73.054/69.02/85.45/101.7951/111.6887/No EMA 200 Target,58.66/55.185/65.1894/42.5658/No support/No support/63.83,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-12-26 (Price: 129.16)",No Exit Yet,"0.0%, 0 days","90.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2025-12-24 (Price: 129.16), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,2.67% above/0.19% above/0.0% below,12.32%/1.31%/6.58%,"9.57%, 31.6%",1.8 year/28 days/4.7 months,2028-07-21/2026-02-04/2026-07-18,7.49%,5.65%,1.84%,1.01,0.31,138.5241/137.6587/146.24/No Horizontal Resistance/127.7222/133.1838/No EMA 200 Target,81.05/73.6233/116.5496/105.2485/110.6164/98.8826/102.19,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"C6L.SI, Long, 2025-12-26 (Price: 6.41)",No Exit Yet,"0.0%, 0 days","87.5%, Past 4 years, 16","Daily, is CONFIRMED on 2025-12-26",Already confirmed,"2025-12-26 (Price: 6.41), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.16% above/0.0% below/0.0% below,8.19%/1.1%/3.7%,"5.37%, 17.3%",3.8 months/6 days/1.5 month,2026-06-09/2026-01-03/2026-03-01,9.44%,0.14%,9.3%,0.66,-0.05,6.5568/6.6472/6.42/7.0067/15.4629/16.7442/6.71,6.26/4.7975/No F-Stack Support/No F-Stack Support/No support/No support/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"GLD, Long, 2025-12-26 (Price: 416.74)",No Exit Yet,"0.0%, 0 days","85.19%, Past 10 years, 27","Weekly, is CONFIRMED on 2025-12-26",Already confirmed,"2025-12-26 (Price: 416.74), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,4.44% above/2.08% above/0.0% below,8.71%/1.73%/6.03%,"3.13%, 23.93%",10.5 months/28 days/3.3 months,2027-03-27/2026-02-04/2026-05-18,4.9%,5.02%,-0.12%,1.33,0.26,443.9948/441.8694/532.05/No Horizontal Resistance/408.5544/581.2346/No EMA 200 Target,236.59/150.8/288.3021/225.9189/355.0696/316.1198/330.26,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
