Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"GS, Long, 2026-02-12 (Price: 917.485)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 16","Daily, is CONFIRMED on 2026-02-12",Already confirmed,"2026-02-12 (Price: 917.485), 0.0% below",0 days,956.17,No Information,No Information,No Information,"23.66% (Price: 855.6773), 7.22% above, Upmove Bounce Back","2025-04-07 (Price: 439.38), 2026-01-16 (Price: 984.7)",No Information,13.91%/5.18%/10.25%,"-0.0%, 33.99%",2.6 years/27 days/7.4 months,2029-10-29/2026-03-23/2026-12-30,26.0%,18.81%,7.19%,2.7,1.04,981.9842/1011.5272/1244.68/No Horizontal Resistance/973.4919/1057.8628/No EMA 200 Target,890.41/288.555/916.0326/818.1554/820.1826/719.0801/757.28,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
DELTADRIFT,"COIN, Long, 2026-02-12 (Price: 143.325)",No Exit Yet,"0.0%, 0 days","88.89%, Past 4 years, 9","Daily, is CONFIRMED on 2026-02-12",Already confirmed,"2026-02-12 (Price: 143.325), 0.0% below",0 days,153.137,No Information,No Information,No Information,No Information,No Information,No Information,19.07%/5.69%/9.26%,"27.31%, 39.8%",2.7 months/3 days/23 days,2026-06-09/2026-02-16/2026-03-17,12.46%,-11.08%,23.54%,0.43,0.2,149.1727/156.5969/152.88/289.6467/484.6953/513.7527/290.54,No Recent Minima/86.505/No F-Stack Support/No F-Stack Support/No support/No support/No EMA 200 Support,83.04%/112/11 days (Across ALL Assets),78.71%/479/15 days (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-02-12 (Price: 60.745)",No Exit Yet,"0.0%, 0 days","100.0%, Past 4 years, 13","Daily, is CONFIRMED on 2026-02-12",Already confirmed,"2026-02-12 (Price: 60.745), 0.0% below",0 days,59.18,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,9.02%/0.81%/2.71%,"-0.0%, 8.72%",20 days/4 days/10 days,2026-03-12/2026-02-17/2026-02-26,11.13%,4.24%,6.89%,0.97,0.2,66.2667/62.3912/61.97/No Horizontal Resistance/77.6843/86.2499/No EMA 200 Target,60.19/28.5067/53.9498/50.4772/No support/No support/53.01,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2026-02-11 (Price: 44.495)",No Exit Yet,"2.38%, 1 day","85.19%, Past 4 years, 27","Daily, is CONFIRMED on 2026-02-11",Already confirmed,"2026-02-12 (Price: 45.555), 2.38% above",1 day,44.36,No Information,No Information,No Information,No Information,No Information,4.77% above/2.38% above/2.38% above,4.38%/0.62%/2.23%,"10.13%, 19.69%",2.8 months/6 days/24 days,2026-06-12/2026-02-19/2026-03-17,8.66%,2.65%,6.01%,0.1,0.09,46.0612/45.4872/45.93/No Horizontal Resistance/49.4858/65.2454/No EMA 200 Target,42.56/29.8725/43.7042/35.4254/No F-Track Level/No F-Track Level/42.6,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2026-02-11 (Price: 83.05)",No Exit Yet,"0.54%, 1 day","100.0%, Past 4 years, 21","Daily, is CONFIRMED on 2026-02-11",Already confirmed,"2026-02-12 (Price: 83.5), 0.54% above",1 day,80.11,No Information,No Information,No Information,No Information,No Information,4.38% above/0.54% above/0.54% above,5.25%/1.18%/3.68%,"-0.0%, 15.84%",4.4 months/11 days/2.1 months,2026-08-21/2026-02-26/2026-05-13,13.1%,6.96%,6.14%,2.83,0.36,83.8639/86.1062/106.08/85.51/85.3936/96.14/No EMA 200 Target,70.84/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/72.36,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
DELTADRIFT,"MSFT, Long, 2026-02-11 (Price: 404.89)",No Exit Yet,"0.08%, 1 day","75.0%, Past 4 years, 12","Daily, was CONFIRMED on 2026-02-11",Already confirmed,"2026-02-12 (Price: 405.215), 0.08% above",1 day,416.094,No Information,No Information,No Information,No Information,No Information,No Information,5.23%/2.02%/3.49%,"8.2%, 14.53%",2.4 months/1 day/11 days,2026-05-26/2026-02-12/2026-02-26,5.6%,7.01%,-1.41%,0.17,0.37,420.0734/419.0207/419.55/554.585/553.3726/615.9924/487.08,393.67/216.39/386.873/350.287/No F-Track Level/No F-Track Level/No EMA 200 Support,83.04%/112/11 days (Across ALL Assets),78.71%/479/15 days (Across ALL Assets)
DELTADRIFT,"PLTR, Long, 2026-02-11 (Price: 134.46)",No Exit Yet,"-3.44%, 1 day","88.89%, Past 4 years, 9","Daily, was CONFIRMED on 2026-02-11",Already confirmed,"2026-02-12 (Price: 129.84), 3.44% below",1 day,139.035,No Information,No Information,No Information,No Information,No Information,No Information,19.0%/3.53%/9.58%,"14.06%, 15.26%",25 days/1 day/10 days,2026-03-19/2026-02-12/2026-02-25,16.65%,19.65%,-3.0%,0.71,0.85,169.9305/147.3413/158.64/No Horizontal Resistance/242.7816/265.2654/159.98,130.01/7.205/125.5072/97.1748/No F-Track Level/No F-Track Level/No EMA 200 Support,83.04%/112/11 days (Across ALL Assets),78.71%/479/15 days (Across ALL Assets)
DELTADRIFT,"FSF.NZ, Long, 2026-02-11 (Price: 7.94)",No Exit Yet,"0.25%, 1 day","91.67%, Past 4 years, 12","Daily, was CONFIRMED on 2026-02-11",Already confirmed,"2026-02-12 (Price: 7.96), 0.25% above",1 day,8.001,No Information,No Information,No Information,No Information,No Information,No Information,6.77%/1.74%/3.76%,"9.98%, 9.98%",27 days/1 day/14 days,2026-03-22/2026-02-12/2026-03-03,10.19%,8.7%,1.49%,0.56,0.47,8.4688/8.2385/8.35/No Horizontal Resistance/8.4284/9.7443/No EMA 200 Target,7.7/2.942/6.3611/No support/No F-Track Level/No F-Track Level/7.34,83.04%/112/11 days (Across ALL Assets),78.71%/479/15 days (Across ALL Assets)
BAND MATRIX,"AMZN, Long, 2026-02-11 (Price: 204.4238)",No Exit Yet,"-2.67%, 1 day","77.78%, Past 5 years, 9","Daily, was CONFIRMED on 2026-02-11",No Cancellation Possible,"2026-02-12 (Price: 198.96), 2.67% below",1 day,208.07,No Information,No Information,No Information,No Information,No Information,No Information,26.36%/3.34%/11.74%,"19.29%, 44.64%",1.1 year/1.4 month/4.8 months,2027-09-07/2026-04-12/2026-09-07,13.11%,4.18%,8.93%,0.57,0.24,211.4969/228.4232/219.96/239.3/317.6152/339.3352/223.1,200.99/86.995/193.0625/132.2674/No F-Track Level/No F-Track Level/No EMA 200 Support,82.61%/69/4.1 months (Across ALL Assets),75.98%/254/3.7 months (Across ALL Assets)
BAND MATRIX,"GOOG, Long, 2026-02-11 (Price: 312.03)",No Exit Yet,"-0.34%, 1 day","80.0%, Past 5 years, 5","Daily, was CONFIRMED on 2026-02-11",No Cancellation Possible,"2026-02-12 (Price: 310.97), 0.34% below",1 day,318.955,No Information,No Information,No Information,No Information,No Information,No Information,53.29%/6.13%/19.77%,"21.12%, 44.6%",6.1 months/1.6 month/4.1 months,2026-11-03/2026-04-21/2026-08-06,12.59%,17.49%,-4.9%,0.4,0.9,334.5274/373.7183/354.12/No Horizontal Resistance/345.4418/365.3613/No EMA 200 Target,298.06/84.51/285.4807/240.3589/No F-Track Level/No F-Track Level/240.47,82.61%/69/4.1 months (Across ALL Assets),75.98%/254/3.7 months (Across ALL Assets)
