Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"GBPSGD=X, Long, 2026-02-23 (Price: 1.7075)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 14","Daily, is CONFIRMED on 2026-02-23",Already confirmed,"2026-02-23 (Price: 1.7075), 0.0% below",0 days,1.7066,No Information,No Information,No Information,"23.66% (Price: 1.737), 1.7% below, Upmove Bounce Back","2025-11-05 (Price: 1.7003), 2026-01-29 (Price: 1.7484)",No Information,0.72%/0.52%/0.63%,"-0.0%, 4.59%",1.7 year/1.2 month/8.2 months,2028-07-28/2026-04-16/2027-02-12,3.03%,-0.49%,3.52%,0.32,-0.86,1.7121/1.7183/1.74/1.8577/4.0285/5.5304/1.73,No support/1.6858/No F-Stack Support/No F-Stack Support/No support/No support/No EMA 200 Support,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
DELTADRIFT,"GBPSGD=X, Long, 2026-02-23 (Price: 1.7075)",No Exit Yet,"0.0%, 0 days","71.43%, Past 4 years, 14","Daily, is CONFIRMED on 2026-02-23",Already confirmed,"2026-02-23 (Price: 1.7075), 0.0% below",0 days,1.7066,No Information,No Information,No Information,No Information,No Information,No Information,2.71%/0.41%/0.84%,"2.69%, 2.78%",1.9 month/1 day/14 days,2026-05-16/2026-02-24/2026-03-15,3.25%,-0.71%,3.96%,0.01,-0.92,1.7258/1.7218/1.72/1.8577/4.0285/5.5304/1.73,No support/1.6858/No F-Stack Support/No F-Stack Support/No support/No support/No EMA 200 Support,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
FRACTAL TRACK,"EURUSD=X, Long, 2026-02-23 (Price: 1.179)",No Exit Yet,"0.0%, 0 days","83.33%, Past 5 years, 12","Daily, is CONFIRMED on 2026-02-23",Already confirmed,"2026-02-23 (Price: 1.179), 0.0% below",0 days,1.1798,No Information,No Information,No Information,"23.66% (Price: 1.1893), 0.87% below, Upmove Bounce Back","2025-11-05 (Price: 1.147), 2026-01-28 (Price: 1.2024)",No Information,3.96%/1.06%/2.74%,"1.76%, 8.46%",1.7 year/1.9 month/7.8 months,2028-07-28/2026-05-16/2027-01-27,3.65%,-0.58%,4.23%,0.5,-0.67,1.1851/1.2113/1.21/No Horizontal Resistance/1.7416/2.0466/No EMA 200 Target,No support/1.0069/No F-Stack Support/No F-Stack Support/No support/No support/1.16,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2026-02-22 (Price: 58.0)",No Exit Yet,"0.03%, 1 day","86.36%, Past 10 years, 22","Weekly, is CONFIRMED on 2026-02-20",Already confirmed,"2026-02-23 (Price: 58.02), 0.03% above",1 day,55.48,No Information,No Information,No Information,No Information,No Information,8.65% above/1.63% above/0.03% above,19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,2026-07-24/2026-04-03/2026-05-11,-1.83%,3.94%,-5.77%,0.27,0.24,58.87/62.1064/83.76/No Horizontal Resistance/65.8353/68.6522/No EMA 200 Target,43.99/34.9317/48.4386/46.0303/No F-Track Level/No F-Track Level/45.08,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"TSM, Long, 2026-02-22 (Price: 370.54)",No Exit Yet,"-0.13%, 1 day","100.0%, Past 10 years, 19","Weekly, is CONFIRMED on 2026-02-20",Already confirmed,"2026-02-23 (Price: 370.04), 0.13% below",1 day,361.865,No Information,No Information,No Information,No Information,No Information,0.13% below/0.13% below/0.13% below,40.88%/4.38%/14.52%,"0%, 31.75%",8.9 months/28 days/3.6 months,2027-03-15/2026-04-03/2026-07-28,14.91%,16.6%,-1.69%,1.65,0.88,427.8255/424.3424/576.89/No Horizontal Resistance/334.306/350.4755/No EMA 200 Target,275.06/83.575/272.4436/230.123/No F-Track Level/No F-Track Level/268.3,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
FRACTAL TRACK,"VGT, Long, 2026-02-22 (Price: 737.6)",No Exit Yet,"-1.46%, 1 day","100.0%, Past 20 years, 15","Weekly, was CONFIRMED on 2026-02-22",Already confirmed,"2026-02-23 (Price: 726.85), 1.46% below",1 day,726.23,No Information,No Information,No Information,"23.66% (Price: 722.7628), 0.57% above, Upmove Bounce Back","2025-04-13 (Price: 451.0), 2025-11-02 (Price: 806.99)",No Information,20.12%/15.11%/16.2%,"0%, 27.55%",1.8 year/1.2 month/9.2 months,2028-09-17/2026-04-15/2027-03-28,14.28%,9.95%,4.33%,12.76,0.59,784.6589/857.0912/951.19/No Horizontal Resistance/946.1588/993.4664/No EMA 200 Target,730.8/311.83/702.1644/626.0547/No F-Track Level/No F-Track Level/712.53,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets)
FRACTAL TRACK,"AMD, Long, 2026-02-22 (Price: 200.15)",No Exit Yet,"-1.77%, 1 day","83.33%, Past 20 years, 12","Weekly, was CONFIRMED on 2026-02-22",Already confirmed,"2026-02-23 (Price: 196.6), 1.77% below",1 day,202.145,No Information,No Information,No Information,"38.2% (Price: 194.2708), 1.2% above, Upmove Bounce Back","2025-04-13 (Price: 76.48), 2025-11-02 (Price: 267.08)",No Information,30.66%/15.55%/20.18%,"17.29%, 60.71%",1.8 year/7 days/9.5 months,2028-09-17/2026-03-04/2027-04-10,11.53%,7.36%,4.17%,1.23,0.44,262.3366/240.5403/314.51/No Horizontal Resistance/273.8526/307.9609/No EMA 200 Target,151.14/72.05/187.3421/170.075/No F-Track Level/No F-Track Level/184.5,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2026-02-22 (Price: 189.82)",No Exit Yet,"0.91%, 1 day","83.7%, Past 10 years, 92","Weekly, was CONFIRMED on 2026-02-22",Already confirmed,"2026-02-23 (Price: 191.55), 0.91% above",1 day,181.75,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,175.83%/0.32%/40.35%,"35.55%, 47.56%",8.9 months/2.1 months/4 months,2027-03-15/2026-05-24/2026-08-14,75.78%,46.22%,29.56%,0.69,1.86,238.4709/266.4124/239.8943/No Horizontal Resistance/239.8943/283.6698/No EMA 200 Target,182.78/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/173.58,73.68%/19/3.9 months (Across ALL Assets),68.44%/564/3.3 months (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2026-02-22 (Price: 151.19)",No Exit Yet,"-0.27%, 1 day","88.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2026-02-20",Already confirmed,"2026-02-23 (Price: 150.78), 0.27% below",1 day,146.74,No Information,No Information,No Information,No Information,No Information,2.98% above/0.27% below/0.27% below,10.37%/1.53%/6.76%,"5.75%, 17.25%",1.3 year/1.2 month/5 months,2027-12-31/2026-04-15/2026-09-27,8.06%,6.5%,1.56%,1.1,0.37,160.6091/161.4104/192.68/167.5729/218.156/349.4971/No EMA 200 Target,130.99/127.536/136.9828/86.815/No F-Track Level/No F-Track Level/136.36,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-02-20 (Price: 62.08)",No Exit Yet,"0.03%, 3 days","100.0%, Past 4 years, 13","Daily, is CONFIRMED on 2026-02-20",Already confirmed,"2026-02-23 (Price: 62.1), 0.03% above",3 days,61.93,No Information,No Information,No Information,No Information,No Information,1.82% above/0.03% above/0.03% above,9.02%/0.81%/2.71%,"-0.0%, 8.72%",20 days/4 days/10 days,2026-03-20/2026-02-25/2026-03-06,11.13%,4.24%,6.89%,0.97,0.2,67.7231/63.7624/64.11/No Horizontal Resistance/82.226/92.0468/No EMA 200 Target,58.87/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/53.53,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
