Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"DIS, Long, 2025-10-31 (Price: 112.62)",No Exit Yet,"0.0%, 0 days","90.32%, Past 20 years, 31","Weekly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 112.62), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 107.6566), 4.61% above, Upmove Bounce Back","2025-04-13 (Price: 80.1), 2025-07-06 (Price: 124.69)",No Information,98.61%/5.36%/30.13%,"7.93%, 55.37%",579 days/44 days/299 days,2028-02-16/2026-01-02/2027-01-07,13.33%,8.28%,5.05%,0.58,0.29,117.1473/146.5524/139.37/168.455/236.8799/272.4142,109.19/79.415/109.0737/100.3529/134.0652/140.4105,114.13/110.06,94.0%/50/558 days (Across ALL Assets),72.73%/165/214 days (Across ALL Assets)
FRACTAL TRACK,"ASML, Long, 2025-10-31 (Price: 1059.23)",No Exit Yet,"0.0%, 0 days","85.71%, Past 30 years, 21","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 1059.23), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 692.3064), 53.0% above, Upmove Bounce Back","2008-11-30 (Price: 16.4156), 2024-07-31 (Price: 1110.09)",No Information,624.81%/9.57%/195.49%,"6.56%, 59.07%",2348 days/173 days/982 days,2035-02-21/2026-07-08/2029-09-22,12.88%,19.16%,-6.28%,0.53,0.6,1163.8819/3129.9187/1715.43/No Horizontal Resistance/1081.4334/1218.8523,662.63/561.385/998.2461/956.961/1235.8618/1313.1536,924.91/776.73,83.72%/43/1335 days (Across ALL Assets),70.54%/112/343 days (Across ALL Assets)
FRACTAL TRACK,"CNQ.TO, Long, 2025-10-31 (Price: 44.87)",No Exit Yet,"0.0%, 0 days","91.67%, Past 52 years, 24","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 44.87), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 41.6298), 7.78% above, Upmove Bounce Back","2017-07-31 (Price: 17.5808), 2024-04-30 (Price: 56.495)",No Information,1389.83%/6.72%/224.83%,"41.8%, 61.82%",5502 days/239 days/1465 days,2047-08-26/2026-10-12/2031-08-22,13.14%,14.1%,-0.96%,0.31,0.49,47.0372/145.7512/68.22/51.51/57.5622/59.9244,39.56/34.9317/44.0597/41.1349/61.5996/64.7366,43.83/42.88,83.72%/43/1335 days (Across ALL Assets),70.54%/112/343 days (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",No Exit Yet,"0.0%, 0 days","91.67%, Past 31 years, 12","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 79.61), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 72.2303), 10.22% above, Upmove Bounce Back","2022-06-30 (Price: 30.54), 2024-07-31 (Price: 98.0)",No Information,6107.74%/9.52%/971.03%,"16.7%, 70.23%",4108 days/153 days/1494 days,2042-02-14/2026-06-09/2031-10-03,17.01%,17.8%,-0.79%,0.35,0.63,84.6493/852.647/120.09/84.3925/108.5192/133.8092,67.6/38.015/50.2755/47.8005/106.4561/111.6527,79.07/74.45,83.72%/43/1335 days (Across ALL Assets),70.54%/112/343 days (Across ALL Assets)
FRACTAL TRACK,"TFII.TO, Long, 2025-10-31 (Price: 126.04)",No Exit Yet,"0.0%, 0 days","90.0%, Past 25 years, 10","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 126.04), 0.0% below",0 days,No Information,No Information,No Information,"50% (Price: 116.97), 7.75% above, Upmove Bounce Back","2005-10-31 (Price: 13.01), 2024-04-30 (Price: 220.93)",No Information,303.95%/7.43%/90.09%,"39.0%, 80.29%",1738 days/239 days/934 days,2032-09-21/2026-10-12/2029-07-14,8.14%,12.86%,-4.72%,0.55,0.45,151.2984/239.5894/250.79/219.9933/223.9051/280.6304,111.42/102.925/113.6809/104.714/248.934/266.1435,128.39/130.55,83.72%/43/1335 days (Across ALL Assets),70.54%/112/343 days (Across ALL Assets)
FRACTAL TRACK,"NVO, Long, 2025-10-31 (Price: 49.46)",No Exit Yet,"0.0%, 0 days","84.0%, Past 44 years, 25","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 49.46), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 45.6224), 8.41% above, Upmove Bounce Back","2018-10-31 (Price: 20.615), 2022-04-30 (Price: 61.08)",No Information,3374.71%/15.27%/425.8%,"27.04%, 47.55%",5739 days/215 days/1377 days,2048-08-03/2026-09-07/2031-04-17,15.56%,13.68%,1.88%,0.26,0.52,60.4648/260.0607/73.74/139.01/159.2295/190.9685,47.07/37.445/46.3037/42.9268/47.9075/35.154,56.18/67.17,83.72%/43/1335 days (Across ALL Assets),70.54%/112/343 days (Across ALL Assets)
OSCILLATOR DELTA,"SPOT, Long, 2025-10-31 (Price: 655.04)",No Exit Yet,"0.0%, 0 days","76.47%, Past 6 years, 17","Daily, is Confirmed on 2025-10-31",No Cancellation Possible,"2025-10-31 (Price: 655.04), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,No Information,20.64%/5.12%/8.42%,"12.1%, 16.97%",34 days/2 days/13 days,2025-12-19/2025-11-02/2025-11-18,14.8%,31.59%,-16.79%,0.4,0.92,724.0812/710.1944/694.34/No Horizontal Resistance/781.2452/847.0387,No Recent Minima/118.6/603.8196/527.3045/228.7542/223.4772,691.85/646.91,76.92%/78/41 days (Across ALL Assets),64.14%/304/46 days (Across ALL Assets)
BAND MATRIX,"ATD.TO, Long, 2025-10-31 (Price: 71.28)",No Exit Yet,"0.0%, 0 days","80.0%, Past 5 years, 10","Daily, is CONFIRMED on 2025-10-31",No Cancellation Possible,"2025-10-31 (Price: 71.28), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,No Information,19.21%/0.22%/9.13%,"9.62%, 20.63%",173 days/24 days/80 days,2026-07-08/2025-12-04/2026-02-23,12.48%,10.16%,2.32%,0.63,0.39,73.5681/77.7879/75.68/85.51/100.8822/111.119,69.94/45.49/69.1528/55.4059/87.7049/90.1476,72.8/71.85,76.32%/76/130 days (Across ALL Assets),76.19%/252/112 days (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-10-31 (Price: 281.82)",No Exit Yet,"0.0%, 0 days","85.71%, Past 20 years, 7","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 281.82), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,15.71% above/0.0% below/0.0% below,39.1%/1.54%/23.19%,"3.21%, 17.45%",412 days/76 days/164 days,2027-06-19/2026-02-18/2026-06-25,11.85%,23.51%,-11.66%,1.08,0.83,339.3958/347.1741/402.28/No Horizontal Resistance/306.4481/330.6546,156.23/84.6567/243.1061/191.2921/242.6036/212.2906,244.46/194.01,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"XIU.TO, Long, 2025-10-31 (Price: 45.14)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 7","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 45.14), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,5.57% above/0.0% below/0.0% below,13.41%/2.94%/9.9%,"0%, 6.18%",304 days/84 days/170 days,2027-01-14/2026-03-01/2026-07-04,7.06%,4.11%,2.95%,2.85,0.05,52.8725/49.6089/58.11/No Horizontal Resistance/48.3988/56.9776,28.76/28.5233/41.5586/34.9694/41.4166/38.7412,44.24/40.37,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
