Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"CNU.NZ, Long, 2026-02-17 (Price: 9.11)",No Exit Yet,"0.0%, 0 days","73.33%, Past 5 years, 15","Daily, is CONFIRMED on 2026-02-17",Already confirmed,"2026-02-17 (Price: 9.11), 0.0% below",0 days,9.19,No Information,No Information,No Information,"61.8% (Price: 9.2314), 1.32% below, Upmove Bounce Back","2025-10-14 (Price: 8.88), 2026-02-04 (Price: 9.8)",No Information,11.98%/1.84%/7.67%,"1.13%, 19.63%",1.6 year/1 month/11.2 months,2028-05-31/2026-04-01/2027-06-18,10.79%,2.16%,8.63%,0.95,0.05,9.1692/9.8087/9.66/9.875/11.0627/11.8475/No EMA 200 Target,9.08/6.0983/No F-Stack Support/No F-Stack Support/No support/No support/9.07,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
FRACTAL TRACK,"BDGI.TO, Long, 2026-02-17 (Price: 68.65)",No Exit Yet,"0.0%, 0 days","92.86%, Past 5 years, 14","Daily, is CONFIRMED on 2026-02-17",Already confirmed,"2026-02-17 (Price: 68.65), 0.0% below",0 days,68.76,No Information,No Information,No Information,"38.2% (Price: 63.8711), 7.48% above, Upmove Bounce Back","2025-04-07 (Price: 33.62), 2026-01-19 (Price: 82.57)",No Information,14.12%/2.16%/11.1%,"0.42%, 41.99%",2.8 years/19 days/10.2 months,2030-02-14/2026-03-16/2027-05-06,19.04%,8.7%,10.34%,2.35,0.44,74.3479/76.2702/98.02/No Horizontal Resistance/87.1484/97.3919/No EMA 200 Target,65.8/24.32/66.9303/63.4408/68.3669/59.6385/61.35,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
TRENDPULSE,"TLT, Long, 2026-02-15 (Price: 89.7)",No Exit Yet,"0.19%, 2 days","75.0%, Past 10 years, 28","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-17 (Price: 89.87), 0.19% above",2 days,87.2,No Information,No Information,No Information,No Information,No Information,2.66% above/0.19% above/0.19% above,15.02%/2.35%/5.26%,"39.18%, 46.07%",6.5 months/28 days/1.7 month,2026-11-24/2026-03-27/2026-04-29,-6.38%,-0.11%,-6.26%,-0.23,-0.26,89.9601/94.4182/125.22/153.2067/188.2386/214.0466/No EMA 200 Target,87.03/83.3033/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/87.9,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"PFE, Long, 2026-02-15 (Price: 27.58)",No Exit Yet,"-0.76%, 2 days","73.08%, Past 10 years, 26","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-17 (Price: 27.37), 0.76% below",2 days,27.18,No Information,No Information,No Information,No Information,No Information,0.55% above/0.87% below/0.76% below,20.77%/1.93%/8.41%,"41.05%, 50.99%",1.2 year/28 days/5.3 months,2027-11-02/2026-03-27/2026-10-03,2.79%,1.76%,1.03%,0.12,0.02,29.2072/29.8995/33.71/55.39/66.4672/73.1352/No EMA 200 Target,23.76/23.345/21.508/20.5265/No F-Track Level/No F-Track Level/24.84,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"MAR, Long, 2026-02-15 (Price: 353.89)",No Exit Yet,"1.71%, 2 days","85.71%, Past 10 years, 28","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-17 (Price: 359.94), 1.71% above",2 days,331.25,No Information,No Information,No Information,No Information,No Information,14.16% above/0.16% above/1.71% above,16.53%/2.51%/8.59%,"12.52%, 61.32%",11.4 months/28 days/4.1 months,2027-06-25/2026-03-27/2026-08-10,11.35%,10.48%,0.87%,0.65,0.53,405.8057/384.2892/521.89/No Horizontal Resistance/372.972/399.3723/No EMA 200 Target,260.2/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/281.31,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"PG, Long, 2026-02-15 (Price: 160.07)",No Exit Yet,"-0.32%, 2 days","100.0%, Past 10 years, 19","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-17 (Price: 159.55), 0.32% below",2 days,158.76,No Information,No Information,No Information,No Information,No Information,5.13% above/0.3% above/0.32% below,10.46%/1.28%/3.78%,"0%, 24.03%",10.7 months/28 days/3.2 months,2027-05-25/2026-03-27/2026-07-04,6.36%,4.3%,2.06%,1.76,0.19,170.1224/166.1206/172.02/179.4533/186.6499/209.3631/No EMA 200 Target,141.79/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/153.67,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"WMT, Long, 2026-02-15 (Price: 133.89)",No Exit Yet,"-3.76%, 2 days","91.3%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-17 (Price: 128.85), 3.76% below",2 days,131.42,No Information,No Information,No Information,No Information,No Information,1.78% below/3.58% below/3.76% below,10.45%/2.48%/5.35%,"1.31%, 24.69%",1.5 year/28 days/5.6 months,2028-04-07/2026-03-27/2026-10-16,8.33%,9.41%,-1.08%,1.49,0.58,142.5527/141.0531/200.64/No Horizontal Resistance/137.8139/No Next Fib Ext/No EMA 200 Target,101.18/43.3466/85.5556/53.2582/No F-Track Level/No F-Track Level/104.77,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"GNE.NZ, Long, 2026-02-15 (Price: 2.47)",No Exit Yet,"-1.62%, 2 days","88.24%, Past 10 years, 17","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-17 (Price: 2.43), 1.62% below",2 days,2.46,No Information,No Information,No Information,No Information,No Information,1.22% below/1.62% below/1.62% below,8.45%/0.78%/4.81%,"22.37%, 34.69%",1.2 year/28 days/3.5 months,2027-11-02/2026-03-27/2026-07-17,3.46%,2.22%,1.24%,0.3,0.05,2.6651/2.5888/2.52/3.575/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,2.36/2.0733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/2.38,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-02-15 (Price: 5.76)",No Exit Yet,"-2.78%, 2 days","100.0%, Past 10 years, 16","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-17 (Price: 5.6), 2.78% below",2 days,5.65,No Information,No Information,No Information,No Information,No Information,1.93% below/3.28% below/2.78% below,24.31%/1.96%/9.79%,"-0.0%, 22.1%",8.9 months/1.2 month/3.1 months,2027-03-08/2026-04-08/2026-06-29,11.4%,7.53%,3.87%,1.15,0.39,6.3504/6.3239/6.44/6.825/7.4565/8.4564/No EMA 200 Target,5.46/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/5.73,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2026-02-15 (Price: 83.86)",No Exit Yet,"-0.38%, 2 days","90.0%, Past 10 years, 20","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-17 (Price: 83.54), 0.38% below",2 days,78.91,No Information,No Information,No Information,No Information,No Information,0.38% below/0.38% below/0.38% below,15.58%/3.82%/6.76%,"7.08%, 28.5%",8.6 months/28 days/4.1 months,2027-02-23/2026-03-27/2026-08-10,10.6%,14.26%,-3.66%,0.87,0.82,90.3591/89.5289/85.91/85.51/85.3936/96.14/No EMA 200 Target,70.84/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/72.49,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
