Symbol,Signal,Signal Date/Price($),Latest Trading Date/Price($),Interval,Current F-Stack Level($),Current Band Price Range($),Width of Current Band(%),Band Composition (F-Stack Level(%) of Low($)-High($) & ..),Trading Days between signal date and Latest Trading date,Price on Latest Trading day vs signal date,Next Band Price Level($),Next Band Price Range($),Next F-Track [%] (Price Level [$]/Retracement Level [%]/Upmove [$]),Next F-Track [%] Price Level vs Price on Latest Trading day,Next Band Price Level vs Price on Latest Trading day
GOOG,Resistance,2026-02-11 (Price: 310.84),2026-02-11 (Price: 310.84),Monthly,330.6546,330.6546-330.6546,0,685.4% of 101.4500-134.8910,0 days,0.0% below,480.6870,472.3107-489.0633,287.0488/23.66/101.45-310.84,7.65% below,54.64% above
PLTR,Semi-Resistance,2026-02-08 (Price: 135.9),2026-02-11 (Price: 135.375),Weekly,174.7671,174.7671-174.7671,0,2903.4% of 23.5000-28.7100,3 days,0.39% below,268.2554,268.2554-268.2554,No Support,No Support,98.16% above
BN.TO,Resistance,2026-02-08 (Price: 61.71),2026-02-11 (Price: 63.31),Weekly,66.0174,66.0174-66.0174,0,161.8% of 48.2733-59.2400,3 days,2.59% above,76.9841,76.9841-76.9841,No Support,No Support,21.6% above
AMD,Resistance,2026-01-31 (Price: 236.73),2026-02-11 (Price: 213.395),Monthly,253.8119,252.3842-255.2397,1.13,2903.4% of 31.0000-38.6250 & 261.8% of 98.5000-158.3700,11 days,9.86% below,269.2327,269.2327-269.2327,194.2708/38.2/97.35-256.12,8.96% below,26.17% above
BPCL.NS,Resistance,2026-01-31 (Price: 364.5),2026-02-11 (Price: 387.6),Monthly,382.1589,382.1589-382.1589,0,261.8% of 201.9750-270.8000,11 days,6.34% above,420.2463,414.0079-426.4846,354.3524/23.66/278.47-387.6,8.58% below,8.42% above
AMZN,Resistance,2026-01-31 (Price: 239.3),2026-02-11 (Price: 203.88),Monthly,243.9420,241.0826-246.8015,2.37,261.8% of 120.2095-166.3795 & 685.4% of 75.0985-100.1500,11 days,14.8% below,257.1563,257.1563-257.1563,190.9211/38.2/103.13-233.22,6.36% below,26.13% above
AAPL,Resistance,2026-01-31 (Price: 259.48),2026-02-11 (Price: 275.9),Monthly,275.1059,273.4456-276.7661,1.21,423.6% of 144.2900-174.7800 & 1794.4% of 41.6100-54.7150,11 days,6.33% above,297.1089,296.2756-297.9422,260.3676/23.66/212.5-271.86,5.63% below,7.69% above
MSFT,Resistance,2026-01-31 (Price: 430.29),2026-02-11 (Price: 403.9),Monthly,517.4523,517.4523-517.4523,0,1794.4% of 31.2812-58.3750,11 days,6.13% below,574.7462,574.7462-574.7462,389.8712/78.6/395.26-533.5,3.47% below,42.3% above
SFTBY,Resistance,2026-01-31 (Price: 13.81),2026-02-11 (Price: 15.95),Monthly,20.8342,20.8342-20.8342,0,1109.0% of 4.9200-6.3550,11 days,15.5% above,22.5282,22.3219-22.7345,15.5075/38.2/5.1675-21.9775,2.77% below,41.24% above
COIN,Resistance,2026-01-18 (Price: 241.15),2026-02-11 (Price: 152.15),Weekly,408.6027,407.4038-409.8016,0.59,161.8% of 240.4100-343.6200 & 161.8% of 236.5300-343.6200,24 days,36.91% below,484.6953,481.5367-487.8539,177.016/88.6/202.89-377.76,16.34% above,218.56% above
GLXY.TO,Semi-Resistance,2026-01-11 (Price: 34.68),2026-02-11 (Price: 27.67),Weekly,52.5617,52.5617-52.5617,0,261.8% of 22.3500-33.8900,1.0 month,20.21% below,71.2334,71.2334-71.2334,No Support,No Support,157.44% above
HOOD,Semi-Resistance,2026-01-04 (Price: 115.21),2026-02-11 (Price: 77.73),Weekly,128.2528,128.1648-128.3408,0.14,4697.8% of 10.2500-12.7600 & 2903.4% of 8.1400-12.2800,1.3 month,32.53% below,201.8345,201.0401-202.6289,No Support,No Support,159.66% above
NFLX,Resistance,2025-12-31 (Price: 93.76),2026-02-11 (Price: 79.965),Monthly,123.8617,123.8617-123.8617,0,7601.2% of 4.8801-6.4454,1.4 month,14.71% below,138.6860,138.686-138.686,75.193/50/19.744-133.913,5.97% below,73.43% above
UBER,Semi-Resistance,2025-12-31 (Price: 81.71),2026-02-11 (Price: 71.08),Monthly,87.2921,87.2921-87.2921,0,161.8% of 60.3200-76.9900,1.4 month,13.01% below,103.1697,102.3772-103.9621,70.6297/38.2/20.46-97.97,0.63% below,45.15% above
