Symbol,Signal,Signal Date/Price($),Latest Trading Date/Price($),Interval,Current F-Stack Level($),Current Band Price Range($),Width of Current Band(%),Band Composition (F-Stack Level(%) of Low($)-High($) & ..),Trading Days between signal date and Latest Trading date,Price on Latest Trading day vs signal date,Next Band Price Level($),Next Band Price Range($),Next F-Track [%] (Price Level [$]/Retracement Level [%]/Upmove [$]),Next F-Track [%] Price Level vs Price on Latest Trading day,Next Band Price Level vs Price on Latest Trading day
BN.TO,Resistance,2026-02-03 (Price: 63.72),2026-02-03 (Price: 63.72),Weekly,66.0174,66.0174-66.0174,0,161.8% of 48.2733-59.2400,0 days,0.0% below,76.9841,76.9841-76.9841,No Support,No Support,20.82% above
AAPL,Resistance,2026-01-31 (Price: 259.48),2026-02-03 (Price: 270.01),Monthly,275.1059,273.4456-276.7661,1.21,423.6% of 144.2900-174.7800 & 1794.4% of 41.6100-54.7150,3 days,4.06% above,297.1089,296.2756-297.9422,260.3676/23.66/212.5-271.86,3.57% below,10.04% above
AMZN,Resistance,2026-01-31 (Price: 239.3),2026-02-03 (Price: 242.96),Monthly,243.9420,241.0826-246.8015,2.37,261.8% of 120.2095-166.3795 & 685.4% of 75.0985-100.1500,3 days,1.53% above,257.1563,257.1563-257.1563,216.6816/23.66/103.13-233.22,10.82% below,5.84% above
SFTBY,Resistance,2026-01-31 (Price: 13.81),2026-02-03 (Price: 13.58),Monthly,20.8342,20.8342-20.8342,0,1109.0% of 4.9200-6.3550,3 days,1.67% below,22.5282,22.3219-22.7345,13.3475/50/5.1675-21.9775,1.71% below,65.89% above
MSFT,Resistance,2026-01-31 (Price: 430.29),2026-02-03 (Price: 423.37),Monthly,517.4523,517.4523-517.4523,0,1794.4% of 31.2812-58.3750,3 days,1.61% below,574.7462,574.7462-574.7462,425.2621/61.8/395.26-533.5,0.45% above,35.76% above
AMD,Resistance,2026-01-31 (Price: 236.73),2026-02-03 (Price: 246.27),Monthly,253.8119,252.3842-255.2397,1.13,2903.4% of 31.0000-38.6250 & 261.8% of 98.5000-158.3700,3 days,4.03% above,269.2327,269.2327-269.2327,221.984/23.66/97.35-256.12,9.86% below,9.32% above
COIN,Resistance,2026-01-18 (Price: 241.15),2026-02-03 (Price: 187.86),Weekly,408.6027,407.4038-409.8016,0.59,161.8% of 240.4100-343.6200 & 161.8% of 236.5300-343.6200,16 days,22.1% below,484.6953,481.5367-487.8539,177.016/88.6/202.89-377.76,5.77% below,158.01% above
GLXY.TO,Semi-Resistance,2026-01-11 (Price: 34.68),2026-02-03 (Price: 36.19),Weekly,52.5617,52.5617-52.5617,0,261.8% of 22.3500-33.8900,23 days,4.35% above,71.2334,71.2334-71.2334,No Support,No Support,96.83% above
HOOD,Semi-Resistance,2026-01-04 (Price: 115.21),2026-02-03 (Price: 89.91),Weekly,128.2528,128.1648-128.3408,0.14,4697.8% of 10.2500-12.7600 & 2903.4% of 8.1400-12.2800,1 month,21.96% below,201.8345,201.0401-202.6289,No Support,No Support,124.49% above
META,Semi-Resistance,2025-12-31 (Price: 660.09),2026-02-03 (Price: 706.41),Monthly,722.2832,722.2832-722.2832,0,1109.0% of 118.1000-172.5800,1.1 month,7.02% above,875.5866,875.5866-875.5866,628.6993/23.66/118.1-738.7,11.0% below,23.95% above
UBER,Semi-Resistance,2025-12-31 (Price: 81.71),2026-02-03 (Price: 80.84),Monthly,87.2921,87.2921-87.2921,0,161.8% of 60.3200-76.9900,1.1 month,1.06% below,103.1697,102.3772-103.9621,82.5663/23.66/20.46-97.97,2.14% above,27.62% above
NFLX,Resistance,2025-12-31 (Price: 93.76),2026-02-03 (Price: 82.76),Monthly,123.8617,123.8617-123.8617,0,7601.2% of 4.8801-6.4454,1.1 month,11.73% below,138.6860,138.686-138.686,75.193/50/19.744-133.913,9.14% below,67.58% above
SPOT,Resistance,2025-12-31 (Price: 580.71),2026-02-03 (Price: 508.58),Monthly,692.6317,692.6317-692.6317,0,685.4% of 241.5700-307.3800,1.1 month,12.42% below,971.4029,971.4029-971.4029,511.5969/38.2/79.42-767.34,0.59% above,91.0% above
FSF.NZ,Resistance,2025-12-31 (Price: 8.2),2026-02-03 (Price: 8.099),Monthly,8.2307,8.2307-8.2307,0,423.6% of 3.9100-4.9300,1.1 month,1.23% below,10.9011,10.9011-10.9011,4.7128/88.6/3.2-3.08,41.81% below,34.6% above
ORCL,Resistance,2025-12-31 (Price: 194.91),2026-02-03 (Price: 160.06),Monthly,262.1706,262.1706-262.1706,0,1109.0% of 69.8700-87.2100,1.1 month,17.88% below,287.7444,287.7444-287.7444,144.722/88.6/140.72-281.24,9.58% below,79.77% above
CNU.NZ,Resistance,2025-11-30 (Price: 9.15),2026-02-03 (Price: 9.65),Monthly,9.7276,9.5777-9.8775,3.13,161.8% of 7.1750-8.6600 & 161.8% of 6.6900-8.6600,2.2 months,5.46% above,11.0627,11.0627-11.0627,7.9204/23.66/1.44-9.56,17.92% below,14.64% above
GOOG,Breakout,2026-01-31 (Price: 338.53),2026-02-03 (Price: 344.9),Monthly,306.4481,306.4481-306.4481,0,4697.8% of 10.9706-17.2603,3 days,1.88% above,330.6546,330.6546-330.6546,283.2432/23.66/101.45-344.9,17.88% below,4.13% below
^BVSP,Breakout,2026-01-31 (Price: 181364.0),2026-02-03 (Price: 182793.4062),Monthly,150436.8690,149455.014-151418.724,1.31,4697.8% of 14957.0000-17820.0000 & 423.6% of 48234.0000-72593.0000,3 days,0.79% above,166057.9160,165046.666-167069.166,230564.07/23.66/181364.0-182793.4062,26.13% above,9.16% below
IBKR,Semi-Breakout,2026-01-31 (Price: 74.88),2026-02-03 (Price: 75.27),Monthly,64.9573,64.9573-64.9573,0,1109.0% of 15.3850-19.8550,3 days,0.52% above,77.1458,77.1458-77.1458,63.2424/23.66/15.385-74.88,15.98% below,2.49% above
TD.TO,Vibration,2026-01-31 (Price: 127.26),2026-02-03 (Price: 129.16),Monthly,127.7222,127.7222-127.7222,0,1794.4% of 14.6750-20.9750,3 days,1.49% above,133.1838,133.1838-133.1838,112.9142/23.66/59.83-127.26,12.58% below,3.12% above
RY.TO,Vibration,2026-01-31 (Price: 226.72),2026-02-03 (Price: 230.51),Monthly,225.3281,225.3281-225.3281,0,1109.0% of 69.0700-83.1600,3 days,1.67% above,240.0573,234.9422-245.1723,200.5108/23.66/87.17-226.72,13.01% below,4.14% above
NA.TO,Breakout,2026-01-31 (Price: 162.25),2026-02-03 (Price: 163.94),Monthly,162.0277,159.8045-164.2509,2.78,685.4% of 54.3900-69.7700 & 1794.4% of 33.1700-40.4750,3 days,1.04% above,185.7170,185.416-186.018,160.7722/23.66/121.08-172.61,1.93% below,13.28% above
BDGI.TO,Breakout,2026-01-31 (Price: 76.99),2026-02-03 (Price: 73.75),Monthly,73.0410,72.2104-73.8716,2.30,423.6% of 27.6900-38.2000 & 261.8% of 35.9800-50.2000 & 261.8% of 31.4600-47.6600,3 days,4.21% below,87.1484,83.0931-91.2038,70.9884/23.66/39.28-76.99,3.74% below,18.17% above
ATZ.TO,Vibration,2026-01-31 (Price: 107.33),2026-02-03 (Price: 114.34),Monthly,111.7977,111.7977-111.7977,0,261.8% of 26.3200-58.9700,3 days,6.53% above,164.6254,164.6254-164.6254,111.4535/23.66/26.32-107.33,2.52% below,43.98% above
VGT,Breakout,2026-01-31 (Price: 747.92),2026-02-03 (Price: 753.05),Monthly,671.1312,671.1312-671.1312,0,261.8% of 326.5500-458.1700,3 days,0.69% above,884.0923,884.0923-884.0923,685.0535/23.66/330.2-793.21,9.03% below,17.4% above
TD,Vibration,2026-01-31 (Price: 93.49),2026-02-03 (Price: 94.52),Monthly,92.1326,87.6103-96.6549,10.32,261.8% of 44.2300-60.8000 & 161.8% of 64.9700-80.6900 & 161.8% of 63.9900-80.6900 & 161.8% of 59.9000-80.6900 & 423.6% of 39.8300-52.6300 & 423.6% of 39.8000-52.6300 & 423.6% of 49.7200-60.8000,3 days,1.1% above,106.6129,105.5153-107.7106,85.748/23.66/53.24-93.49,9.28% below,12.79% above
PPH,Breakout,2026-01-31 (Price: 106.81),2026-02-03 (Price: 108.13),Monthly,102.4808,99.3823-105.5792,6.24,261.8% of 58.6200-74.1900 & 261.8% of 57.4100-74.1900 & 261.8% of 55.6300-74.1900 & 261.8% of 54.7900-74.1900,3 days,1.24% above,126.5323,124.5745-128.4901,101.8698/23.66/89.46-108.13,5.79% below,17.02% above
MAR,Breakout,2026-01-31 (Price: 315.3),2026-02-03 (Price: 319.29),Monthly,297.0775,297.0775-297.0775,0,685.4% of 126.5500-151.4300,3 days,1.27% above,313.5051,311.8464-315.1638,283.7511/23.66/136.01-315.3,11.13% below,1.81% below
IWM,Breakout,2026-01-31 (Price: 259.65),2026-02-03 (Price: 262.18),Monthly,245.3626,236.3162-254.409,7.66,261.8% of 133.9000-173.0200 & 161.8% of 178.4000-218.1700 & 161.8% of 169.3600-218.1700 & 685.4% of 102.7300-124.8600,3 days,0.97% above,270.9222,270.9222-270.9222,247.9708/23.66/194.86-259.65,5.42% below,3.33% above
GDX,Breakout,2026-01-31 (Price: 94.2),2026-02-03 (Price: 94.19),Monthly,77.7147,77.7147-77.7147,0,261.8% of 51.4300-61.4700,3 days,0.01% below,86.0690,85.436-86.7019,90.4741/23.66/23.04-94.2,3.95% below,8.62% below
BPCL.NS,Vibration,2026-01-31 (Price: 364.5),2026-02-03 (Price: 373.45),Monthly,372.4081,372.4081-372.4081,0,2903.4% of 7.0646-19.6479,3 days,2.46% above,393.1080,393.108-393.108,330.39/23.66/151.825-364.5,11.53% below,5.26% above
GS,Breakout,2026-01-31 (Price: 935.41),2026-02-03 (Price: 946.33),Monthly,818.1554,802.3383-833.9725,3.94,1794.4% of 173.7600-208.7900 & 685.4% of 148.7200-247.9200 & 685.4% of 303.6100-380.9900,3 days,1.17% above,916.0326,916.0326-916.0326,782.6791/23.66/154.59-935.41,17.29% below,3.2% below
