Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
DELTADRIFT,"UBER, Long, 2025-12-22 (Price: 81.26)",No Exit Yet,"0.0%, 0 days","100.0%, Past 4 years, 6","Daily, is CONFIRMED on 2025-12-22",Already confirmed,"2025-12-22 (Price: 81.26), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,No Information,8.06%/3.32%/5.73%,"-0.0%, 11.17%",1.7 month/2 days/16 days,2026-03-05/2025-12-24/2026-01-14,12.38%,16.7%,-4.32%,1.69,0.74,86.5256/85.9162/86.22/82.12/103.1697/130.9341/87.67,79.14/34.6025/71.0872/No support/78.415/72.8513/No EMA 200 Support,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
FRACTAL TRACK,"TSM, Long, 2025-12-19 (Price: 288.95)",No Exit Yet,"1.5%, 3 days","95.0%, Past 5 years, 20","Daily, was CONFIRMED on 2025-12-19",Already confirmed,"2025-12-22 (Price: 293.28), 1.5% above",3 days,No Information,No Information,No Information,"23.66% (Price: 271.4559), 8.04% above, Upmove Bounce Back","2025-04-07 (Price: 134.25), 2025-12-10 (Price: 313.98)",No Information,13.85%/10.09%/11.5%,"1.02%, 51.98%",2.1 years/16 days/3.8 months,2028-12-18/2026-01-11/2026-06-02,37.14%,15.53%,21.61%,2.66,0.73,315.2733/322.1792/396.79/No Horizontal Resistance/334.306/349.9895/No EMA 200 Target,276.96/83.575/274.027/233.1074/No F-Track Level/No F-Track Level/234.44,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
FRACTAL TRACK,"PLTR, Long, 2025-12-19 (Price: 193.38)",No Exit Yet,"0.31%, 3 days","100.0%, Past 5 years, 18","Daily, was CONFIRMED on 2025-12-19",Already confirmed,"2025-12-22 (Price: 193.98), 0.31% above",3 days,No Information,No Information,No Information,"23.66% (Price: 174.0648), 11.44% above, Upmove Bounce Back","2025-04-07 (Price: 66.12), 2025-11-03 (Price: 207.52)",No Information,33.44%/10.15%/15.79%,"0%, 74.37%",2.3 years/10 days/3.4 months,2029-03-30/2026-01-02/2026-05-15,47.99%,28.98%,19.01%,2.63,1.12,211.4224/223.9147/278.22/No Horizontal Resistance/232.7649/248.6965/No EMA 200 Target,177.29/7.205/191.5407/156.1054/No F-Track Level/No F-Track Level/147.48,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
TRENDPULSE,"WPM, Long, 2025-12-19 (Price: 119.7)",No Exit Yet,"2.1%, 3 days","96.3%, Past 4 years, 27","Daily, is CONFIRMED on 2025-12-19",Already confirmed,"2025-12-22 (Price: 122.21), 2.1% above",3 days,No Information,No Information,No Information,No Information,No Information,5.86% above/2.1% above/2.1% above,15.63%/1.33%/6.3%,"14.18%, 36.59%",3.8 months/4 days/1.3 month,2026-06-02/2025-12-24/2026-02-13,22.59%,17.13%,5.46%,1.09,0.81,128.9887/127.2411/134.41/No Horizontal Resistance/131.4439/145.6176/No EMA 200 Target,104.96/38.3375/98.515/93.6878/No F-Track Level/No F-Track Level/93.73,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
FRACTAL TRACK,"ASML, Long, 2025-12-19 (Price: 1056.02)",No Exit Yet,"0.09%, 3 days","100.0%, Past 5 years, 16","Daily, was CONFIRMED on 2025-12-19",Already confirmed,"2025-12-22 (Price: 1056.98), 0.09% above",3 days,No Information,No Information,No Information,"23.66% (Price: 1033.3004), 2.29% above, Upmove Bounce Back","2025-08-01 (Price: 683.48), 2025-12-03 (Price: 1141.72)",No Information,15.95%/4.96%/10.87%,"-0.0%, 53.28%",2.2 years/13 days/6.5 months,2029-02-08/2026-01-06/2026-09-27,24.72%,12.44%,12.28%,3.0,0.59,1150.0058/1170.8094/1330.96/No Horizontal Resistance/1091.1724/1155.2236/No EMA 200 Target,1015.43/561.385/1034.6774/832.8601/No F-Track Level/No F-Track Level/832.38,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
TRENDPULSE,"CSCO, Long, 2025-12-19 (Price: 78.42)",No Exit Yet,"-0.4%, 3 days","88.24%, Past 4 years, 17","Daily, is CONFIRMED on 2025-12-19",Already confirmed,"2025-12-22 (Price: 78.11), 0.4% below",3 days,No Information,No Information,No Information,No Information,No Information,2.78% above/0.4% below/0.4% below,5.83%/1.03%/2.65%,"17.72%, 27.08%",1.1 month/6 days/12 days,2026-02-04/2025-12-27/2026-01-05,6.96%,6.16%,0.8%,0.14,0.32,81.0235/80.4981/95.97/No Horizontal Resistance/78.7458/109.6316/No EMA 200 Target,76.0/40.92/75.1101/68.2017/No F-Track Level/No F-Track Level/67.08,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
FRACTAL TRACK,"FXI, Long, 2025-12-18 (Price: 38.21)",No Exit Yet,"1.1%, 4 days","100.0%, Past 5 years, 11","Daily, was CONFIRMED on 2025-12-18",Already confirmed,"2025-12-22 (Price: 38.63), 1.1% above",4 days,No Information,No Information,No Information,"23.66% (Price: 36.9983), 4.41% above, Upmove Bounce Back","2024-01-22 (Price: 20.86), 2025-10-02 (Price: 42.0)",No Information,14.16%/6.87%/10.84%,"-0.0%, 45.3%",3.7 years/13 days/1.2 year,2031-03-31/2026-01-05/2027-09-04,13.13%,-2.21%,15.34%,1.46,-0.08,38.8214/42.352/50.89/42.665/90.5742/95.3274/No EMA 200 Target,37.85/20.865/38.0047/No support/No F-Track Level/No F-Track Level/37.72,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
FRACTAL TRACK,"LYFT, Long, 2025-12-17 (Price: 19.18)",No Exit Yet,"4.01%, 5 days","92.31%, Past 5 years, 13","Daily, was CONFIRMED on 2025-12-17",Already confirmed,"2025-12-22 (Price: 19.95), 4.01% above",5 days,No Information,No Information,No Information,"38.2% (Price: 18.2131), 9.54% above, Upmove Bounce Back","2025-04-07 (Price: 9.66), 2025-09-17 (Price: 23.5)",No Information,29.57%/0.97%/14.95%,"5.88%, 53.48%",1.5 year/6 days/5.5 months,2028-02-07/2025-12-25/2026-08-12,28.24%,-11.2%,39.44%,1.13,0.03,20.4152/22.0474/27.48/57.19/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,19.12/8.8875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/16.71,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
TRENDPULSE,"CNU.NZ, Long, 2024-09-30 (Price: 8.72)",2025-12-22 (Price: 9.29) (Today),"6.54%, 1.2 year","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-12-22 (Price: 9.29), 6.54% above",1.2 year,No Information,No Information,No Information,No Information,No Information,8.78% above/6.54% above/6.54% above,26.44%/7.23%/18.68%,"-0.0%, 15.86%",11.1 months/5.1 months/8.1 months,2026-01-25/2025-05-09/2025-09-16,14.78%,5.28%,9.5%,1.0,0.27,9.6243/10.3489/8.91/8.822/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,7.18/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/7.84,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-12-22 (Price: 93.23)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 23 years, 6","Quarterly, is CONFIRMED on 2025-12-22",No Cancellation Possible,"2025-12-22 (Price: 93.23), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 106.2331), 12.24% below, Upmove Break Below","2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,53.32%/10.52%/29.48%,"0.0%, 53.32%",3.1 months/3 months/3 months,2026-05-05/2026-05-01/2026-05-01,11.77%,5.5%,6.27%,1.3,0.88,183.0851/65.7458/22.52/34.8663/77.3488/70.5306/No EMA 200 Target,No support/34.8663/77.3488/70.5306/89.0986/75.193/No support,75.0%/4/0 days (Across ALL Assets),57.14%/14/0 days (Across ALL Assets)
