Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"PG, Long, 2025-09-17 (Price: 160.33)",Daily,2026-02-19 (Price: 158.56),No Price Target,No Date Target,2.04%/2.61%,"-1.1%, 5.2 months","2026-02-19 (Price: 158.56), 1.1% below",162.7029 (Historic Rise or Fall to Pivot)/163.6649 (Avg % Gain of Historic Winning trades)/172.13 (Function Specific Target)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/163.68 (EMA 200)/166.9677 (Backtested Max)/161.789 (Backtested Min),No Next Date Target,156.83/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Support,"88.0%, Past 4 years, 25",158.43,No Information,No Information,No Information,No Information,No Information,0.32% above/1.1% below/1.1% below,4.14%/0.91%/2.08%,"6.35%, 12.85%",3.3 months/7 days/1.1 month,9.02%,2.82%,6.2%,0.37,0.09,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"PG, Long, 2025-09-02 (Price: 157.99)",Daily,2026-02-17 (Price: 159.55),No Price Target,No Date Target,1.71%/3.68%,"0.36%, 5.7 months","2026-02-19 (Price: 158.56), 0.36% above",161.2762 (Avg % Gain of Historic Winning trades)/171.19 (Function Specific Target)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/164.39 (EMA 200)/164.5308 (Backtested Max),No Next Date Target,155.65/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Support,"88.0%, Past 4 years, 25",157.36,No Information,No Information,No Information,No Information,No Information,0.97% above/0.36% above/0.36% above,4.14%/0.91%/2.08%,"6.35%, 12.85%",3.3 months/7 days/1.1 month,9.02%,2.82%,6.2%,0.37,0.09,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"PG, Long, 2025-07-23 (Price: 158.28)",Daily,2026-02-19 (Price: 158.56),No Price Target,No Date Target,1.9%/3.96%,"0.18%, 7 months","2026-02-19 (Price: 158.56), 0.18% above",161.5722 (Avg % Gain of Historic Winning trades)/165.91 (Function Specific Target)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/166.21 (EMA 200)/164.8328 (Backtested Max),No Next Date Target,152.68/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Support,"88.0%, Past 4 years, 25",158.22,No Information,No Information,No Information,No Information,No Information,0.15% above/0.18% above/0.18% above,4.14%/0.91%/2.08%,"6.35%, 12.85%",3.3 months/7 days/1.1 month,9.02%,2.82%,6.2%,0.37,0.09,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"PG, Long, 2025-05-27 (Price: 167.76)",Daily,2026-02-19 (Price: 158.56),No Price Target,No Date Target,7.37%/8.0%,"-5.48%, 8.9 months","2026-02-19 (Price: 158.56), 5.48% below",170.2428 (Historic Rise or Fall to Pivot)/171.2494 (Avg % Gain of Historic Winning trades)/175.1 (Function Specific Target)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/174.7053 (Backtested Max),No Next Date Target,157.66/121.86/161.0808/140.2317/No F-Track Level/No F-Track Level/No EMA 200 Support,"88.0%, Past 4 years, 25",165.27,No Information,No Information,No Information,No Information,No Information,4.4% below/5.48% below/5.48% below,4.14%/0.91%/2.08%,"6.35%, 12.85%",3.3 months/7 days/1.1 month,9.02%,2.82%,6.2%,0.37,0.09,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2025-07-31 (Price: 176.31)",Monthly,2026-02-19 (Price: 203.37),No Price Target,No Date Target,23.59%/66.22%,"15.35%, 6.8 months","2026-02-19 (Price: 203.37), 15.35% above",338.0392 (Historic Rise or Fall to Pivot)/355.6878 (Avg % Gain of Historic Winning trades)/251.3512 (F-Stack 2)/512.4979 (Backtested Max),2029-02-23 (Max)/2026-03-09 (Min)/2026-11-12 (Avg),97.35/73.114/170.075/140.6278/No F-Track Level/No F-Track Level/123.49,"87.5%, Past 20 years, 16",138.77,No Information,No Information,No Information,No Information,No Information,83.66% above/41.07% above/15.35% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,20.96%,6.33%,14.63%,1.29,0.43,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2024-02-29 (Price: 192.53)",Monthly,2026-02-19 (Price: 203.37),No Price Target,No Date Target,81.51%/90.99%,"5.63%, 2 years","2026-02-19 (Price: 203.37), 5.63% above",369.1378 (Historic Rise or Fall to Pivot)/388.41 (Avg % Gain of Historic Winning trades)/559.6462 (Backtested Max),2027-09-24 (Max),60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level/124.45,"87.5%, Past 20 years, 16",169.27,No Information,No Information,No Information,No Information,No Information,37.96% above/11.83% above/5.63% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,20.96%,6.33%,14.63%,1.29,0.43,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2024-01-31 (Price: 167.69)",Monthly,2026-02-19 (Price: 203.37),No Price Target,No Date Target,58.09%/66.35%,"21.28%, 2.1 years","2026-02-19 (Price: 203.37), 21.28% above",321.512 (Historic Rise or Fall to Pivot)/338.2978 (Avg % Gain of Historic Winning trades)/487.4413 (Backtested Max),2027-08-26 (Max),60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level/116.01,"87.5%, Past 20 years, 16",144.28,No Information,No Information,No Information,No Information,No Information,37.96% above/39.12% above/21.28% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,20.96%,6.33%,14.63%,1.29,0.43,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-12-28 (Price: 205.3)",Weekly,No Exit Yet,No Price Target,2026-02-18 (Min),8.87%/10.09%,"-5.78%, 1.8 month","2026-02-19 (Price: 193.44), 5.78% below",241.3096 (Historic Rise or Fall to Pivot)/223.2022 (Avg % Gain of Historic Winning trades)/210.6 (Function Specific Target)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/235.5202 (Backtested Max)/212.9577 (Backtested Min),2026-07-07 (Max)/2026-03-11 (Avg),174.88/53.2967/194.1559/132.3972/No F-Track Level/No F-Track Level/182.17,"100.0%, Past 10 years, 15",202.62,No Information,No Information,No Information,No Information,No Information,5.78% below/5.78% below/5.78% below,14.72%/3.73%/8.72%,"-0.0%, 10.74%",4.4 months/1.2 month/1.7 month,10.04%,18.73%,-8.69%,2.04,1.19,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-05-31 (Price: 176.5)",Monthly,2026-02-19 (Price: 193.44),No Price Target,No Date Target,5.64%/8.51%,"9.6%, 8.8 months","2026-02-19 (Price: 193.44), 9.6% above",209.8938 (Historic Rise or Fall to Pivot)/204.3517 (Avg % Gain of Historic Winning trades)/279.99 (Function Specific Target)/294.0831 (F-Stack 2)/220.0779 (Backtested Max),2026-11-03 (Max)/2026-07-09 (Avg),39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/147.05,"100.0%, Past 20 years, 9",170.49,No Information,No Information,No Information,No Information,No Information,9.6% above/12.81% above/9.6% above,24.69%/6.61%/15.78%,"0%, 12.12%",1 year/5 months/9.3 months,8.62%,19.19%,-10.57%,2.59,1.27,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
BASELINEDIVERGENCE,"DOL.TO, Long, 2025-11-23 (Price: 197.68)",Weekly,No Exit Yet,No Price Target,2026-02-22 (Min),10.32%/13.15%,"-2.14%, 2.9 months","2026-02-19 (Price: 193.44), 2.14% below",218.8713 (Historic Rise or Fall to Pivot)/213.3956 (Avg % Gain of Historic Winning trades)/294.0831 (F-Stack 2)/253.2874 (Backtested Max),2026-07-15 (Max)/2026-02-22 (Min)/2026-04-02 (Avg),174.88/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/188.8,"84.81%, Past 10 years, 79",194.41,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,28.13%/0.04%/7.95%,"9.81%, 20.94%",5.4 months/2.1 months/3 months,31.56%,15.32%,16.24%,0.92,0.93,73.68%/19/3.9 months (Across ALL Assets),68.44%/564/3.3 months (Across ALL Assets)
