Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"KWEB, Long, 2026-01-16 (Price: 35.71)",No Exit Yet,"0.0%, 0 days","100.0%, Past 12 years, 10","Weekly, is CONFIRMED on 2026-01-16",Already confirmed,"2026-01-16 (Price: 35.71), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 33.3776), 6.99% above, Upmove Bounce Back","2022-10-30 (Price: 17.22), 2025-10-05 (Price: 43.365)",No Information,30.12%/15.07%/18.33%,"-0.0%, 42.44%",2.3 years/1.6 month/8.6 months,2029-04-27/2026-03-26/2027-01-24,15.72%,2.03%,13.69%,1.19,0.14,33.7102/42.2556/51.4/54.865/113.756/122.1069/36.4,34.83/24.5062/No F-Stack Support/No F-Stack Support/No support/No support/No EMA 200 Support,96.55%/87/1.1 year (Across ALL Assets),70.5%/139/7.1 months (Across ALL Assets)
FRACTAL TRACK,"IHI, Long, 2026-01-16 (Price: 61.83)",No Exit Yet,"0.0%, 0 days","93.75%, Past 5 years, 16","Daily, is CONFIRMED on 2026-01-16",Already confirmed,"2026-01-16 (Price: 61.83), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 62.2155), 0.62% below, Upmove Bounce Back","2025-10-01 (Price: 58.18), 2026-01-07 (Price: 64.71)",No Information,10.36%/2.67%/6.04%,"1.92%, 23.03%",11.4 months/2.1 months/6.7 months,2027-05-26/2026-04-17/2026-11-03,8.62%,2.88%,5.74%,0.66,0.08,62.541/65.5645/65.75/65.925/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,61.74/46.725/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/61.13,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
FRACTAL TRACK,"BAC, Long, 2026-01-16 (Price: 52.97)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 10","Daily, is CONFIRMED on 2026-01-16",Already confirmed,"2026-01-16 (Price: 52.97), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 51.758), 2.34% above, Upmove Bounce Back","2025-04-09 (Price: 33.07), 2026-01-05 (Price: 57.55)",No Information,12.47%/5.94%/10.3%,"-0.0%, 49.03%",3.9 years/1.6 month/1.1 year,2031-08-11/2026-03-26/2027-08-12,14.05%,9.09%,4.96%,2.73,0.48,54.1247/58.4259/67.66/No Horizontal Resistance/60.5768/64.246/No EMA 200 Target,52.48/29.49/50.5717/44.5293/49.8392/45.1006/48.39,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
FRACTAL TRACK,"JPM, Long, 2026-01-16 (Price: 312.47)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 20","Daily, is CONFIRMED on 2026-01-16",Already confirmed,"2026-01-16 (Price: 312.47), 0.0% below",0 days,No Information,No Information,No Information,"50% (Price: 313.895), 0.45% below, Upmove Bounce Back","2025-10-22 (Price: 290.54), 2026-01-05 (Price: 337.25)",No Information,19.58%/1.16%/9.71%,"-0.0%, 39.69%",2.2 years/21 days/3.5 months,2029-03-08/2026-02-15/2026-06-17,33.39%,14.23%,19.16%,1.48,0.83,320.5317/342.8108/340.5/No Horizontal Resistance/357.3035/404.0796/No EMA 200 Target,307.87/125.7575/297.9709/271.3591/281.4195/247.1095/289.86,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
FRACTAL TRACK,"BN.TO, Long, 2026-01-16 (Price: 65.91)",No Exit Yet,"0.0%, 0 days","95.65%, Past 2 years, 23","Daily, is CONFIRMED on 2026-01-16",Already confirmed,"2026-01-16 (Price: 65.91), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 66.1473), 0.36% below, Upmove Bounce Back","2025-11-18 (Price: 58.75), 2026-01-06 (Price: 68.44)",No Information,13.66%/1.8%/9.84%,"1.86%, 36.05%",2.6 years/6 days/6.3 months,2029-10-02/2026-01-24/2026-10-16,32.86%,12.33%,20.53%,1.73,0.66,67.36/72.3955/71.72/No Horizontal Resistance/76.9841/94.7282/No EMA 200 Target,61.35/27.0034/No F-Stack Support/No F-Stack Support/62.0076/58.0547/59.06,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
FRACTAL TRACK,"EFN.TO, Long, 2026-01-16 (Price: 34.48)",No Exit Yet,"0.0%, 0 days","85.0%, Past 5 years, 20","Daily, is CONFIRMED on 2026-01-16",Already confirmed,"2026-01-16 (Price: 34.48), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 33.5008), 2.92% above, Upmove Bounce Back","2023-10-23 (Price: 18.5), 2025-09-19 (Price: 38.15)",No Information,18.43%/2.81%/10.12%,"6.91%, 23.72%",1.1 year/1.1 month/3.6 months,2027-08-12/2026-03-04/2026-06-21,27.0%,15.63%,11.37%,1.17,0.95,36.5626/37.9694/46.27/34.925/48.884/73.5584/34.82,31.79/12.67/33.6344/24.2096/No support/33.1947/No EMA 200 Support,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
DELTADRIFT,"HDFCBANK.NS, Long, 2026-01-16 (Price: 931.1)",No Exit Yet,"0.0%, 0 days","88.89%, Past 4 years, 9","Daily, is CONFIRMED on 2026-01-16",Already confirmed,"2026-01-16 (Price: 931.1), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,No Information,8.35%/1.34%/3.18%,"4.83%, 8.72%",2.7 months/2 days/27 days,2026-05-13/2026-01-18/2026-02-24,9.59%,4.97%,4.62%,0.63,0.25,972.534/960.709/966.62/1009.6/1299.7536/1565.406/976.84,925.45/640.9/762.8018/626.4465/No support/No support/No EMA 200 Support,86.49%/111/12 days (Across ALL Assets),78.66%/478/16 days (Across ALL Assets)
DELTADRIFT,"RELIANCE.NS, Long, 2026-01-16 (Price: 1457.9)",No Exit Yet,"0.0%, 0 days","72.73%, Past 4 years, 11","Daily, is CONFIRMED on 2026-01-16",Already confirmed,"2026-01-16 (Price: 1457.9), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,No Information,4.67%/1.25%/2.89%,"6.81%, 6.81%",18 days/4 days/10 days,2026-02-11/2026-01-21/2026-01-30,6.04%,5.74%,0.3%,0.18,0.3,1516.216/1500.0333/1508.12/1531.725/1617.1679/1804.6011/No EMA 200 Target,1452.8/1025.8126/1324.16/1138.1652/1325.1633/1149.0138/1437.6,86.49%/111/12 days (Across ALL Assets),78.66%/478/16 days (Across ALL Assets)
TRENDPULSE,"XIU.TO, Long, 2026-01-16 (Price: 48.64)",No Exit Yet,"0.0%, 0 days","93.75%, Past 10 years, 16","Weekly, is CONFIRMED on 2026-01-16",Already confirmed,"2026-01-16 (Price: 48.64), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.87% above/0.33% above/0.0% below,5.21%/1.57%/3.78%,"2.16%, 32.4%",1.1 year/1.2 month/6.5 months,2027-08-12/2026-03-09/2026-10-25,5.54%,4.24%,1.3%,1.64,0.19,49.569/50.4786/54.78/No Horizontal Resistance/48.3988/56.9776/No EMA 200 Target,35.35/27.9467/41.5586/34.9694/43.7297/40.6137/42.5,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
TRENDPULSE,"ASML, Long, 2026-01-16 (Price: 1358.5699)",No Exit Yet,"0.0%, 0 days","92.86%, Past 10 years, 28","Weekly, is CONFIRMED on 2026-01-16",Already confirmed,"2026-01-16 (Price: 1358.5699), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/2.03% above/0.0% below,26.23%/2.69%/12.25%,"25.72%, 56.36%",8.9 months/1.2 month/3.5 months,2027-02-06/2026-03-09/2026-06-17,11.7%,15.27%,-3.57%,1.0,0.74,1503.3935/1524.9947/1697.01/No Horizontal Resistance/1081.4334/1218.8523/No EMA 200 Target,689.82/576.784/998.2461/956.961/1186.8329/1070.9695/873.67,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
