Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"UBER, Long, 2025-12-12 (Price: 85.11)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 23","Daily, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-12 (Price: 85.11), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 84.7726), 0.4% above, Upmove Bounce Back","2023-04-27 (Price: 29.22), 2025-09-22 (Price: 101.99)",No Information,15.06%/0.66%/9.9%,"-0.0%, 57.74%",2 days/4 days/4 days,2029-05-16/2025-12-17/2026-07-04,33.14%,7.1%,26.04%,1.78,0.39,87.5782/93.5359/128.77/No Horizontal Resistance/103.1697/130.9341/87.52,84.16/34.6025/71.0872/No support/83.9787/78.415/No EMA 200 Support,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
FRACTAL TRACK,"MSFT, Long, 2025-12-12 (Price: 478.53)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 16","Weekly, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-12 (Price: 478.53), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 474.9779), 0.75% above, Upmove Bounce Back","2025-04-13 (Price: 344.79), 2025-08-03 (Price: 555.45)",No Information,25.02%/6.95%/15.92%,"0%, 45.68%",3 days/1 day/11 days,2031-03-25/2026-02-10/2027-04-21,11.58%,10.65%,0.93%,3.32,0.59,511.6443/554.712/604.93/554.585/574.7462/615.9561/No EMA 200 Target,472.12/216.39/452.6681/384.4933/474.9779/450.12/471.9,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2025-12-12 (Price: 42.83)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 16","Daily, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-12 (Price: 42.83), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 42.2713), 1.32% above, Upmove Bounce Back","2023-10-06 (Price: 27.385), 2025-10-16 (Price: 46.885)",No Information,11.21%/2.82%/8.7%,"-0.0%, 28.07%",2 days/1 day/9 days,2029-05-16/2026-02-02/2027-02-10,18.46%,5.33%,13.13%,2.44,0.28,45.3141/46.5562/54.53/No Horizontal Resistance/60.8844/89.6256/No EMA 200 Target,42.72/29.6267/32.1431/25.3581/42.5398/41.1975/41.78,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
FRACTAL TRACK,"GILD, Long, 2025-12-12 (Price: 120.4)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 14","Daily, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-12 (Price: 120.4), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 120.9683), 0.47% below, Upmove Bounce Back","2025-10-02 (Price: 108.46), 2025-11-20 (Price: 128.7)",No Information,17.08%/2.06%/9.98%,"0%, 27.82%",1 day/28 days/5 days,2028-07-07/2026-01-21/2026-08-16,29.7%,11.0%,18.7%,2.35,0.63,130.3691/132.4159/132.54/120.895/135.1689/147.6277/No EMA 200 Target,119.36/57.18/101.881/83.0067/110.7288/108.1488/113.2,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
TRENDPULSE,"MA, Long, 2025-12-12 (Price: 571.93)",No Exit Yet,"0.0%, 0 days","96.15%, Past 4 years, 26","Daily, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-12 (Price: 571.93), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,1.52% above/0.0% below/0.0% below,7.81%/1.11%/2.94%,"5.85%, 28.57%",3 days/4 days/1 day,2026-05-13/2025-12-17/2026-02-06,5.71%,7.58%,-1.87%,0.98,0.39,578.3928/588.7447/580.4/592.9033/716.5814/751.3605/No EMA 200 Target,537.55/306.91/554.0572/515.4888/560.8595/535.7184/559.47,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
FRACTAL TRACK,"IHI, Long, 2025-12-12 (Price: 62.19)",No Exit Yet,"0.0%, 0 days","93.75%, Past 5 years, 16","Daily, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-12 (Price: 62.19), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 63.1421), 1.51% below, Upmove Bounce Back","2025-10-01 (Price: 58.18), 2025-11-26 (Price: 64.68)",No Information,10.36%/2.67%/6.04%,"1.92%, 23.03%",11 days/2 days/6 days,2027-04-21/2026-03-13/2026-09-29,8.62%,2.88%,5.74%,0.66,0.08,62.9052/65.9463/66.09/66.34/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,61.74/46.725/No F-Stack Support/No F-Stack Support/No support/No support/60.88,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
FRACTAL TRACK,"ATM.NZ, Long, 2025-12-12 (Price: 10.16)",No Exit Yet,"0.0%, 0 days","92.31%, Past 5 years, 13","Daily, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-12 (Price: 10.16), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 9.6935), 4.81% above, Upmove Bounce Back","2024-11-13 (Price: 5.22), 2025-11-05 (Price: 11.08)",No Information,20.37%/5.32%/11.64%,"1.65%, 37.5%",1 day/21 days/6 days,2027-07-08/2026-01-11/2026-08-29,23.8%,-3.41%,27.21%,1.69,-0.03,10.923/11.3426/13.68/10.965/21.0083/25.9428/No EMA 200 Target,10.1/5.185/8.0863/5.0358/No support/No support/9.41,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
TRENDPULSE,"MFT.NZ, Long, 2025-12-12 (Price: 67.4)",No Exit Yet,"0.0%, 0 days","90.91%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-12 (Price: 67.4), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.22% above/0.0% below,13.53%/1.78%/5.86%,"5.83%, 27.74%",1 day/28 days/4 days,2027-08-29/2026-01-21/2026-06-21,9.15%,10.41%,-1.26%,1.17,0.61,72.5831/71.3496/70.16/85.45/101.7951/111.6887/No EMA 200 Target,58.66/55.185/65.1894/42.5658/No support/No support/63.86,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-12-12 (Price: 125.8)",No Exit Yet,"0.0%, 0 days","90.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-12 (Price: 125.8), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/1.89% above/0.0% below,12.32%/1.31%/6.58%,"9.57%, 31.6%",1 day/28 days/4 days,2028-07-07/2026-01-21/2026-07-04,7.49%,5.65%,1.84%,1.01,0.31,134.9205/134.0776/141.61/No Horizontal Resistance/127.7222/133.1838/No EMA 200 Target,81.05/73.6233/116.5496/105.2485/108.3338/97.0348/100.5,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
FRACTAL TRACK,"BRK-B, Long, 2025-12-12 (Price: 499.52)",No Exit Yet,"0.0%, 0 days","87.5%, Past 5 years, 16","Daily, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-12 (Price: 499.52), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 500.1566), 0.13% below, Upmove Bounce Back","2025-11-03 (Price: 473.15), 2025-11-28 (Price: 516.85)",No Information,12.32%/0.4%/8.22%,"1.62%, 25.23%",1 day/1 day/4 days,2027-12-10/2026-01-28/2026-06-21,18.11%,11.63%,6.48%,1.04,0.83,518.252/540.5805/525.74/No Horizontal Resistance/537.7909/627.804/No EMA 200 Target,490.43/268.082/475.0642/401.0818/No support/No support/498.18,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
TRENDPULSE,"WMT, Long, 2025-12-12 (Price: 116.7)",No Exit Yet,"0.0%, 0 days","86.36%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-12 (Price: 116.7), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,5.6% above/0.0% below/0.0% below,10.45%/2.48%/5.29%,"1.31%, 24.69%",1 day/28 days/5 days,2028-02-02/2026-01-21/2026-08-16,8.78%,8.74%,0.04%,1.42,0.53,124.1221/122.8734/156.43/No Horizontal Resistance/114.6382/136.6818/No EMA 200 Target,101.18/42.3916/91.6278/82.681/98.5283/87.2075/98.71,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
FRACTAL TRACK,"IEI, Long, 2025-12-12 (Price: 119.36)",No Exit Yet,"0.0%, 0 days","85.71%, Past 5 years, 7","Daily, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-12 (Price: 119.36), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 119.037), 0.27% above, Upmove Bounce Back","2025-01-13 (Price: 114.51), 2025-11-25 (Price: 120.44)",No Information,2.05%/2.05%/2.05%,"0.03%, 4.21%",5 days/5 days/5 days,2026-08-21/2026-08-21/2026-08-21,3.55%,-1.4%,4.95%,0.29,-1.34,119.8016/121.8069/122.92/129.9625/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,119.11/113.8775/No F-Stack Support/No F-Stack Support/No support/No support/118.69,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
DELTADRIFT,"NFLX, Long, 2025-12-12 (Price: 95.19)",No Exit Yet,"0.0%, 0 days","81.82%, Past 4 years, 11","Daily, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-12 (Price: 95.19), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,No Information,12.46%/2.39%/6.46%,"20.18%, 20.74%",18 days/1 day/6 days,2026-01-07/2025-12-13/2025-12-20,8.49%,10.45%,-1.96%,0.17,0.53,100.4826/101.3393/100.91/No Horizontal Resistance/138.686/152.7047/113.34,92.71/34.8663/77.3488/70.5306/89.0986/75.193/No EMA 200 Support,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-12-12 (Price: 95.19)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 23 years, 6","Quarterly, is CONFIRMED on 2025-12-12",No Cancellation Possible,"2025-12-12 (Price: 95.19), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 106.2331), 10.4% below, Upmove Break Below","2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,53.32%/10.52%/29.48%,"0.0%, 53.32%",3 days/3 days/3 days,2026-04-25/2026-04-21/2026-04-21,11.77%,5.5%,6.27%,1.3,0.88,186.9341/67.128/24.48/34.8663/77.3488/70.5306/No EMA 200 Target,No support/34.8663/77.3488/70.5306/89.0986/75.193/No support,75.0%/4/0 days (Across ALL Assets),57.14%/14/0 days (Across ALL Assets)
