Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-12-07 (Price: 3.64)",Weekly,No Exit Yet,3.7572 (Backtested Min),No Date Target,1.77%/2.4%,"3.02%, 29 days","2026-01-05 (Price: 3.75), 3.02% above",3.8165 (Avg % Gain of Historic Winning trades)/3.84 (Exit Rule)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2)/3.846 (Backtested Max),2027-07-03 (Max)/2026-05-08 (Min)/2027-02-14 (Avg),2.94/2.82/3.5015/3.1474/No F-Track Level/No F-Track Level/3.2,"88.89%, Past 10 years, 18",No Information,No Information,No Information,No Information,No Information,3.02% above/3.02% above/3.02% above,5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,-4.06%,-3.73%,-0.33%,-0.25,-0.19,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-11-16 (Price: 3.45)",Weekly,2026-01-04 (Price: 3.68),No Price Target,No Date Target,1.87%/112.93%,"8.7%, 1.7 month","2026-01-05 (Price: 3.75), 8.7% above",3.82 (Exit Rule)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2),2027-06-12 (Max)/2026-04-17 (Min)/2027-01-24 (Avg),2.94/2.82/3.1474/No support/No F-Track Level/No F-Track Level/3.17,"88.89%, Past 10 years, 18",No Information,No Information,No Information,No Information,No Information,7.45% above/8.7% above/8.7% above,5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,-4.06%,-3.73%,-0.33%,-0.25,-0.19,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-10-05 (Price: 3.48)",Weekly,2026-01-04 (Price: 3.68),No Price Target,No Date Target,62.13%/112.93%,"7.76%, 3.1 months","2026-01-05 (Price: 3.75), 7.76% above",6.08 (Exit Rule)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2),2027-05-01 (Max)/2026-03-06 (Min)/2026-12-13 (Avg),2.94/2.82/3.1474/No support/No F-Track Level/No F-Track Level/3.11,"88.89%, Past 10 years, 18",No Information,No Information,No Information,No Information,No Information,19.43% above/7.76% above/7.76% above,5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,-4.06%,-3.73%,-0.33%,-0.25,-0.19,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-03-02 (Price: 3.39)",Weekly,2026-01-04 (Price: 3.68),No Price Target,No Date Target,6.93%/112.93%,"10.62%, 10.3 months","2026-01-05 (Price: 3.75), 10.62% above",4.01 (Exit Rule)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2),2026-09-26 (Max)/2026-05-10 (Avg),2.78/3.3133/3.1474/No support/No F-Track Level/No F-Track Level/3.02,"88.89%, Past 10 years, 18",No Information,No Information,No Information,No Information,No Information,12.28% above/10.62% above/10.62% above,5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,-4.06%,-3.73%,-0.33%,-0.25,-0.19,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-02-23 (Price: 3.34)",Weekly,2026-01-04 (Price: 3.68),No Price Target,No Date Target,112.93%/239.08%,"12.28%, 10.5 months","2026-01-05 (Price: 3.75), 12.28% above",7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2),2026-09-19 (Max)/2026-05-03 (Avg),2.78/3.3133/3.1474/No support/No F-Track Level/No F-Track Level/3.03,"88.89%, Past 10 years, 18",No Information,No Information,No Information,No Information,No Information,17.92% above/12.28% above/12.28% above,5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,-4.06%,-3.73%,-0.33%,-0.25,-0.19,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-09-30 (Price: 3.37)",Monthly,No Exit Yet,3.7478 (Backtested Min),No Date Target,5.0%/8.63%,"11.28%, 3.2 months","2026-01-05 (Price: 3.75), 11.28% above",3.9375 (Historic Rise or Fall to Pivot)/4.0737 (Avg % Gain of Historic Winning trades)/4.39 (Exit Rule)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2)/4.286 (Backtested Max),2026-06-22 (Max)/2026-05-05 (Min)/2026-05-18 (Avg),2.83/2.82/3.1474/No support/No F-Track Level/No F-Track Level/3.1,"100.0%, Past 20 years, 10",No Information,No Information,No Information,No Information,No Information,19.05% above/18.67% above/11.28% above,27.18%/11.21%/20.88%,"-0.0%, 49.28%",6.1 months/5 months/5.3 months,5.5%,0.69%,4.81%,1.23,0.0,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-02-28 (Price: 3.39)",Monthly,No Exit Yet,3.77 (Backtested Min),No Date Target,5.62%/9.27%,"10.62%, 10.4 months","2026-01-05 (Price: 3.75), 10.62% above",3.9609 (Historic Rise or Fall to Pivot)/4.0978 (Avg % Gain of Historic Winning trades)/4.25 (Exit Rule)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2)/4.3114 (Backtested Max),No Next Date Target,2.83/3.3133/3.1474/No support/No F-Track Level/No F-Track Level/3.02,"100.0%, Past 20 years, 10",No Information,No Information,No Information,No Information,No Information,31.58% above/14.68% above/10.62% above,27.18%/11.21%/20.88%,"-0.0%, 49.28%",6.1 months/5 months/5.3 months,5.5%,0.69%,4.81%,1.23,0.0,No Data (Across ALL Assets),No Data (Across ALL Assets)
DELTADRIFT,"NFLX, Long, 2025-12-12 (Price: 95.19)",Daily,No Exit Yet,No Price Target,2026-01-07 (Max),6.57%/9.87%,"-3.92%, 24 days","2026-01-05 (Price: 91.46), 3.92% below",100.4826 (Historic Rise or Fall to Pivot)/101.3393 (Avg % Gain of Historic Winning trades)/100.91 (Exit Rule)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/113.37 (EMA 200)/107.0507 (Backtested Max)/97.465 (Backtested Min),2026-01-07 (Max),92.71/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Support,"81.82%, Past 4 years, 11",No Information,No Information,No Information,No Information,No Information,No Information,12.46%/2.39%/6.46%,"20.18%, 20.74%",18 days/1 day/6 days,8.49%,10.45%,-1.96%,0.17,0.53,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"NFLX, Long, 2025-09-04 (Price: 125.748)",Daily,No Exit Yet,No Price Target,2026-01-03 (Max),38.11%/40.58%,"-27.27%, 4.1 months","2026-01-05 (Price: 91.46), 27.27% below",128.5773 (Historic Rise or Fall to Pivot)/129.9228 (Avg % Gain of Historic Winning trades)/128.7 (Exit Rule)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/134.739 (Backtested Max)/126.3139 (Backtested Min),No Next Date Target,114.79/34.8663/116.3145/100.8852/No F-Track Level/No F-Track Level/106.04,"88.24%, Past 4 years, 17",No Information,No Information,No Information,No Information,No Information,25.41% below/27.27% below/27.27% below,7.15%/0.45%/3.32%,"0.57%, 20.2%",2.8 months/7 days/1.5 month,16.89%,16.03%,0.86%,1.0,0.73,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"NFLX, Long, 2025-05-31 (Price: 120.723)",Monthly,No Exit Yet,No Price Target,2026-01-07 (Min),49.6%/52.36%,"-24.24%, 7.3 months","2026-01-05 (Price: 91.46), 24.24% below",191.5391 (Historic Rise or Fall to Pivot)/157.4228 (Avg % Gain of Historic Winning trades)/181.31 (Exit Rule)/139.352 (F-Stack 2)/178.5372 (Backtested Max)/136.8274 (Backtested Min),2027-07-22 (Max)/2026-01-07 (Min)/2026-06-30 (Avg),17.49/34.8663/100.8852/86.4764/No F-Track Level/No F-Track Level/89.19,"100.0%, Past 20 years, 16",No Information,No Information,No Information,No Information,No Information,19.18% below/19.66% below/24.24% below,47.89%/13.34%/30.4%,"-0.0%, 41.88%",1.5 year/5.1 months/9.1 months,18.72%,22.73%,-4.01%,1.4,0.91,No Data (Across ALL Assets),No Data (Across ALL Assets)
