Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2025-12-04 (Price: 38.2)",No Exit Yet,"0.0%, 0 days","95.45%, Past 5 years, 22","Daily, is CONFIRMED on 2025-12-04",Already confirmed,"2025-12-04 (Price: 38.2), 0.0% below",0 days,No Information,No Information,No Information,"50% (Price: 37.605), 1.58% above, Upmove Bounce Back","2025-10-23 (Price: 34.75), 2025-11-26 (Price: 40.46)",No Information,42.57%/0.52%/10.24%,"1.6%, 46.76%",2.4 years/20 days/8.5 months,2029-05-20/2026-01-01/2026-12-09,7.53%,0.59%,6.94%,0.41,0.02,38.7921/42.1117/41.63/39.1438/40.9296/48.5677/No Moving Avg Target,36.64/22.5167/30.9793/26.1935/38.411/37.1519/36.12,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"DOL.TO, Long, 2025-12-04 (Price: 200.08)",No Exit Yet,"0.0%, 0 days","89.74%, Past 5 years, 39","Daily, is CONFIRMED on 2025-12-04",Already confirmed,"2025-12-04 (Price: 200.08), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 197.2307), 1.44% above, Upmove Bounce Back","2025-10-14 (Price: 174.26), 2025-11-26 (Price: 204.35)",No Information,96.3%/1.29%/25.2%,"4.51%, 13.11%",1.4 year/24 days/5.6 months,2027-11-28/2026-01-07/2026-08-04,14.53%,30.26%,-15.73%,0.54,1.4,205.6822/250.5002/218.13/No Horizontal Resistance/252.753/384.8349/No Moving Avg Target,196.89/53.2967/171.1219/120.6711/173.5944/154.6938/178.54,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-12-04 (Price: 85.5)",No Exit Yet,"0.0%, 0 days","95.56%, Past 5 years, 45","Daily, is CONFIRMED on 2025-12-04",Already confirmed,"2025-12-04 (Price: 85.5), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 84.5882), 1.08% above, Upmove Bounce Back","2025-08-07 (Price: 73.58), 2025-11-20 (Price: 88.0)",No Information,55.14%/0.68%/19.67%,"0.73%, 39.08%",1.3 year/12 days/5.4 months,2027-11-02/2025-12-21/2026-07-26,16.13%,12.13%,4.0%,0.44,0.46,88.1248/102.3179/94.15/No Horizontal Resistance/108.5192/133.8092/No Moving Avg Target,83.49/38.015/50.2755/47.8005/106.4561/111.6527/76.03,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
TRENDPULSE,"WMT, Long, 2025-12-04 (Price: 114.84)",No Exit Yet,"0.0%, 0 days","96.88%, Past 4 years, 32","Daily, is CONFIRMED on 2025-12-04",Already confirmed,"2025-12-04 (Price: 114.84), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.38% above/0.0% below/0.0% below,12.24%/0.97%/3.78%,"14.39%, 26.01%",1.8 month/4 days/19 days,2026-02-21/2025-12-09/2025-12-31,43.52%,16.53%,26.99%,0.61,0.68,117.5732/119.181/121.73/No Horizontal Resistance/114.6382/136.6818/No Moving Avg Target,100.61/42.3916/91.6278/82.681/106.5901/101.4894/98.14,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"KXS.TO, Long, 2025-12-04 (Price: 178.88)",No Exit Yet,"0.0%, 0 days","85.29%, Past 4 years, 34","Daily, is CONFIRMED on 2025-12-04",Already confirmed,"2025-12-04 (Price: 178.88), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,3.07% above/0.0% below/0.0% below,10.63%/1.1%/4.82%,"34.17%, 47.61%",2.4 months/4 days/20 days,2026-03-16/2025-12-09/2026-01-01,7.29%,9.5%,-2.21%,0.1,0.36,186.0889/187.502/192.3/209.885/228.5478/258.7048/183.27,170.26/125.3967/144.1059/117.053/199.6837/205.5302/No Moving Avg Support,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
SIGMASHELL,"NVO, Long, 2025-12-04 (Price: 47.99)",No Exit Yet,"0.0%, 0 days","80.0%, Past 5 years, 10","Daily, is CONFIRMED on 2025-12-04",Already confirmed,"2025-12-04 (Price: 47.99), 0.0% below",0 days,"-3.57, 70.37",No Information,No Information,No Information,No Information,No Information,24.95%/14.95%/20.78%,"28.06%, 44.04%",4.6 months/1.7 month/2.9 months,2026-06-20/2026-02-15/2026-04-10,5.37%,13.17%,-7.8%,0.12,0.48,49.3241/57.9623/159.2295/139.01/159.2295/190.9685/63.1,44.97/45.4025/46.3037/42.9268/66.8722/69.6697/No Moving Avg Support,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
FRACTAL TRACK,"JPY=X, Long, 2025-12-03 (Price: 155.807)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 28","Daily, is CONFIRMED on 2025-12-03",Already confirmed,"2025-12-03 (Price: 155.807), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 155.1259), 0.44% above, Upmove Bounce Back","2025-09-17 (Price: 146.217), 2025-11-20 (Price: 157.887)",No Information,7.63%/0.83%/2.99%,"-0.0%, 5.8%",5.4 months/15 days/1.8 month,2026-07-27/2025-12-24/2026-02-20,12.99%,7.87%,5.12%,0.49,0.4,156.103/160.4656/162.81/160.2533/175.8568/187.2285/No Moving Avg Target,155.56/109.702/138.2059/765.2646/No F-Track Level/No F-Track Level/148.1,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
OSCILLATOR DELTA,"MCY.NZ, Long, 2025-12-03 (Price: 6.37)",No Exit Yet,"1.1%, 1 day","83.33%, Past 6 years, 36","Daily, is Confirmed on 2025-12-03",No Cancellation Possible,"2025-12-04 (Price: 6.44), 1.1% above",1 day,No Information,No Information,No Information,No Information,No Information,No Information,13.28%/5.12%/7.39%,"14.5%, 17.58%",2.6 months/2 days/26 days,2026-03-27/2025-12-05/2026-01-09,14.99%,4.77%,10.22%,0.22,0.17,6.6369/6.8407/7.13/7.085/7.8394/8.9737/No Moving Avg Target,No Recent Minima/5.13/5.8309/4.54/No F-Track Level/No F-Track Level/6.21,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
TRENDPULSE,"WIPRO.NS, Long, 2025-12-03 (Price: 254.69)",No Exit Yet,"0.88%, 1 day","84.62%, Past 4 years, 26","Daily, is CONFIRMED on 2025-12-03",Already confirmed,"2025-12-04 (Price: 256.93), 0.88% above",1 day,No Information,No Information,No Information,No Information,No Information,2.7% above/0.88% above/0.88% above,12.97%/1.23%/3.81%,"4.22%, 15.72%",1.4 month/5 days/13 days,2026-02-03/2025-12-10/2025-12-21,25.69%,10.65%,15.03%,0.61,0.39,266.3803/264.3937/262.3/366.6625/412.2037/473.5829/255.05,236.49/187.6063/216.7036/198.5041/No F-Track Level/No F-Track Level/No Moving Avg Support,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"MAR, Long, 2025-12-03 (Price: 306.65)",No Exit Yet,"-3.47%, 1 day","100.0%, Past 4 years, 24","Daily, is CONFIRMED on 2025-12-03",Already confirmed,"2025-12-04 (Price: 296.0), 3.47% below",1 day,No Information,No Information,No Information,No Information,No Information,3.47% below/3.47% below/3.47% below,20.78%/1.46%/5.76%,"-0.0%, 12.09%",2.1 months/4 days/17 days,2026-03-02/2025-12-08/2025-12-27,113.25%,11.5%,101.74%,0.99,0.41,320.3573/324.313/346.41/No Horizontal Resistance/372.972/399.3723/No Moving Avg Target,282.38/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/263.65,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"WMT, Long, 2025-12-03 (Price: 114.41)",No Exit Yet,"0.38%, 1 day","96.88%, Past 4 years, 32","Daily, is CONFIRMED on 2025-12-03",Already confirmed,"2025-12-04 (Price: 114.84), 0.38% above",1 day,No Information,No Information,No Information,No Information,No Information,0.38% above/0.38% above/0.38% above,12.24%/0.97%/3.78%,"14.39%, 26.01%",1.8 month/4 days/19 days,2026-02-20/2025-12-08/2025-12-30,43.52%,16.53%,26.99%,0.61,0.68,117.133/118.7347/123.47/No Horizontal Resistance/137.8139/No Next Fib Ext/No Moving Avg Target,100.61/42.3916/85.5556/53.2582/No F-Track Level/No F-Track Level/98.09,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"ETH-USD, Long, 2025-12-03 (Price: 3191.5718)",No Exit Yet,"-2.15%, 1 day","96.08%, Past 5 years, 51","Daily, was CONFIRMED on 2025-12-03",Already confirmed,"2025-12-04 (Price: 3122.9568), 2.15% below",1 day,No Information,No Information,No Information,"61.8% (Price: 2744.2547), 13.8% above, Upmove Bounce Back","2023-03-10 (Price: 1378.5254), 2025-08-24 (Price: 4953.7329)",No Information,141.85%/0.46%/47.9%,"5.15%, 75.81%",2.7 years/2 days/11.4 months,2029-09-20/2025-12-05/2027-04-10,11.91%,55.75%,-43.84%,0.38,0.99,3215.8277/4720.3347/5336.7/4922.7188/4887.278/5298.9816/3533.08,2800.19/1370.4997/2637.9184/2491.3487/No F-Track Level/No F-Track Level/No Moving Avg Support,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
SIGMASHELL,"CVS, Long, 2025-12-03 (Price: 75.0)",No Exit Yet,"2.33%, 1 day","100.0%, Past 5 years, 9","Daily, was CONFIRMED on 2025-12-03",Already confirmed,"2025-12-04 (Price: 76.75), 2.33% above",1 day,"-3.45, 75.0",No Information,No Information,No Information,No Information,No Information,21.64%/3.88%/11.16%,"0%, 35.1%",7.8 months/1.6 month/2.6 months,2026-11-06/2026-02-09/2026-03-25,25.69%,7.17%,18.52%,1.78,0.26,78.915/83.37/116.3721/106.045/116.3721/144.3517/No Moving Avg Target,70.26/58.425/70.3769/60.5139/No F-Track Level/No F-Track Level/69.63,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
OSCILLATOR DELTA,"NVDA, Long, 2025-12-02 (Price: 181.46)",No Exit Yet,"1.06%, 2 days","86.84%, Past 6 years, 38","Daily, is Confirmed on 2025-12-02",No Cancellation Possible,"2025-12-04 (Price: 183.38), 1.06% above",2 days,No Information,No Information,No Information,No Information,No Information,No Information,21.7%/5.08%/10.25%,"14.32%, 16.64%",1.8 month/2 days/9 days,2026-02-19/2025-12-04/2025-12-15,166.42%,81.52%,84.9%,0.34,2.03,194.7247/200.0597/190.53/No Horizontal Resistance/239.8943/283.6698/No Moving Avg Target,No Recent Minima/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/154.53,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
TRENDPULSE,"AAPL, Long, 2025-12-02 (Price: 286.19)",No Exit Yet,"-1.92%, 2 days","81.25%, Past 4 years, 32","Daily, is CONFIRMED on 2025-12-02",Already confirmed,"2025-12-04 (Price: 280.7), 1.92% below",2 days,No Information,No Information,No Information,No Information,No Information,0.85% below/1.92% below/1.92% below,7.36%/0.78%/3.4%,"13.77%, 30.22%",2.6 months/4 days/23 days,2026-03-24/2025-12-07/2026-01-04,8.33%,26.41%,-18.08%,0.18,0.92,289.3667/295.9205/340.15/No Horizontal Resistance/294.7231/309.0801/No Moving Avg Target,266.25/136.57/189.8723/119.0319/No F-Track Level/No F-Track Level/227.61,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"SUM.NZ, Long, 2025-12-02 (Price: 12.48)",No Exit Yet,"-1.84%, 2 days","96.55%, Past 5 years, 29","Daily, was CONFIRMED on 2025-12-02",Already confirmed,"2025-12-04 (Price: 12.25), 1.84% below",2 days,No Information,No Information,No Information,"23.66% (Price: 12.2582), 0.07% below, Upmove Bounce Back","2025-08-27 (Price: 10.51), 2025-11-18 (Price: 12.8)",No Information,7.52%/0.86%/3.34%,"1.14%, 17.77%",3.1 months/12 days/1.4 month,2026-04-14/2025-12-19/2026-02-02,16.56%,2.28%,14.28%,0.28,0.03,12.4925/12.8968/13.85/13.345/19.8479/26.5969/No Moving Avg Target,12.29/9.1367/11.0645/56.4607/No F-Track Level/No F-Track Level/11.42,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
SIGMASHELL,"IFT.NZ, Long, 2025-12-02 (Price: 11.75)",No Exit Yet,"-0.85%, 2 days","100.0%, Past 5 years, 9","Daily, was CONFIRMED on 2025-12-02",Already confirmed,"2025-12-04 (Price: 11.65), 0.85% below",2 days,"-3.31, 89.28",No Information,No Information,No Information,No Information,No Information,20.56%/4.86%/12.2%,"0%, 16.37%",3.0 months/1.3 month/1.8 month,2026-04-09/2026-01-27/2026-02-18,30.94%,11.76%,19.18%,2.07,0.47,12.1965/13.1835/18.927/11.925/18.927/29.733/No Moving Avg Target,11.39/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.34,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
SIGMASHELL,"MCY.NZ, Long, 2025-12-02 (Price: 6.3)",No Exit Yet,"2.22%, 2 days","75.0%, Past 5 years, 16","Daily, was CONFIRMED on 2025-12-02",Already confirmed,"2025-12-04 (Price: 6.44), 2.22% above",2 days,"-3.38, 76.56",No Information,No Information,No Information,No Information,No Information,22.29%/3.65%/11.33%,"5.11%, 24.61%",1.0 year/28 days/3.2 months,2027-06-01/2026-01-11/2026-04-20,22.84%,8.05%,14.79%,1.03,0.29,6.5501/7.0138/7.8394/7.085/7.8394/8.9737/No Moving Avg Target,6.07/5.13/5.8309/4.54/No F-Track Level/No F-Track Level/6.21,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
OSCILLATOR DELTA,"BABA, Long, 2025-12-01 (Price: 164.26)",No Exit Yet,"-4.15%, 3 days","76.19%, Past 6 years, 42","Daily, is Confirmed on 2025-12-01",No Cancellation Possible,"2025-12-04 (Price: 157.44), 4.15% below",3 days,No Information,No Information,No Information,No Information,No Information,No Information,16.48%/5.33%/8.72%,"17.74%, 17.74%",2.1 months/1 day/11 days,2026-03-02/2025-12-02/2025-12-16,26.59%,-1.07%,27.65%,0.13,0.14,173.36/178.5835/183.97/No Horizontal Resistance/399.1612/524.2534/No Moving Avg Target,No Recent Minima/67.495/144.416/811.577/No F-Track Level/No F-Track Level/136.21,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
OSCILLATOR DELTA,"IFT.NZ, Long, 2025-12-01 (Price: 11.6)",No Exit Yet,"0.43%, 3 days","86.96%, Past 6 years, 23","Daily, is Confirmed on 2025-12-01",No Cancellation Possible,"2025-12-04 (Price: 11.65), 0.43% above",3 days,No Information,No Information,No Information,No Information,No Information,No Information,20.52%/5.06%/8.27%,"21.0%, 21.0%",2.6 months/13 days/1.3 month,2026-03-22/2025-12-19/2026-01-25,17.79%,15.95%,1.84%,0.14,0.6,12.1034/12.5593/12.18/11.925/18.927/29.733/No Moving Avg Target,No Recent Minima/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.34,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
TRENDPULSE,"SLV, Long, 2025-12-01 (Price: 52.52)",No Exit Yet,"-1.45%, 3 days","100.0%, Past 4 years, 13","Daily, is CONFIRMED on 2025-12-01",Already confirmed,"2025-12-04 (Price: 51.76), 1.45% below",3 days,No Information,No Information,No Information,No Information,No Information,6.94% above/1.45% below/1.45% below,9.5%/2.69%/5.62%,"-0.0%, 15.17%",2.2 months/4 days/15 days,2026-03-05/2025-12-06/2025-12-22,113.36%,17.43%,95.93%,1.35,0.62,54.9727/55.4716/57.21/No Horizontal Resistance/48.7992/52.3128/No Moving Avg Target,45.3/18.99/45.3667/37.8142/No F-Track Level/No F-Track Level/35.39,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2025-12-01 (Price: 133.81)",No Exit Yet,"2.79%, 3 days","86.11%, Past 4 years, 36","Daily, is CONFIRMED on 2025-12-01",Already confirmed,"2025-12-04 (Price: 137.54), 2.79% above",3 days,No Information,No Information,No Information,No Information,No Information,4.34% above/2.79% above/2.79% above,11.3%/0.17%/2.84%,"18.84%, 26.48%",2.0 month/4 days/10 days,2026-02-24/2025-12-06/2025-12-15,10.09%,1.42%,8.67%,0.18,-0.02,136.4059/137.6102/158.48/173.435/218.156/349.4971/136.95,128.08/127.762/86.815/55.8095/No F-Track Level/No F-Track Level/No Moving Avg Support,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-11-30 (Price: 320.12)",No Exit Yet,"-0.54%, 3 days","100.0%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-04 (Price: 318.39), 0.54% below",3 days,No Information,No Information,No Information,No Information,No Information,6.25% above/0.54% below/0.54% below,19.02%/3.15%/8.18%,"-0.0%, 15.08%",4.3 months/24 days/1.6 month,2026-06-04/2026-01-03/2026-02-06,35.83%,21.1%,14.73%,1.74,0.79,353.2204/346.3058/411.73/No Horizontal Resistance/285.4807/322.8294/No Moving Avg Target,147.74/84.51/240.3589/219.0619/No F-Track Level/No F-Track Level/203.2,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-11-30 (Price: 1007.6)",No Exit Yet,"-1.03%, 3 days","90.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-04 (Price: 997.2), 1.03% below",3 days,No Information,No Information,No Information,No Information,No Information,1.03% below/1.03% below/1.03% below,54.15%/5.97%/24.32%,"11.13%, 17.76%",9.4 months/3.6 months/6.6 months,2027-01-12/2026-05-03/2026-09-14,15.97%,19.29%,-3.32%,0.9,0.75,1134.6584/1252.6483/1179.9/1009.6/1098.0619/1305.7899/No Moving Avg Target,701.7/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/956.63,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"XIU.TO, Long, 2025-11-30 (Price: 46.43)",No Exit Yet,"0.5%, 3 days","87.5%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-04 (Price: 46.66), 0.5% above",3 days,No Information,No Information,No Information,No Information,No Information,4.22% above/2.84% above/0.5% above,13.41%/2.94%/9.31%,"6.95%, 19.49%",10.1 months/2.8 months/4.8 months,2027-02-13/2026-03-31/2026-06-26,8.8%,4.94%,3.87%,0.91,0.11,49.3412/50.7526/56.48/No Horizontal Resistance/53.8646/79.5406/No Moving Avg Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/41.03,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"IEI, Long, 2025-11-30 (Price: 120.26)",No Exit Yet,"-0.56%, 3 days","91.67%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-04 (Price: 119.59), 0.56% below",3 days,No Information,No Information,No Information,No Information,No Information,0.56% below/0.41% below/0.56% below,2.72%/1.13%/1.87%,"15.13%, 15.6%",1.1 year/3.6 months/7.6 months,2027-06-19/2026-05-06/2026-10-26,0.4%,0.95%,-0.55%,0.05,-0.88,121.9797/122.5089/120.65/129.9625/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,112.29/113.0583/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/118.54,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"XLV, Long, 2025-11-30 (Price: 157.65)",No Exit Yet,"-2.38%, 3 days","86.21%, Past 20 years, 29","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-04 (Price: 153.9), 2.38% below",3 days,No Information,No Information,No Information,No Information,No Information,10.58% above/3.07% below/2.38% below,17.42%/2.58%/8.85%,"20.84%, 36.99%",1.9 year/2.9 months/7.8 months,2028-09-01/2026-04-03/2026-11-02,5.12%,6.82%,-1.7%,0.64,0.25,165.501/171.602/159.83/No Horizontal Resistance/174.1807/202.706/No Moving Avg Target,130.43/120.178/153.114/117.2225/No F-Track Level/No F-Track Level/139.6,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"CSCO, Long, 2025-11-30 (Price: 76.94)",No Exit Yet,"1.07%, 3 days","81.82%, Past 20 years, 11","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-04 (Price: 77.76), 1.07% above",3 days,No Information,No Information,No Information,No Information,No Information,6.36% above/0.49% above/1.07% above,25.25%/6.97%/16.78%,"26.7%, 42.44%",11.6 months/3.6 months/6.6 months,2027-04-16/2026-05-03/2026-09-11,6.7%,1.67%,5.03%,0.55,0.08,83.7877/89.8505/97.29/No Horizontal Resistance/78.7458/109.6316/No Moving Avg Target,46.5/40.92/75.1101/68.2017/No F-Track Level/No F-Track Level/66.03,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"ATZ.TO, Long, 2025-11-30 (Price: 110.5)",No Exit Yet,"0.71%, 3 days","100.0%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-04 (Price: 111.28), 0.71% above",3 days,No Information,No Information,No Information,No Information,No Information,5.03% above/0.71% above/0.71% above,31.79%/5.83%/20.18%,"0%, 57.81%",9.5 months/24 days/4.5 months,2027-01-15/2026-01-03/2026-06-14,25.42%,20.42%,5.0%,2.19,0.65,113.7708/132.7989/137.05/No Horizontal Resistance/99.4929/119.4832/No Moving Avg Target,41.91/32.3325/82.0832/66.1919/No F-Track Level/No F-Track Level/72.64,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"EFN.TO, Long, 2025-11-30 (Price: 37.23)",No Exit Yet,"-0.99%, 3 days","88.89%, Past 10 years, 27","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-04 (Price: 36.86), 0.99% below",3 days,No Information,No Information,No Information,No Information,No Information,0.38% above/0.99% below/0.99% below,26.0%/1.9%/9.06%,"53.48%, 76.43%",4.3 months/24 days/1.8 month,2026-06-04/2026-01-03/2026-02-17,4.38%,15.83%,-11.45%,0.07,0.55,39.3074/40.603/51.08/No Horizontal Resistance/45.1741/70.5281/No Moving Avg Target,34.92/11.7733/29.5041/177.9303/No F-Track Level/No F-Track Level/33.64,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"NA.TO, Long, 2025-11-30 (Price: 168.95)",No Exit Yet,"1.98%, 3 days","93.33%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-04 (Price: 172.3), 1.98% above",3 days,No Information,No Information,No Information,No Information,No Information,9.96% above/1.98% above/1.98% above,28.7%/1.41%/17.14%,"5.23%, 30.62%",1.9 year/3.6 months/7.4 months,2028-08-31/2026-05-05/2026-10-18,11.63%,10.7%,0.94%,1.75,0.45,179.2222/197.908/227.16/No Horizontal Resistance/188.6608/207.1743/No Moving Avg Target,118.77/82.9367/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
