Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"BAC, Long, 2026-02-26 (Price: 52.3)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 10","Daily, is CONFIRMED on 2026-02-26",Already confirmed,"2026-02-26 (Price: 52.3), 0.0% below",0 days,51.88,No Information,No Information,No Information,"23.66% (Price: 49.8392), 4.94% above, Upmove Bounce Back","2023-10-27 (Price: 24.96), 2026-01-05 (Price: 57.55)",No Information,12.47%/5.94%/10.3%,"-0.0%, 49.03%",3.9 years/1.6 month/1.1 year,2031-09-21/2026-05-06/2027-09-22,14.05%,9.09%,4.96%,2.73,0.48,53.4401/57.6869/71.85/No Horizontal Resistance/60.5768/64.246/No EMA 200 Target,50.41/29.49/50.5717/44.5293/49.8392/45.1006/50.35,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
TRENDPULSE,"ABNB, Long, 2026-02-26 (Price: 136.97)",No Exit Yet,"0.0%, 0 days","90.48%, Past 4 years, 21","Daily, is CONFIRMED on 2026-02-26",Already confirmed,"2026-02-26 (Price: 136.97), 0.0% below",0 days,132.195,No Information,No Information,No Information,No Information,No Information,9.0% above/0.0% below/0.0% below,11.1%/1.63%/5.0%,"39.55%, 57.01%",3.7 months/6 days/1.1 month,2026-08-05/2026-03-06/2026-04-14,11.27%,-2.36%,13.63%,0.14,0.07,136.8193/143.8185/139.63/178.025/223.0579/259.5851/No EMA 200 Target,115.96/99.795/No F-Stack Support/No F-Stack Support/No support/No support/128.58,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
SIGMASHELL,"NVO, Long, 2026-02-26 (Price: 37.62)",No Exit Yet,"0.0%, 0 days","81.82%, Past 5 years, 11","Daily, is CONFIRMED on 2026-02-26",Already confirmed,"2026-02-26 (Price: 37.62), 0.0% below",0 days,37.825,"-5.24, 75.0%",No Information,No Information,No Information,No Information,No Information,22.44%/14.95%/18.7%,"28.06%, 44.04%",6.4 months/2.4 months/4.4 months,2026-12-01/2026-06-10/2026-09-05,-0.56%,9.2%,-9.76%,-0.04,0.47,38.4138/44.6549/159.2295/139.01/159.2295/No Next Fib Ext/57.31,No Recent Minima/No Horizontal Support/35.0006/32.645/No support/No support/No EMA 200 Support,75.47%/53/4.6 months (Across ALL Assets),71.43%/224/3.8 months (Across ALL Assets)
FRACTAL TRACK,"JPM, Long, 2026-02-26 (Price: 306.13)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 20","Daily, is CONFIRMED on 2026-02-26",Already confirmed,"2026-02-26 (Price: 306.13), 0.0% below",0 days,304.58,No Information,No Information,No Information,"23.66% (Price: 286.5845), 6.82% above, Upmove Bounce Back","2023-03-24 (Price: 123.11), 2026-01-05 (Price: 337.25)",No Information,19.58%/1.16%/9.71%,"-0.0%, 39.69%",2.2 years/21 days/3.5 months,2029-04-18/2026-03-28/2026-07-28,33.39%,14.23%,19.16%,1.48,0.83,314.0282/335.8552/434.61/No Horizontal Resistance/357.3035/404.0796/No EMA 200 Target,297.3/125.7575/297.9709/271.3591/281.4195/247.1095/299.18,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
DELTADRIFT,"TCS.NS, Long, 2026-02-25 (Price: 2629.3)",No Exit Yet,"0.7%, 1 day","86.67%, Past 4 years, 15","Daily, was CONFIRMED on 2026-02-25",Already confirmed,"2026-02-26 (Price: 2647.7), 0.7% above",1 day,2596.0,No Information,No Information,No Information,No Information,No Information,No Information,5.68%/1.73%/3.28%,"4.58%, 4.96%",21 days/1 day/10 days,2026-03-27/2026-02-26/2026-03-11,12.04%,-0.2%,12.24%,0.76,-0.13,2805.989/2715.541/2760.77/4543.575/5051.5642/5692.579/3159.59,2573.7/No Horizontal Support/2286.8248/1821.1782/No F-Track Level/No F-Track Level/No EMA 200 Support,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
FRACTAL TRACK,"JETS, Long, 2026-02-25 (Price: 28.91)",No Exit Yet,"2.49%, 1 day","100.0%, Past 5 years, 11","Daily, was CONFIRMED on 2026-02-25",Already confirmed,"2026-02-26 (Price: 29.63), 2.49% above",1 day,28.98,No Information,No Information,No Information,"38.2% (Price: 28.3924), 4.36% above, Upmove Bounce Back","2025-11-20 (Price: 23.64), 2026-02-11 (Price: 31.33)",No Information,14.21%/6.23%/11.39%,"-0.0%, 40.54%",3.2 years/3.2 months/1.3 year,2030-09-20/2026-07-14/2028-01-03,15.27%,1.91%,13.36%,2.44,0.11,30.951/32.2028/33.52/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,28.51/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/25.71,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
FRACTAL TRACK,"XLY, Long, 2026-02-25 (Price: 117.09)",No Exit Yet,"-0.03%, 1 day","93.75%, Past 5 years, 16","Daily, was CONFIRMED on 2026-02-25",Already confirmed,"2026-02-26 (Price: 117.05), 0.03% below",1 day,116.98,No Information,No Information,No Information,"23.66% (Price: 111.4871), 4.99% above, Upmove Bounce Back","2023-03-13 (Price: 67.855), 2026-01-12 (Price: 125.01)",No Information,12.8%/0.83%/7.78%,"5.33%, 39.96%",3 years/21 days/8.7 months,2030-06-08/2026-03-27/2027-03-10,13.85%,5.91%,7.94%,1.09,0.3,119.9704/126.1996/151.38/122.0862/125.4815/133.9156/No EMA 200 Target,114.99/66.775/86.1124/56.5683/No F-Track Level/No F-Track Level/115.55,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
DELTADRIFT,"MA, Long, 2026-02-25 (Price: 509.39)",No Exit Yet,"1.06%, 1 day","93.33%, Past 4 years, 15","Daily, was CONFIRMED on 2026-02-25",Already confirmed,"2026-02-26 (Price: 514.77), 1.06% above",1 day,502.82,No Information,No Information,No Information,No Information,No Information,No Information,5.48%/1.68%/3.66%,"3.92%, 6.0%",1.3 month/2 days/10 days,2026-04-22/2026-02-27/2026-03-11,13.9%,7.14%,6.76%,1.39,0.38,555.4898/528.0337/541.76/592.095/716.5814/751.3605/562.29,496.03/305.0867/442.8637/361.9068/No F-Track Level/No F-Track Level/No EMA 200 Support,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2026-02-25 (Price: 95.6)",No Exit Yet,"-3.01%, 1 day","93.75%, Past 5 years, 16","Daily, was CONFIRMED on 2026-02-25",Already confirmed,"2026-02-26 (Price: 92.72), 3.01% below",1 day,95.37,No Information,No Information,No Information,"23.66% (Price: 94.7491), 2.14% below, Upmove Bounce Back","2025-08-07 (Price: 73.58), 2026-02-11 (Price: 101.31)",No Information,14.92%/10.1%/11.67%,"0.73%, 33.9%",1.8 year/1 month/5.3 months,2028-09-20/2026-04-09/2026-10-13,26.35%,9.97%,16.38%,1.63,0.54,103.162/106.7565/112.24/No Horizontal Resistance/95.0177/123.2166/No EMA 200 Target,94.6/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/82.39,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
FRACTAL TRACK,"BIPC.TO, Long, 2026-02-24 (Price: 67.19)",No Exit Yet,"1.86%, 2 days","93.33%, Past 5 years, 15","Daily, was CONFIRMED on 2026-02-24",Already confirmed,"2026-02-26 (Price: 68.44), 1.86% above",2 days,66.22,No Information,No Information,No Information,"50% (Price: 65.045), 5.22% above, Upmove Bounce Back","2026-01-12 (Price: 60.04), 2026-02-12 (Price: 70.05)",No Information,12.52%/2.79%/9.56%,"2.3%, 18.18%",8.4 months/14 days/2.7 months,2027-02-24/2026-03-16/2026-06-21,22.95%,1.41%,21.54%,1.2,0.05,68.3255/73.6134/73.2/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,64.42/44.9667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/59.79,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
