Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"AAPL, Long, 2026-01-12 (Price: 260.25)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 13","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-01-12 (Price: 260.25), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 260.3676), 0.05% below, Upmove Bounce Back","2025-04-08 (Price: 169.21), 2025-12-03 (Price: 288.62)",No Information,11.89%/10.08%/10.61%,"0%, 30.22%",1.2 year/7 days/4.5 months,2027-09-29/2026-01-22/2026-07-26,27.85%,12.15%,15.7%,18.72,0.65,273.4707/287.8625/331.9/No Horizontal Resistance/297.1089/321.9834/No EMA 200 Target,259.04/136.57/248.4166/236.3611/No support/243.0054/233.32,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
FRACTAL TRACK,"DOL.TO, Long, 2026-01-12 (Price: 202.08)",No Exit Yet,"0.0%, 0 days","85.19%, Past 5 years, 27","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-01-12 (Price: 202.08), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 201.5134), 0.28% above, Upmove Bounce Back","2025-10-14 (Price: 174.26), 2025-12-11 (Price: 209.96)",No Information,11.74%/1.29%/9.03%,"4.51%, 11.58%",8.3 months/20 days/3 months,2027-01-07/2026-02-09/2026-05-22,30.23%,20.61%,9.62%,1.18,1.4,210.7492/220.3278/223.5/No Horizontal Resistance/252.753/384.8349/No EMA 200 Target,198.0/53.2967/171.1219/120.6711/177.877/158.1608/184.79,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
DELTADRIFT,"AAPL, Long, 2026-01-12 (Price: 260.25)",No Exit Yet,"0.0%, 0 days","100.0%, Past 4 years, 7","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-01-12 (Price: 260.25), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,No Information,6.6%/3.13%/3.94%,"0%, 13.99%",2.3 months/2 days/20 days,2026-04-21/2026-01-14/2026-02-09,13.49%,8.36%,5.13%,3.24,0.43,277.2964/270.5038/273.9/No Horizontal Resistance/297.1089/321.9834/No EMA 200 Target,259.04/136.57/248.4166/236.3611/No support/243.0054/233.32,86.49%/111/12 days (Across ALL Assets),78.66%/478/16 days (Across ALL Assets)
DELTADRIFT,"CSCO, Long, 2026-01-12 (Price: 74.01)",No Exit Yet,"0.0%, 0 days","90.91%, Past 4 years, 11","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-01-12 (Price: 74.01), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,No Information,6.65%/2.15%/3.52%,"7.65%, 9.42%",2.2 months/2 days/15 days,2026-04-17/2026-01-14/2026-02-02,12.63%,4.71%,7.92%,0.62,0.23,75.579/76.6152/76.1/No Horizontal Resistance/81.4336/89.7071/No EMA 200 Target,73.88/40.92/73.1467/64.9561/72.2267/66.9458/68.14,86.49%/111/12 days (Across ALL Assets),78.66%/478/16 days (Across ALL Assets)
TRENDPULSE,"^NDX, Long, 2026-01-12 (Price: 25787.6641)",No Exit Yet,"0.0%, 0 days","95.83%, Past 4 years, 24","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-01-12 (Price: 25787.6641), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.08% above/0.0% below/0.0% below,6.54%/0.57%/3.17%,"1.79%, 22.93%",2.3 months/6 days/18 days,2026-04-21/2026-01-20/2026-02-07,13.31%,13.29%,0.02%,1.25,0.74,26968.7391/26605.1331/26201.82/No Horizontal Resistance/31284.5255/34778.0694/No EMA 200 Target,25206.17/10555.915/22960.0831/19028.9478/22457.6702/20168.8619/23119.95,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"TSM, Long, 2026-01-12 (Price: 331.77)",No Exit Yet,"0.0%, 0 days","100.0%, Past 4 years, 28","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-01-12 (Price: 331.77), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,4.33% above/0.0% below/0.0% below,11.63%/1.91%/6.59%,"0%, 57.14%",1.2 month/6 days/16 days,2026-03-05/2026-01-20/2026-02-04,17.19%,20.61%,-3.42%,1.78,0.94,367.6343/353.6336/356.39/No Horizontal Resistance/360.6179/384.2031/No EMA 200 Target,276.96/83.575/291.0528/242.5186/286.3956/257.4174/243.38,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"ASML, Long, 2026-01-12 (Price: 1281.23)",No Exit Yet,"0.0%, 0 days","85.71%, Past 4 years, 14","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-01-12 (Price: 1281.23), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.58% above/0.0% below/0.0% below,21.88%/0.41%/10.18%,"34.28%, 51.77%",3.8 months/7 days/1.3 month,2026-06-26/2026-01-22/2026-03-09,11.06%,16.29%,-5.23%,0.48,0.74,1317.2326/1411.6592/1567.47/No Horizontal Resistance/1081.4334/1218.8523/No EMA 200 Target,1015.43/576.784/998.2461/956.961/967.6107/946.9797/861.02,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-01-12 (Price: 55.68)",No Exit Yet,"0.0%, 0 days","100.0%, Past 4 years, 11","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-01-12 (Price: 55.68), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.89% above/0.0% below/0.0% below,9.02%/0.81%/3.05%,"0%, 8.72%",3.2 months/4 days/27 days,2026-05-31/2026-01-17/2026-02-20,13.01%,4.6%,8.41%,1.21,0.22,60.8304/57.3782/71.16/No Horizontal Resistance/77.6843/86.2499/No EMA 200 Target,53.29/28.5067/53.9498/50.4772/No support/No support/51.09,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"VGT, Long, 2026-01-12 (Price: 765.51)",No Exit Yet,"0.0%, 0 days","100.0%, Past 4 years, 26","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-01-12 (Price: 765.51), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,6.35%/1.16%/3.51%,"0%, 20.19%",3.5 months/7 days/23 days,2026-06-13/2026-01-22/2026-02-14,15.33%,14.37%,0.96%,2.27,0.77,802.4076/792.3794/767.46/No Horizontal Resistance/884.0923/1003.1001/No EMA 200 Target,753.78/311.83/671.1312/639.8848/722.7628/671.0018/682.1,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"WMT, Long, 2026-01-12 (Price: 117.97)",No Exit Yet,"0.0%, 0 days","100.0%, Past 4 years, 23","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-01-12 (Price: 117.97), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,3.0% above/0.0% below/0.0% below,4.8%/0.97%/2.87%,"-0.0%, 26.01%",2.6 months/6 days/21 days,2026-05-04/2026-01-20/2026-02-11,12.68%,12.5%,0.18%,2.03,0.74,123.5972/121.3557/130.7/No Horizontal Resistance/114.6382/136.6818/No EMA 200 Target,110.9/42.3916/91.6278/82.681/109.6055/103.9305/101.03,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
