Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"IFT.NZ, Long, 2025-11-25 (Price: 11.78)",No Exit Yet,"0.0%, 0 days","88.64%, Past 5 years, 44","Daily, is CONFIRMED on 2025-11-25",Already confirmed,"2025-11-25 (Price: 11.78), 0.0% below",0 days,No Information,No Information,No Information,"50% (Price: 11.435), 3.02% above, Upmove Bounce Back","2025-06-11 (Price: 10.02), 2025-11-13 (Price: 12.85)",No Information,49.32%/1.62%/13.7%,"0.96%, 15.98%",2.4 years/14 days/6.7 months,2029-04-04/2025-12-15/2026-09-10,8.65%,17.61%,-8.96%,0.54,0.71,11.9862/13.3939/13.48/11.925/13.8771/15.9169/No Moving Avg Target,11.55/7.3167/11.3804/9.6206/14.3361/14.9482/11.32,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"^NZ50, Long, 2025-11-25 (Price: 13480.4297)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 28","Daily, is CONFIRMED on 2025-11-25",Already confirmed,"2025-11-25 (Price: 13480.4297), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 13255.3776), 1.7% above, Upmove Bounce Back","2025-04-08 (Price: 11738.1201), 2025-11-12 (Price: 13725.6201)",No Information,18.32%/0.56%/6.7%,"-0.0%, 20.61%",3.2 years/1.7 month/1.1 year,2030-06-17/2026-02-08/2027-07-03,2.97%,2.07%,0.9%,0.73,-0.15,13624.6703/14383.6185/14672.93/No Horizontal Resistance/14523.0985/16781.6883/No Moving Avg Target,13296.05/10608.2731/12696.4249/9172.411/13008.8097/12568.3015/12804.07,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
TRENDPULSE,"MCY.NZ, Long, 2025-11-25 (Price: 6.5)",No Exit Yet,"0.0%, 0 days","90.2%, Past 4 years, 51","Daily, is CONFIRMED on 2025-11-25",Already confirmed,"2025-11-25 (Price: 6.5), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,7.72%/1.3%/4.53%,"14.39%, 20.6%",4 months/4 days/27 days,2026-05-17/2025-11-30/2026-01-03,20.77%,4.77%,16.0%,0.81,0.17,6.6215/6.7944/6.59/7.085/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,6.32/5.13/No F-Stack Support/No F-Stack Support/7.5404/7.7803/6.21,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"^DJI, Long, 2025-11-24 (Price: 46448.2695)",No Exit Yet,"0.0%, 0 days","94.12%, Past 5 years, 34","Daily, is CONFIRMED on 2025-11-24",Already confirmed,"2025-11-24 (Price: 46448.2695), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 45635.0082), 1.78% above, Upmove Bounce Back","2025-04-07 (Price: 36611.7812), 2025-11-12 (Price: 48431.5703)",No Information,26.02%/4.63%/16.06%,"4.65%, 21.94%",2.5 years/1.2 month/1.0 year,2029-06-10/2026-01-15/2027-05-05,6.0%,11.05%,-5.05%,0.67,0.55,47098.5453/53907.8616/53540.14/No Horizontal Resistance/54129.8938/83218.843/No Moving Avg Target,45752.26/32154.0552/36151.8794/25040.9446/No F-Track Level/No F-Track Level/43905.62,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"XLY, Long, 2025-11-24 (Price: 228.51)",No Exit Yet,"0.0%, 0 days","96.55%, Past 5 years, 29","Daily, is CONFIRMED on 2025-11-24",Already confirmed,"2025-11-24 (Price: 228.51), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 220.7881), 3.5% above, Upmove Bounce Back","2023-10-26 (Price: 147.83), 2025-09-17 (Price: 243.4)",No Information,27.09%/0.83%/9.52%,"5.33%, 40.28%",2.7 years/15 days/10.1 months,2029-10-09/2025-12-15/2027-02-04,5.42%,9.59%,-4.18%,0.46,0.36,231.1836/250.2642/285.85/241.84/250.963/267.8313/No Moving Avg Target,221.16/133.55/172.2248/113.1365/No F-Track Level/No F-Track Level/219.1,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"DIA, Long, 2025-11-24 (Price: 464.44)",No Exit Yet,"0.0%, 0 days","94.44%, Past 5 years, 36","Daily, is CONFIRMED on 2025-11-24",Already confirmed,"2025-11-24 (Price: 464.44), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 456.4623), 1.75% above, Upmove Bounce Back","2025-04-07 (Price: 366.32), 2025-11-12 (Price: 484.4)",No Information,23.9%/4.34%/12.06%,"4.72%, 21.9%",2.5 years/1.2 month/10.3 months,2029-06-10/2026-01-15/2027-02-13,5.68%,11.05%,-5.37%,0.57,0.55,469.3631/520.4515/535.29/No Horizontal Resistance/538.1343/826.9871/No Moving Avg Target,458.1/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level/439.23,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"SONY, Long, 2025-11-24 (Price: 29.01)",No Exit Yet,"0.0%, 0 days","89.47%, Past 5 years, 19","Daily, is CONFIRMED on 2025-11-24",Already confirmed,"2025-11-24 (Price: 29.01), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 27.8341), 4.22% above, Upmove Bounce Back","2025-07-16 (Price: 23.78), 2025-11-12 (Price: 30.34)",No Information,24.5%/7.06%/17.24%,"5.03%, 23.78%",6.1 months/2.1 months/3.2 months,2026-08-16/2026-02-23/2026-04-10,23.93%,9.83%,14.1%,0.54,0.36,29.7353/34.0113/32.95/No Horizontal Resistance/33.2191/35.3948/No Moving Avg Target,27.75/14.992/26.0795/24.8529/No F-Track Level/No F-Track Level/26.24,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"EFA, Long, 2025-11-24 (Price: 92.73)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 41","Daily, is CONFIRMED on 2025-11-24",Already confirmed,"2025-11-24 (Price: 92.73), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 90.8838), 2.03% above, Upmove Bounce Back","2025-04-07 (Price: 72.15), 2025-11-12 (Price: 96.69)",No Information,23.87%/1.34%/7.55%,"-0.0%, 32.38%",3.3 years/17 days/10.4 months,2030-08-12/2025-12-18/2027-02-18,4.05%,7.76%,-3.71%,0.56,0.3,92.3591/99.7311/107.45/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,91.24/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/88.41,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"EWJ, Long, 2025-11-24 (Price: 81.74)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 24","Daily, is CONFIRMED on 2025-11-24",Already confirmed,"2025-11-24 (Price: 81.74), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 78.696), 3.87% above, Upmove Bounce Back","2025-04-07 (Price: 59.84), 2025-11-12 (Price: 84.54)",No Information,17.17%/1.99%/7.31%,"-0.0%, 15.99%",11 months/16 days/5.9 months,2027-03-16/2025-12-17/2026-08-07,7.99%,6.68%,1.32%,0.72,0.23,82.3857/87.7152/96.56/No Horizontal Resistance/83.4752/89.1379/No Moving Avg Target,79.49/53.915/68.8472/52.3436/No F-Track Level/No F-Track Level/75.03,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
OSCILLATOR DELTA,"BABA, Long, 2025-11-24 (Price: 160.73)",No Exit Yet,"0.0%, 0 days","76.19%, Past 6 years, 42","Daily, is Confirmed on 2025-11-24",No Cancellation Possible,"2025-11-24 (Price: 160.73), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,No Information,16.48%/5.33%/8.72%,"17.74%, 17.74%",2.1 months/1 day/11 days,2026-02-23/2025-11-25/2025-12-09,26.59%,-1.07%,27.65%,0.13,0.14,169.6344/174.7457/168.77/No Horizontal Resistance/395.5515/453.696/No Moving Avg Target,No Recent Minima/67.495/138.4263/108.0763/No F-Track Level/No F-Track Level/134.84,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
