Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2024-02-29 (Price: 192.53)",2026-02-19 (Price: 203.37),"5.63%, 2 years","87.5%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-02-29",Already confirmed,"2026-02-19 (Price: 203.37), 5.63% above",2 years,169.27,No Information,No Information,No Information,No Information,No Information,37.96% above/11.83% above/5.63% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,2027-09-24/2024-10-07/2025-06-12,20.96%,6.33%,14.63%,1.29,0.43,369.1378/388.41/209.37/No Horizontal Resistance/170.075/187.3421/No EMA 200 Target,60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level/124.45,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
DELTADRIFT,"CNU.NZ, Long, 2026-02-13 (Price: 9.13)",2026-02-19 (Price: 9.51),"4.16%, 6 days","81.25%, Past 4 years, 16","Daily, was CONFIRMED on 2026-02-13",Already confirmed,"2026-02-19 (Price: 9.51), 4.16% above",6 days,9.13,No Information,No Information,No Information,No Information,No Information,No Information,4.77%/1.66%/2.83%,"8.37%, 8.37%",1.4 month/2 days/12 days,2026-04-14/2026-02-15/2026-03-02,5.82%,1.9%,3.92%,0.19,0.03,9.4103/9.3884/9.4/9.875/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,9.08/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/9.08,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2025-08-10 (Price: 57.24)",2026-02-19 (Price: 60.99),"6.55%, 6.4 months","95.65%, Past 10 years, 23","Weekly, is CONFIRMED on 2025-08-08",Already confirmed,"2026-02-19 (Price: 60.99), 6.55% above",6.4 months,55.02,No Information,No Information,No Information,No Information,No Information,12.22% above/6.55% above/6.55% above,17.36%/1.81%/8.82%,"38.64%, 57.11%",10.7 months/1.2 month/3.4 months,2026-11-17/2025-10-01/2026-01-04,-0.68%,2.1%,-2.78%,0.55,0.05,60.9778/62.2886/57.91/No Horizontal Resistance/82.226/92.0468/No EMA 200 Target,35.9/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/41.89,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"GS, Long, 2025-08-31 (Price: 745.25)",2026-02-19 (Price: 916.65),"23.0%, 5.7 months","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-02-19 (Price: 916.65), 23.0% above",5.7 months,710.51,No Information,No Information,No Information,No Information,No Information,29.52% above/26.26% above/23.0% above,53.25%/7.0%/23.74%,"-0.0%, 34.98%",2.5 years/4 months/9.8 months,2029-03-26/2026-02-20/2026-10-30,11.0%,6.57%,4.43%,1.46,0.33,889.903/922.1724/1137.21/No Horizontal Resistance/794.5775/931.1482/No EMA 200 Target,303.61/288.555/634.5288/521.2487/No F-Track Level/No F-Track Level/618.35,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"PFE, Long, 2025-08-17 (Price: 25.14)",2026-02-19 (Price: 26.86),"6.84%, 6.2 months","73.08%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-08-15",Already confirmed,"2026-02-19 (Price: 26.86), 6.84% above",6.2 months,24.6,No Information,No Information,No Information,No Information,No Information,9.28% above/8.97% above/6.84% above,20.77%/1.93%/8.41%,"41.05%, 50.99%",1.2 year/28 days/5.3 months,2027-05-04/2025-09-26/2026-04-04,2.79%,1.76%,1.03%,0.12,0.02,26.6233/27.2543/28.98/55.39/66.4672/73.1352/No EMA 200 Target,23.49/24.95/21.508/20.5265/No F-Track Level/No F-Track Level/25.09,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"PG, Long, 2025-07-23 (Price: 158.28)",2026-02-19 (Price: 158.56),"0.18%, 7 months","88.0%, Past 4 years, 25","Daily, is CONFIRMED on 2025-07-23",Already confirmed,"2026-02-19 (Price: 158.56), 0.18% above",7 months,158.22,No Information,No Information,No Information,No Information,No Information,0.15% above/0.18% above/0.18% above,4.14%/0.91%/2.08%,"6.35%, 12.85%",3.3 months/7 days/1.1 month,2025-12-13/2025-08-02/2025-09-08,9.02%,2.82%,6.2%,0.37,0.09,160.6225/161.5722/165.91/179.4533/186.6499/209.3631/166.21,152.68/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Support,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2024-01-31 (Price: 167.69)",2026-02-19 (Price: 203.37),"21.28%, 2.1 years","87.5%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2026-02-19 (Price: 203.37), 21.28% above",2.1 years,144.28,No Information,No Information,No Information,No Information,No Information,37.96% above/39.12% above/21.28% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,2027-08-26/2024-09-08/2025-05-14,20.96%,6.33%,14.63%,1.29,0.43,321.512/338.2978/169.63/No Horizontal Resistance/170.075/187.3421/No EMA 200 Target,60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level/116.01,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"PG, Long, 2025-05-27 (Price: 167.76)",2026-02-19 (Price: 158.56),"-5.48%, 8.9 months","88.0%, Past 4 years, 25","Daily, is CONFIRMED on 2025-05-27",Already confirmed,"2026-02-19 (Price: 158.56), 5.48% below",8.9 months,165.27,No Information,No Information,No Information,No Information,No Information,4.4% below/5.48% below/5.48% below,4.14%/0.91%/2.08%,"6.35%, 12.85%",3.3 months/7 days/1.1 month,2025-10-17/2025-06-06/2025-07-13,9.02%,2.82%,6.2%,0.37,0.09,170.2428/171.2494/175.1/179.4533/186.6499/209.3631/168.49,157.66/121.86/161.0808/140.2317/No F-Track Level/No F-Track Level/No EMA 200 Support,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2025-07-31 (Price: 176.31)",2026-02-19 (Price: 203.37),"15.35%, 6.8 months","87.5%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2026-02-19 (Price: 203.37), 15.35% above",6.8 months,138.77,No Information,No Information,No Information,No Information,No Information,83.66% above/41.07% above/15.35% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,2029-02-23/2026-03-09/2026-11-12,20.96%,6.33%,14.63%,1.29,0.43,338.0392/355.6878/206.9/No Horizontal Resistance/219.0648/251.3512/No EMA 200 Target,97.35/73.114/170.075/140.6278/No F-Track Level/No F-Track Level/123.49,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"PPH, Long, 2024-03-31 (Price: 90.7)",2026-02-19 (Price: 110.95),"22.33%, 1.9 year","85.71%, Past 20 years, 21","Monthly, is CONFIRMED on 2024-03-31",Already confirmed,"2026-02-19 (Price: 110.95), 22.33% above",1.9 year,89.33,No Information,No Information,No Information,No Information,No Information,30.07% above/22.33% above/22.33% above,20.62%/2.34%/10.59%,"3.25%, 39.01%",4.4 years/5 months/1.4 year,2030-07-12/2024-11-03/2026-03-29,2.32%,2.1%,0.22%,1.05,-0.03,100.7224/100.3051/94.56/No Horizontal Resistance/96.895/110.4008/No EMA 200 Target,75.31/54.71/87.7591/80.4653/No F-Track Level/No F-Track Level/81.89,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"ATZ.TO, Long, 2025-09-30 (Price: 84.18)",2026-02-19 (Price: 126.4),"50.15%, 4.7 months","100.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2026-02-19 (Price: 126.4), 50.15% above",4.7 months,80.71,No Information,No Information,No Information,No Information,No Information,53.73% above/50.15% above/50.15% above,34.18%/9.72%/15.83%,"0%, 27.64%",7.1 months/4.5 months/6.4 months,2026-08-04/2026-04-13/2026-07-05,18.02%,14.67%,3.35%,1.35,0.67,145.7998/97.5057/98.3/No Horizontal Resistance/99.4929/119.4832/No EMA 200 Target,21.57/32.3325/82.0832/66.1919/No F-Track Level/No F-Track Level/65.85,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-05-31 (Price: 176.5)",2026-02-19 (Price: 193.44),"9.6%, 8.8 months","100.0%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2026-02-19 (Price: 193.44), 9.6% above",8.8 months,170.49,No Information,No Information,No Information,No Information,No Information,9.6% above/12.81% above/9.6% above,24.69%/6.61%/15.78%,"0%, 12.12%",1 year/5 months/9.3 months,2026-11-03/2026-01-03/2026-07-09,8.62%,19.19%,-10.57%,2.59,1.27,209.8938/204.3517/279.99/No Horizontal Resistance/194.1559/294.0831/No EMA 200 Target,39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/147.05,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
