Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"ABNB, Long, 2026-01-06 (Price: 138.02)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 15","Daily, is CONFIRMED on 2026-01-06",Already confirmed,"2026-01-06 (Price: 138.02), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 131.9638), 4.59% above, Upmove Bounce Back","2025-11-20 (Price: 110.81), 2025-12-22 (Price: 138.52)",No Information,21.13%/10.03%/14.0%,"-0.0%, 19.45%",6.7 months/4 days/2.2 months,2026-10-24/2026-01-11/2026-04-11,30.66%,-2.45%,33.11%,1.02,0.07,138.089/157.3428/154.65/178.025/223.0579/259.5851/No EMA 200 Target,133.01/99.795/No F-Stack Support/No F-Stack Support/No support/No support/126.96,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
FRACTAL TRACK,"XLY, Long, 2026-01-06 (Price: 121.07)",No Exit Yet,"0.0%, 0 days","93.75%, Past 5 years, 16","Daily, is CONFIRMED on 2026-01-06",Already confirmed,"2026-01-06 (Price: 121.07), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 120.5152), 0.46% above, Upmove Bounce Back","2025-11-20 (Price: 110.465), 2025-12-18 (Price: 123.63)",No Information,12.8%/0.83%/7.78%,"5.33%, 39.96%",3 years/21 days/8.7 months,2030-04-19/2026-02-05/2027-01-19,13.85%,5.91%,7.94%,1.09,0.3,124.0483/130.4892/128.97/121.1117/125.4815/149.5056/No EMA 200 Target,118.35/66.775/97.0194/64.5812/114.8569/109.4654/111.58,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
FRACTAL TRACK,"IWM, Long, 2026-01-06 (Price: 256.08)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 13","Daily, is CONFIRMED on 2026-01-06",Already confirmed,"2026-01-06 (Price: 256.08), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 251.2676), 1.92% above, Upmove Bounce Back","2025-11-20 (Price: 228.9), 2025-12-12 (Price: 258.2)",No Information,13.11%/0.65%/9.22%,"-0.0%, 28.11%",3.9 years/1.9 month/11.3 months,2031-08-01/2026-03-29/2027-05-12,14.39%,3.76%,10.63%,1.95,0.16,245.9904/279.6906/273.66/No Horizontal Resistance/270.9222/282.5179/No EMA 200 Target,246.16/162.3167/245.3626/196.8345/237.7412/225.1685/225.42,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
TRENDPULSE,"ETH-USD, Long, 2026-01-06 (Price: 3275.3845)",No Exit Yet,"0.0%, 0 days","92.86%, Past 4 years, 42","Daily, is CONFIRMED on 2026-01-06",Already confirmed,"2026-01-06 (Price: 3275.3845), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,1.53% above/0.0% below/0.0% below,39.76%/1.01%/13.37%,"17.31%, 42.86%",3 months/5 days/23 days,2026-05-16/2026-01-13/2026-02-08,60.18%,45.2%,14.98%,0.97,1.15,3992.3662/3713.3034/3974.15/4922.7188/5483.4169/7318.9774/3610.67,2827.07/1370.4997/No F-Stack Support/No F-Stack Support/2924.9209/2446.1213/No EMA 200 Support,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2026-01-06 (Price: 11.73)",No Exit Yet,"0.0%, 0 days","96.0%, Past 4 years, 25","Daily, is CONFIRMED on 2026-01-06",Already confirmed,"2026-01-06 (Price: 11.73), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,5.87% above/0.0% below/0.0% below,9.48%/0.89%/3.63%,"10.91%, 28.9%",3.2 months/6 days/25 days,2026-05-25/2026-01-14/2026-02-11,16.02%,10.32%,5.7%,0.78,0.55,12.3177/12.1558/12.25/12.825/13.8771/15.9169/No EMA 200 Target,10.7/7.3167/11.3804/9.6206/No support/No support/11.42,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2026-01-06 (Price: 12.41)",No Exit Yet,"0.0%, 0 days","94.44%, Past 4 years, 18","Daily, is CONFIRMED on 2026-01-06",Already confirmed,"2026-01-06 (Price: 12.41), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,8.54%/1.38%/4.98%,"6.4%, 20.48%",6.2 months/4 days/22 days,2026-10-02/2026-01-11/2026-02-06,16.06%,5.58%,10.48%,1.15,0.29,13.0044/13.028/12.69/13.345/16.7981/18.5763/No EMA 200 Target,11.82/9.1367/11.1928/8.9354/No support/No support/11.43,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"NU, Long, 2026-01-06 (Price: 17.86)",No Exit Yet,"0.0%, 0 days","100.0%, Past 4 years, 12","Daily, is CONFIRMED on 2026-01-06",Already confirmed,"2026-01-06 (Price: 17.86), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,4.94% above/0.0% below/0.0% below,5.88%/0.47%/3.09%,"0%, 31.9%",1.9 month/6 days/1.1 month,2026-03-29/2026-01-14/2026-02-22,22.47%,9.45%,13.02%,1.38,0.53,19.7585/18.4119/21.3/No Horizontal Resistance/19.3185/24.577/No EMA 200 Target,15.86/5.54/16.0685/No support/16.1554/14.7945/13.97,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2026-01-05 (Price: 56.89)",No Exit Yet,"0.63%, 1 day","92.86%, Past 4 years, 28","Daily, is CONFIRMED on 2026-01-05",Already confirmed,"2026-01-06 (Price: 57.25), 0.63% above",1 day,No Information,No Information,No Information,No Information,No Information,2.32% above/0.63% above/0.63% above,7.68%/1.08%/3.17%,"13.24%, 27.96%",5.8 months/6 days/26 days,2026-09-14/2026-01-13/2026-02-11,8.97%,5.09%,3.88%,0.53,0.27,57.6523/58.6934/62.66/No Horizontal Resistance/72.41/85.2389/No EMA 200 Target,55.0/29.49/54.1889/No support/No F-Track Level/No F-Track Level/47.83,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2025-12-31 (Price: 301.15)",No Exit Yet,"9.03%, 6 days","100.0%, Past 24 years, 7","Quarterly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-06 (Price: 328.35), 9.03% above",6 days,No Information,No Information,No Information,No Information,No Information,9.03% above/21.24% above/9.03% above,74.51%/31.99%/47.75%,"-0.0%, 41.23%",3.3 years/1.3 year/1.9 year,2030-09-16/2027-11-08/2028-09-16,16.0%,8.74%,7.26%,0.66,0.45,401.8546/444.9491/463.42/No Horizontal Resistance/348.2242/411.0319/No EMA 200 Target,106.24/110.475/285.4342/254.997/No F-Track Level/No F-Track Level/246.22,100.0%/9/2.2 years (Across ALL Assets),75.0%/4/6.2 months (Across ALL Assets)
FRACTAL TRACK,"SFTBY, Short, 2025-12-31 (Price: 56.7)",No Exit Yet,"-5.47%, 6 days","100.0%, Past 13 years, 4","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-06 (Price: 59.8), 5.47% above",6 days,No Information,No Information,No Information,"50.0% (Price: 53.39), 12.01% above, Upmove Break Below","2022-06-30 (Price: 16.78), 2025-12-31 (Price: 90.0)",No Information,18.34%/16.72%/17.41%,"0.0%, 18.34%",3.1 months/3.1 months/3.1 months,2026-05-14/2026-05-14/2026-05-14,12.53%,5.4%,7.13%,1.47,0.38,50.9449/46.8285/12.77/16.82/56.3971/48.3837/46.64,No support/16.82/56.3971/48.3837/No F-Track Level/No F-Track Level/No EMA 200 Support,100.0%/2/7.6 months (Across ALL Assets),63.64%/11/4.1 months (Across ALL Assets)
