Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
PULSEGAUGE,"ETH-USD, Long, 2025-10-09 (Price: 4369.1436)",Weekly,No Exit Yet,No Price Target,2026-04-13 (Avg),116.18%/116.18%,"-48.26%, 6.2 months","2026-04-13 (Price: 2260.75), 48.26% below",5162.1432 (Historic Rise or Fall to Pivot)/6818.9224 (Avg % Gain of Historic Winning trades)/4887.278 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5344.0381 (F-Stack 2)/8057.5746 (Backtested Max)/6346.618 (Backtested Min),2027-03-14 (Max),4141.48/1370.4997/4185.6763/3929.1537/No F-Track Level/No F-Track Level/2910.31,"100.0%, Past 10 years, 7",4515.3008,No Information,No Information,No Information,No Information,No Information,No Information,84.42%/45.26%/56.07%,"-0.0%, 61.08%",1 year/14 days/4.3 months,43.55%,17.1%,26.45%,0.44,0.14,69.84%/63/6.2 months (Across ALL Assets),72.92%/277/6.5 months (Across ALL Assets)
DELTADRIFT,"INDA, Long, 2026-03-23 (Price: 47.63)",Daily,2026-04-08 (Price: 49.27),49.278 (Historic Rise or Fall to Pivot),No Date Target,2.33%/6.87%,"3.61%, 21 days","2026-04-13 (Price: 49.35), 3.61% above",55.3975 (Horizontal)/66.8401 (F-Stack 1)/79.771 (F-Stack 2)/52.74 (EMA 200)/50.5021 (Backtested Max),2026-05-02 (Max),46.59/39.0425/45.3705/38.12/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"71.43%, Past 4 years, 14",47.52,No Information,No Information,No Information,No Information,No Information,No Information,6.03%/1.48%/2.93%,"5.35%, 6.14%",28 days/2 days/10 days,4.97%,1.76%,3.21%,-0.39,-0.04,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
DELTADRIFT,"INDA, Long, 2026-04-05 (Price: 46.65)",Weekly,2026-04-12 (Price: 49.34),49.2484 (Backtested Min),2026-04-15 (Min),1.82%/3.89%,"5.79%, 8 days","2026-04-13 (Price: 49.35), 5.79% above",52.2946 (Historic Rise or Fall to Pivot)/50.2467 (Avg % Gain of Historic Winning trades)/51.27 (Function Specific Target)/55.3975 (Horizontal)/66.8401 (F-Stack 1)/79.771 (F-Stack 2)/52.74 (EMA 200)/53.5589 (Backtested Max),2026-08-13 (Max)/2026-04-15 (Min)/2026-06-04 (Avg),45.82/39.0425/45.3705/38.12/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 14 years, 8",45.42,No Information,No Information,No Information,No Information,No Information,No Information,14.81%/5.57%/7.71%,"-0.0%, 6.26%",3 months/7 days/1.4 month,7.44%,2.85%,4.59%,2.0,0.08,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
OSCILLATOR DELTA,"INDA, Long, 2026-04-08 (Price: 49.27)",Daily,No Exit Yet,No Price Target,2026-04-12 (Min),0.33%/2.61%,"0.16%, 5 days","2026-04-13 (Price: 49.35), 0.16% above",51.901 (Historic Rise or Fall to Pivot)/50.6397 (Avg % Gain of Historic Winning trades)/52.72 (Function Specific Target)/55.3975 (Horizontal)/66.8401 (F-Stack 1)/79.771 (F-Stack 2)/52.74 (EMA 200)/51.8764 (Backtested Max)/49.5114 (Backtested Min),2026-08-12 (Max)/2026-05-17 (Avg),No Recent Minima/39.0425/49.0901/45.3705/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"93.33%, Past 6 years, 15",49.82,No Information,No Information,No Information,No Information,No Information,No Information,5.29%/0.49%/2.78%,"10.42%, 10.55%",2.9 months/3 days/27 days,9.85%,8.02%,1.83%,0.0,0.51,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
FRACTAL TRACK,"GOOG, Long, 2026-04-01 (Price: 294.9)",Daily,No Exit Yet,321.7064 (Historic Rise or Fall to Pivot),No Date Target,1.29%/5.74%,"8.24%, 12 days","2026-04-13 (Price: 319.21), 8.24% above",323.3284 (Avg % Gain of Historic Winning trades)/422.6 (Function Specific Target)/345.4418 (F-Stack 1)/365.3613 (F-Stack 2)/337.5425 (Backtested Max),2029-12-16 (Max)/2026-05-07 (Min)/2027-03-18 (Avg),273.14/84.51/285.4807/240.3589/No F-Track Level/No F-Track Level/269.68,"93.33%, Past 5 years, 15",289.98,No Information,No Information,No Information,"23.66% (Price: 278.3121), 14.69% above, Upmove Bounce Back","2023-07-11 (Price: 115.83), 2025-11-25 (Price: 328.67)",No Information,14.46%/1.56%/9.64%,"3.48%, 44.6%",2.6 years/25 days/8.1 months,16.46%,14.57%,1.89%,0.0,0.75,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2026-03-10 (Price: 306.93)",Daily,2026-04-13 (Price: 319.21),319.4527 (Avg % Gain of Historic Winning trades),No Date Target,2.42%/4.28%,"4.0%, 1.1 month","2026-04-13 (Price: 319.21), 4.0% above",332.86 (Function Specific Target)/345.4418 (F-Stack 1)/365.3613 (F-Stack 2)/326.9418 (Backtested Max),2026-06-30 (Max)/2026-04-16 (Avg),298.3/84.51/285.4807/240.3589/No F-Track Level/No F-Track Level/255.14,"100.0%, Past 4 years, 20",305.875,No Information,No Information,No Information,No Information,No Information,4.31% above/4.0% above/4.0% above,6.52%/0.12%/4.08%,"-0.0%, 25.37%",2.6 months/4 days/26 days,16.74%,20.66%,-3.92%,0.0,1.07,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
FRACTAL TRACK,"AMZN, Long, 2026-03-08 (Price: 213.21)",Weekly,No Exit Yet,240.7781 (Historic Rise or Fall to Pivot)/241.71 (Horizontal),No Date Target,3.06%/10.44%,"12.51%, 1.2 month","2026-04-13 (Price: 239.89), 12.51% above",247.2383 (Avg % Gain of Historic Winning trades)/319.51 (Function Specific Target)/317.6152 (F-Stack 1)/339.3352 (F-Stack 2)/264.9347 (Backtested Max),2030-03-05 (Max)/2026-04-17 (Min)/2027-03-16 (Avg),198.79/86.995/213.1321/193.0625/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"87.5%, Past 20 years, 16",204.55,No Information,No Information,No Information,"23.66% (Price: 200.6016), 19.59% above, Upmove Bounce Back","2018-12-30 (Price: 65.35), 2025-02-09 (Price: 242.52)",No Information,24.26%/0.75%/15.96%,"4.55%, 54.31%",2.8 years/28 days/8.6 months,10.46%,18.08%,-7.62%,0.0,0.86,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2020-12-31 (Price: 162.8465)",Quarterly,2026-04-13 (Price: 239.89),No Price Target,No Date Target,7.2%/10.73%,"47.31%, 5.4 years","2026-04-13 (Price: 239.89), 47.31% above",265.6189 (Avg % Gain of Historic Winning trades)/257.16 (Function Specific Target)/323.3154 (Backtested Max),2028-07-25 (Max),1.61/83.3704/132.2674/119.5138/No F-Track Level/No F-Track Level/143.87,"100.0%, Past 28 years, 5",160.4,No Information,No Information,No Information,No Information,No Information,52.37% above/46.1% above/47.31% above,98.54%/30.67%/63.11%,"0%, 51.17%",5.3 years/1.5 year/2.9 years,11.21%,21.2%,-9.99%,0.0,0.72,100.0%/18/2.6 years (Across ALL Assets),0.0%/3/4.1 months (Across ALL Assets)
FRACTAL TRACK,"NFLX, Long, 2026-03-15 (Price: 95.31)",Weekly,No Exit Yet,No Price Target,2026-04-14 (Min),3.16%/6.35%,"8.24%, 29 days","2026-04-13 (Price: 103.16), 8.24% above",116.4116 (Historic Rise or Fall to Pivot)/115.5348 (Avg % Gain of Historic Winning trades)/166.02 (Function Specific Target)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/106.42 (EMA 200)/123.5122 (Backtested Max)/109.7113 (Backtested Min),2028-10-08 (Max)/2026-04-14 (Min)/2027-01-26 (Avg),76.87/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 20 years, 12",97.69,No Information,No Information,No Information,"50% (Price: 75.193), 37.19% above, Upmove Bounce Back","2022-05-15 (Price: 16.271), 2025-07-06 (Price: 134.115)",No Information,29.59%/15.11%/21.22%,"-0.0%, 55.15%",1.8 year/21 days/7.3 months,13.22%,21.07%,-7.85%,0.0,0.87,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
TRENDPULSE,"NFLX, Long, 2026-03-02 (Price: 97.09)",Daily,2026-04-09 (Price: 102.05),103.7989 (Backtested Max),No Date Target,6.69%/10.18%,"6.25%, 1.4 month","2026-04-13 (Price: 103.16), 6.25% above",113.66 (Function Specific Target)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/110.06 (EMA 200),2026-06-18 (Max)/2026-04-18 (Avg),75.86/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"88.89%, Past 4 years, 18",95.26,No Information,No Information,No Information,No Information,No Information,7.19% above/6.25% above/6.25% above,6.91%/0.45%/3.51%,"0.57%, 20.2%",2.5 months/6 days/1.1 month,15.22%,12.05%,3.17%,0.0,0.58,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-11-30 (Price: 1567.5)",Monthly,2026-04-13 (Price: 1315.1),No Price Target,No Date Target,44.57%/51.46%,"-16.1%, 4.5 months","2026-04-13 (Price: 1315.1), 16.1% below",2357.3632 (Historic Rise or Fall to Pivot)/1991.8222 (Avg % Gain of Historic Winning trades)/2292.59 (Function Specific Target)/2250.6285 (F-Stack 1)/2387.5727 (F-Stack 2)/2233.6875 (Backtested Max)/1901.2207 (Backtested Min),2028-03-13 (Max)/2026-11-16 (Avg),1200.1/855.3207/1503.6962/1393.886/No F-Track Level/No F-Track Level/1443.87,"75.0%, Past 48 years, 8",1486.0,No Information,No Information,No Information,"23.66% (Price: 1322.8731), 0.59% below, Upmove Bounce Back","2020-03-31 (Price: 400.3177), 2024-07-31 (Price: 1608.8)",No Information,42.5%/21.29%/27.07%,"16.77%, 28.2%",1.6 year/3 months/8.1 months,9.14%,13.13%,-3.99%,0.0,0.61,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-06-30 (Price: 1500.6)",Monthly,2026-04-13 (Price: 1315.1),No Price Target,No Date Target,38.4%/41.6%,"-12.36%, 9.6 months","2026-04-13 (Price: 1315.1), 12.36% below",2256.7523 (Historic Rise or Fall to Pivot)/1906.8124 (Avg % Gain of Historic Winning trades)/1862.24 (Function Specific Target)/1879.7264 (F-Stack 1)/2250.6285 (F-Stack 2)/2138.355 (Backtested Max)/1820.0777 (Backtested Min),2027-10-12 (Max)/2026-06-16 (Avg),1200.1/853.4344/1375.0525/1032.6763/No F-Track Level/No F-Track Level/1443.87,"75.0%, Past 48 years, 8",1412.1,No Information,No Information,No Information,"78.6% (Price: 1135.0539), 15.86% above, Upmove Bounce Back","2023-03-31 (Price: 1006.0696), 2024-07-31 (Price: 1608.8)",No Information,42.5%/21.29%/27.07%,"16.77%, 28.2%",1.6 year/3 months/8.1 months,9.14%,13.13%,-3.99%,0.0,0.61,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets)
DELTADRIFT,"HDFCBANK.NS, Long, 2026-04-05 (Price: 750.9)",Weekly,2026-04-12 (Price: 810.3),No Price Target,No Date Target,1.82%/2.58%,"5.83%, 8 days","2026-04-13 (Price: 794.7), 5.83% above",815.177 (Avg % Gain of Historic Winning trades)/809.13 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1180.6259 (F-Stack 2)/952.08 (EMA 200)/838.8304 (Backtested Max),2026-07-13 (Max)/2026-05-15 (Min)/2026-06-17 (Avg),718.95/640.9/697.8792/606.5732/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"83.33%, Past 15 years, 6",745.2,No Information,No Information,No Information,No Information,No Information,No Information,11.71%/4.83%/8.56%,"12.08%, 16.27%",2.3 months/28 days/1.7 month,6.79%,9.15%,-2.36%,1.13,0.54,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
OSCILLATOR DELTA,"HDFCBANK.NS, Long, 2026-04-06 (Price: 771.0)",Daily,2026-04-13 (Price: 794.7),No Price Target,No Date Target,2.84%/3.57%,"3.07%, 7 days","2026-04-13 (Price: 794.7), 3.07% above",817.26 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1180.6259 (F-Stack 2)/952.08 (EMA 200)/823.0425 (Backtested Max),2026-08-27 (Max)/2026-05-23 (Avg),No Recent Minima/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"80.0%, Past 6 years, 20",759.0,No Information,No Information,No Information,No Information,No Information,No Information,6.75%/0.15%/2.34%,"12.51%, 12.74%",3.3 months/3 days/1.1 month,-0.37%,6.52%,-6.89%,0.0,0.35,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2026-02-15 (Price: 146.42)",Weekly,No Exit Yet,152.8771 (Backtested Min),No Date Target,1.17%/2.36%,"4.42%, 1.9 month","2026-04-13 (Price: 152.89), 4.42% above",154.6781 (Historic Rise or Fall to Pivot)/156.4937 (Avg % Gain of Historic Winning trades)/165.6 (Function Specific Target)/171.0825 (Horizontal)/218.156 (F-Stack 1)/349.4971 (F-Stack 2)/161.6038 (Backtested Max),2027-12-24 (Max)/2026-08-07 (Avg),130.99/127.536/136.9828/86.815/No F-Track Level/No F-Track Level/136.09,"88.89%, Past 10 years, 27",138.58,No Information,No Information,No Information,No Information,No Information,10.35% above/4.42% above/4.42% above,10.37%/4.41%/6.88%,"16.23%, 28.98%",1.3 year/28 days/4 months,6.03%,6.91%,-0.88%,0.0,0.4,91.3%/161/4.7 months (Across ALL Assets),74.55%/389/4 months (Across ALL Assets)
PULSEGAUGE,"CNR.TO, Long, 2025-07-07 (Price: 140.7)",Weekly,No Exit Yet,No Price Target,2026-04-15 (Avg),5.37%/5.9%,"8.66%, 9.3 months","2026-04-13 (Price: 152.89), 8.66% above",161.9176 (Avg % Gain of Historic Winning trades)/218.156 (Function Specific Target)/168.08 (Horizontal)/218.156 (F-Stack 1)/349.4971 (F-Stack 2)/163.0572 (Backtested Max)/161.1015 (Backtested Min),2027-03-24 (Max)/2026-04-15 (Avg),134.62/128.828/136.9828/86.815/No F-Track Level/No F-Track Level/136.69,"82.35%, Past 25 years, 17",144.04,No Information,No Information,No Information,No Information,No Information,No Information,15.89%/14.5%/15.08%,"22.84%, 26.76%",1.2 year/1.5 month/6.5 months,6.94%,7.84%,-0.9%,-0.2,-0.16,69.84%/63/6.2 months (Across ALL Assets),72.92%/277/6.5 months (Across ALL Assets)
FRACTAL TRACK,"NA.TO, Long, 2026-03-24 (Price: 179.48)",Daily,2026-04-13 (Price: 197.54),199.151 (Avg % Gain of Historic Winning trades)/197.4639 (Backtested Min),No Date Target,4.71%/4.88%,"10.06%, 20 days","2026-04-13 (Price: 197.54), 10.06% above",231.7 (Function Specific Target)/207.1743 (F-Stack 1)/217.2943 (F-Stack 2)/206.8507 (Backtested Max),2029-07-03 (Max)/2026-04-23 (Min)/2027-02-25 (Avg),175.12/82.9367/148.3746/134.0186/No F-Track Level/No F-Track Level/162.07,"100.0%, Past 5 years, 15",177.81,No Information,No Information,No Information,"23.66% (Price: 173.1163), 14.11% above, Upmove Bounce Back","2025-04-09 (Price: 106.67), 2026-02-27 (Price: 193.71)",No Information,15.25%/10.02%/10.96%,"-0.0%, 20.53%",2.3 years/21 days/7.8 months,25.56%,11.52%,14.04%,0.0,0.82,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets)
