Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2012-02-05,27.35,2012-09-02,28.84,Buy,149 days,Rise by -14.350000%,5.47,
2012-04-15,22.76,2012-04-22,25.5,Sell,4 days,Fall by -42.850000%,-12.06,
2012-09-23,33.88,2012-12-09,36.96,Buy,54 days,Rise by 12.340000%,9.09,
2012-11-25,38.06,2013-02-03,40.56,Buy,49 days,Rise by 47.920000%,6.57,
2013-04-21,53.17,2013-08-04,61.75,Buy,74 days,Rise by 17.680000%,16.14,
2014-01-26,80.62,2014-07-27,89.84,Buy,129 days,Rise by -10.610000%,11.44,
2014-03-23,72.07,2014-04-27,73.9,Sell,24 days,Fall by -39.790000%,-2.54,
2014-07-20,89.19,2014-08-24,103.96,Buy,24 days,Rise by 25.570000%,16.56,
2014-10-19,100.75,2014-11-02,112.0,Sell,9 days,Fall by 6.910000%,-11.17,
2014-11-16,102.06,2015-01-25,105.54,Sell,49 days,Fall by 3.560000%,-3.41,
2015-01-04,94.91,2015-01-25,105.54,Sell,14 days,Fall by -3.710000%,-11.2,
2015-08-23,105.33,2016-01-03,101.19,Sell,94 days,Fall by 12.810000%,3.93,
2015-09-27,100.14,2016-02-07,85.14,Sell,94 days,Fall by 17.120000%,14.98,
2015-10-04,98.28,2016-02-14,89.44,Sell,94 days,Fall by 15.550000%,8.99,
2016-04-17,98.29,2017-10-08,82.14,Buy,384 days,Rise by -12.350000%,-16.43,
2016-10-16,72.75,2017-02-26,69.94,Sell,94 days,Fall by 8.780000%,3.86,
2016-12-11,72.7,2017-03-12,68.19,Sell,64 days,Fall by 8.720000%,6.2,
2017-01-22,71.01,2017-03-12,68.19,Sell,34 days,Fall by 9.700000%,3.97,
2017-07-30,75.94,2017-10-01,81.02,Buy,44 days,Rise by 12.540000%,6.69,
2018-05-06,65.42,2018-07-08,75.21,Sell,44 days,Fall by -10.390000%,-14.96,
2018-07-15,77.38,2020-04-19,83.99,Buy,459 days,Rise by -0.220000%,8.54,
2018-10-28,69.74,2019-01-13,68.16,Sell,54 days,Fall by 10.210000%,2.27,
2018-12-30,61.88,2019-01-20,69.18,Sell,14 days,Fall by -2.180000%,-11.8,
2019-01-27,68.9,2020-04-19,83.99,Buy,319 days,Rise by 0.700000%,21.9,
2019-03-10,63.23,2019-06-23,69.38,Sell,74 days,Fall by 1.550000%,-9.73,
2019-05-05,67.13,2020-04-19,83.99,Buy,249 days,Rise by 3.350000%,25.12,
2019-05-26,66.89,2020-04-19,83.99,Buy,234 days,Rise by 0.520000%,25.56,
2019-06-16,66.36,2020-04-19,83.99,Buy,219 days,Rise by 1.330000%,26.57,
2019-09-15,66.52,2020-04-19,83.99,Buy,154 days,Rise by 1.080000%,26.26,
2019-09-22,66.42,2020-04-19,83.99,Buy,149 days,Rise by 1.230000%,26.45,
2019-11-17,65.07,2019-12-22,66.85,Buy,24 days,Rise by 23.280000%,2.74,
2019-12-01,67.24,2020-04-19,83.99,Buy,99 days,Rise by 19.300000%,24.91,
2020-11-01,58.15,2021-01-10,63.04,Sell,49 days,Fall by 1.860000%,-8.41,
2020-12-20,59.08,2021-01-10,63.04,Sell,14 days,Fall by -3.930000%,-6.7,
2021-05-02,63.47,2021-08-15,71.16,Sell,74 days,Fall by -2.220000%,-12.12,
2021-06-13,68.77,2021-09-12,70.99,Buy,64 days,Rise by 5.340000%,3.23,
2021-11-14,67.48,2021-12-19,72.21,Buy,24 days,Rise by 7.600000%,7.01,
2021-12-26,72.48,2022-10-16,66.17,Buy,209 days,Rise by -14.360000%,-8.71,
2022-02-13,62.07,2022-05-29,64.8,Sell,74 days,Fall by 5.700000%,-4.4,
2022-02-20,61.05,2022-05-29,64.8,Sell,69 days,Fall by 4.130000%,-6.14,
2022-06-12,60.74,2022-08-21,65.34,Sell,49 days,Fall by -1.560000%,-7.57,
2022-08-21,65.34,2022-11-13,81.82,Buy,59 days,Rise by 36.260000%,25.22,
2022-10-16,66.17,2022-11-20,83.62,Buy,24 days,Rise by 34.550000%,26.37,
2022-11-06,80.34,2022-12-11,87.97,Buy,24 days,Rise by 7.750000%,9.5,
2023-12-10,79.02,2024-01-21,87.29,Buy,29 days,Rise by -11.950000%,10.47,
2024-01-21,87.29,2024-12-15,91.86,Buy,234 days,Rise by -13.940000%,5.24,
2024-02-04,76.96,2024-03-10,75.12,Sell,24 days,Fall by 11.550000%,2.39,
2024-04-14,68.07,2024-06-16,65.06,Sell,44 days,Fall by 5.580000%,4.42,
2024-04-21,66.76,2024-07-21,72.56,Sell,64 days,Fall by -34.630000%,-8.69,
2024-04-28,65.42,2024-07-21,72.56,Sell,59 days,Fall by -37.390000%,-10.91,
2024-07-28,77.01,2024-09-29,83.61,Buy,44 days,Rise by 25.400000%,8.57,
2024-10-27,89.0,2024-12-22,92.57,Buy,39 days,Rise by 31.920000%,4.01,
2024-11-10,96.57,2025-03-16,111.44,Buy,89 days,Rise by 21.580000%,15.4,
