Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2003-06-30,6.94,2004-09-30,9.35,Buy,327 days,Rise by 34.580000%,34.58
2004-06-30,8.38,2005-06-30,11.0,Buy,260 days,Rise by 85.880000%,31.31
2005-07-31,11.2,2006-02-28,15.57,Buy,150 days,Rise by 38.960000%,38.96
2005-12-31,13.14,2006-09-30,17.19,Buy,194 days,Rise by 31.060000%,30.82
2007-10-31,23.1,2008-07-31,26.99,Buy,195 days,Rise by 19.770000%,16.87
2007-11-30,23.27,2008-07-31,26.99,Buy,173 days,Rise by 18.870000%,15.99
2010-04-30,19.86,2010-09-30,17.8,Sell,108 days,Fall by 10.320000%,10.32
2010-05-31,17.96,2010-10-31,19.84,Sell,109 days,Fall by -8.020000%,-10.44
2010-06-30,17.14,2010-10-31,19.84,Sell,87 days,Fall by -13.190000%,-15.72
2010-08-31,15.92,2010-10-31,19.84,Sell,43 days,Fall by -21.900000%,-24.63
2015-09-30,98.19,2016-04-30,88.21,Sell,152 days,Fall by 11.140000%,10.16
2017-03-31,67.92,2017-08-31,83.71,Sell,108 days,Fall by -5.480000%,-23.25
2018-05-31,67.4,2019-02-28,65.02,Sell,194 days,Fall by 7.200000%,3.53
2020-03-31,74.76,2022-04-30,59.34,Buy,543 days,Rise by -10.710000%,-20.63
2020-10-31,58.15,2021-06-30,68.86,Sell,171 days,Fall by -11.570000%,-18.42
2021-06-30,68.86,2023-02-28,80.53,Buy,433 days,Rise by -12.290000%,16.95
2022-03-31,59.45,2022-10-31,78.46,Sell,151 days,Fall by -26.060000%,-31.98
2022-11-30,87.83,2024-05-31,64.27,Buy,391 days,Rise by -12.400000%,-26.82
2025-07-31,112.29,2025-07-31,112.29,Buy,0 days,Rise by 6.680000%,0.0
