Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2006-12-31,35.9854,2007-03-04,34.0714,2006-05-14-2006-07-23,29.3084-29.3084,Sell,44 days,5.32%,Fall by -6.09%,5.32%
2007-10-07,42.2468,2007-10-14,40.4675,2006-07-23-2007-09-30,26.6932-48.5942,Sell,4 days,4.21%,Fall by 13.74%,9.53%
2008-04-06,34.0519,2011-03-27,55.9091,2005-11-13-2007-09-30,26.3279-48.5942,Buy,774 days,64.19%,Rise by -11.57%,73.72%
2008-06-22,32.2208,2008-07-06,30.974,2007-09-30-2008-03-23,30.4545-46.7825,Sell,9 days,3.87%,Fall by 15.93%,77.59%
2009-11-15,39.5974,2024-03-31,970.47,2006-07-23-2007-09-30,26.6932-48.5942,Buy,3749 days,2350.84%,Rise by 11.83%,2428.43%
2009-11-22,39.1299,2009-12-20,43.4026,2007-09-30-2008-11-23,19.5584-46.7825,Sell,19 days,-10.92%,Fall by 7.75%,2417.51%
2010-02-14,40.8442,2010-03-28,45.8571,2008-05-18-2008-11-23,19.5584-37.4935,Sell,29 days,-12.27%,Fall by 15.26%,2405.24%
2010-05-09,38.4545,2010-05-30,36.7013,2008-11-23-2010-04-18,16.4156-47.1948,Sell,14 days,4.56%,Fall by 7.82%,2409.8%
2010-06-13,38.2338,2011-04-03,57.5325,2008-11-23-2010-04-18,16.4156-47.1948,Buy,209 days,50.48%,Rise by -10.7%,2460.27%
2011-03-20,53.1039,2011-05-08,52.3766,2010-09-05-2011-03-06,32.0-59.6364,Sell,34 days,1.37%,Fall by 13.27%,2461.64%
2011-04-10,55.013,2011-04-17,52.0,2010-04-18-2010-09-05,35.2468-44.4156,Sell,4 days,5.48%,Fall by 11.64%,2467.12%
2011-05-08,52.3766,2012-06-03,56.8831,2010-09-05-2011-03-06,32.0-59.6364,Buy,279 days,8.6%,Rise by 34.38%,2475.72%
2011-05-29,49.4416,2011-06-12,47.4935,2006-07-23-2011-03-06,26.6932-59.6364,Sell,9 days,3.94%,Fall by 10.06%,2479.66%
2011-06-12,47.4935,2011-06-19,45.9481,2008-11-23-2011-03-06,16.4156-59.6364,Sell,4 days,3.25%,Fall by 7.04%,2482.92%
2011-08-28,44.7922,2012-05-20,58.2857,2006-07-23-2011-03-06,26.6932-59.6364,Buy,189 days,30.12%,Rise by 31.15%,2513.04%
2011-10-23,52.5974,2012-05-27,59.7403,2008-11-23-2011-03-06,16.4156-59.6364,Buy,154 days,13.58%,Rise by 27.96%,2526.62%
2011-12-04,52.8052,2011-12-11,54.026,2011-03-06-2011-08-14,46.7013-56.0,Sell,4 days,-2.31%,Fall by -5.29%,2524.31%
2013-03-10,69.73,2013-04-07,66.71,2012-08-05-2012-12-09,63.52-72.0519,Sell,19 days,4.33%,Fall by -14.56%,2528.64%
2013-12-01,93.38,2015-02-15,104.48,2006-07-23-2013-10-06,26.6932-101.85,Buy,314 days,11.89%,Rise by 7.48%,2540.53%
