Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
1997-10-31,17.8369,1997-11-30,15.2192,1996-09-30-1997-09-30,4.0026-26.2378,Sell,20 days,14.68%,Fall by 43.6%,14.68%
2000-03-31,54.4237,2000-05-31,51.9582,1998-10-31-2000-03-31,6.3007-73.4172,Sell,43 days,4.53%,Fall by 21.79%,19.21%
2000-08-31,55.7021,2000-09-30,47.2098,1997-09-30-1998-10-31,12.9667-20.3937,Sell,21 days,15.25%,Fall by 34.43%,34.45%
2001-11-30,25.4367,2001-11-30,25.4367,1998-10-31-2000-03-31,6.3007-73.4172,Buy,0 days,0.0%,Rise by 0%,34.45%
2002-06-30,22.0909,2002-07-31,17.3133,2001-09-30-2002-04-30,13.8945-37.6948,Sell,22 days,21.63%,Fall by 29.45%,56.08%
2002-12-31,12.2143,2002-12-31,12.2143,1996-09-30-2000-03-31,4.0026-73.4172,Buy,0 days,0.0%,Rise by 0%,56.08%
2004-04-30,22.7484,2004-05-31,25.7289,2002-10-31-2004-01-31,7.2321-33.1218,Sell,21 days,-13.1%,Fall by 19.08%,42.98%
2004-10-31,20.8198,2005-06-30,22.8799,1996-09-30-1997-09-30,4.0026-26.2378,Buy,173 days,9.89%,Rise by 44.32%,52.87%
2005-06-30,22.8799,2006-08-31,32.2305,2002-10-31-2004-01-31,7.2321-33.1218,Buy,305 days,40.87%,Rise by 15.5%,93.74%
2006-05-31,29.7175,2006-09-30,34.013,2002-10-31-2006-01-31,7.2321-34.539,Sell,87 days,-14.45%,Fall by 8.06%,79.29%
2006-09-30,34.013,2008-03-31,32.2208,2004-09-30-2006-01-31,18.0146-34.539,Buy,390 days,-5.27%,Rise by -29.02%,74.02%
2008-01-31,34.5325,2008-02-29,31.2727,2004-09-30-2007-09-30,18.0146-48.5942,Sell,21 days,9.44%,Fall by 26.87%,83.46%
2008-02-29,31.2727,2008-04-30,36.8312,2000-03-31-2002-10-31,13.0617-51.9278,Sell,43 days,-17.77%,Fall by 37.91%,65.68%
2008-05-31,38.9091,2008-05-31,38.9091,2002-10-31-2006-01-31,7.2321-34.539,Buy,0 days,0.0%,Rise by 0%,65.68%
2008-07-31,29.5974,2008-09-30,22.8701,2001-09-30-2007-09-30,13.8945-48.5942,Sell,43 days,22.73%,Fall by 14.08%,88.41%
2008-09-30,22.8701,2008-11-30,19.9091,2004-09-30-2005-02-28,18.0146-27.5114,Sell,43 days,12.95%,Fall by -61.32%,101.36%
2010-07-31,41.8052,2011-08-31,45.8052,2001-09-30-2007-09-30,13.8945-48.5942,Buy,282 days,9.57%,Rise by 63.03%,110.93%
2010-09-30,38.6104,2010-10-31,43.0649,2004-01-31-2008-11-30,24.7662-27.8912,Sell,21 days,-11.54%,Fall by -4.16%,99.39%
2010-10-31,43.0649,2011-06-30,48.0,2008-11-30-2010-04-30,16.4156-47.1948,Buy,173 days,11.46%,Rise by 55.57%,110.85%
2011-05-31,50.6623,2011-06-30,48.0,2004-09-30-2011-03-31,18.0146-59.6364,Sell,22 days,5.25%,Fall by -30.35%,116.1%
2011-06-30,48.0,2011-07-31,46.2987,2010-08-31-2011-03-31,32.0-59.6364,Sell,21 days,3.54%,Fall by -35.14%,119.65%
2011-10-31,54.4545,2014-01-31,84.63,2002-10-31-2011-03-31,7.2321-59.6364,Buy,589 days,55.41%,Rise by 27.41%,175.06%
2014-01-31,84.63,2014-03-31,93.36,2011-08-31-2013-10-31,39.8052-101.85,Sell,41 days,-10.32%,Fall by 5.76%,164.75%
2014-03-31,93.36,2014-04-30,81.39,2007-09-30-2008-11-30,24.7662-42.9838,Sell,22 days,12.82%,Fall by -8.1%,177.57%
2014-04-30,81.39,2014-06-30,93.27,2010-08-31-2013-10-31,32.0-101.85,Sell,43 days,-14.6%,Fall by 5.67%,162.97%
