Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
1997-12-31,16.4367,1998-03-31,22.5091,1996-09-30-1997-09-30,4.0026-26.2378,Sell,64 days,-36.94%,Fall by 34.01%,-36.94%
2000-03-31,54.4237,2000-06-30,64.4683,1998-12-31-2000-03-31,6.3007-73.4172,Sell,65 days,-18.46%,Fall by 50.85%,-55.4%
2000-12-31,32.9647,2001-03-31,31.6863,1996-09-30-2000-03-31,4.0026-73.4172,Sell,64 days,3.88%,Fall by 21.38%,-51.52%
2002-03-31,37.0666,2002-03-31,37.0666,1998-12-31-2000-03-31,6.3007-73.4172,Buy,0 days,0.0%,Rise by 0%,-51.52%
2003-06-30,13.9821,2022-12-31,546.4,1996-09-30-2000-03-31,4.0026-73.4172,Buy,5089 days,3807.85%,Rise by 87.18%,3756.33%
2004-06-30,24.9984,2004-09-30,18.8036,2002-12-31-2004-03-31,7.2321-33.1218,Sell,66 days,24.78%,Fall by -91.38%,3781.11%
2005-03-31,24.5016,2008-09-30,22.8701,1996-09-30-1997-09-30,4.0026-26.2378,Buy,913 days,-6.66%,Rise by 101.02%,3774.45%
2008-06-30,31.6883,2008-09-30,22.8701,2002-12-31-2007-09-30,7.2321-48.5942,Sell,66 days,27.83%,Fall by -117.72%,3802.28%
2008-12-31,23.4675,2009-03-31,22.7403,2000-03-31-2002-12-31,17.7516-45.7488,Sell,64 days,3.1%,Fall by -56.88%,3805.38%
2011-03-31,57.7922,2016-06-30,99.21,2002-12-31-2007-09-30,7.2321-48.5942,Buy,1370 days,71.67%,Rise by 89.52%,3877.05%
2011-06-30,48.0,2011-09-30,44.8571,2008-12-31-2011-03-31,16.4156-59.6364,Sell,66 days,6.55%,Fall by -43.54%,3883.59%
2012-03-31,65.1169,2025-06-30,801.39,2002-12-31-2011-03-31,7.2321-59.6364,Buy,3455 days,1130.69%,Rise by 32.17%,5014.29%
2015-09-30,87.98,2016-03-31,100.39,2008-12-31-2015-06-30,16.4156-114.14,Sell,131 days,-14.11%,Fall by -97.2%,5000.18%
2016-09-30,109.58,2022-09-30,415.35,2008-12-31-2015-06-30,16.4156-114.14,Buy,1565 days,279.04%,Rise by 66.87%,5279.22%
2018-09-30,188.02,2018-12-31,155.62,2016-03-31-2018-09-30,77.17-221.66,Sell,65 days,17.23%,Fall by -296.71%,5296.45%
2018-12-31,155.62,2019-03-31,188.05,2002-12-31-2018-09-30,7.2321-221.66,Sell,64 days,-20.84%,Fall by -267.37%,5275.61%
2022-03-31,667.93,2022-06-30,475.88,2018-12-31-2021-09-30,144.5-895.93,Sell,65 days,28.75%,Fall by -75.1%,5304.37%
2022-06-30,475.88,2022-09-30,415.35,1996-09-30-2021-09-30,4.0026-895.93,Sell,66 days,12.72%,Fall by -66.87%,5317.09%
2022-09-30,415.35,2022-12-31,546.4,2008-12-31-2021-09-30,16.4156-895.93,Sell,65 days,-31.55%,Fall by -21.27%,5285.54%
2024-09-30,833.25,2024-12-31,693.08,2016-03-31-2024-09-30,77.17-1110.09,Sell,66 days,16.82%,Fall by -52.83%,5302.36%
2024-12-31,693.08,2025-03-31,662.63,2018-12-31-2024-09-30,144.5-1110.09,Sell,64 days,4.39%,Fall by -59.85%,5306.75%
2025-11-03,1059.23,2025-11-03,1059.23,2016-03-31-2021-09-30,77.17-895.93,Buy,0 days,0.0%,Rise by 0%,5306.75%
