Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2012-09-16,45.42,2012-12-16,48.23,Buy,64 days,Rise by 16.400000%,6.19,
2013-09-15,66.64,2013-11-10,73.45,Buy,39 days,Rise by 25.260000%,10.21,
2013-12-22,81.7,2014-11-30,87.29,Buy,244 days,Rise by -10.380000%,6.84,
2014-04-06,72.18,2014-05-25,76.45,Sell,34 days,Fall by -1.690000%,-5.92,
2015-04-05,87.03,2015-06-21,94.81,Sell,54 days,Fall by -4.020000%,-8.94,
2016-01-17,88.71,2016-03-20,92.31,Sell,44 days,Fall by 0.170000%,-4.06,
2016-06-26,91.47,2016-08-07,96.88,Sell,29 days,Fall by -34.510000%,-5.91,
2016-09-11,98.15,2016-10-16,100.88,Buy,24 days,Rise by 8.910000%,2.78,
2016-09-25,101.66,2017-01-01,103.25,Buy,69 days,Rise by 8.160000%,1.56,
2016-10-30,106.9,2017-03-12,111.21,Buy,94 days,Rise by 2.860000%,4.03,
2017-04-30,116.32,2017-06-18,121.96,Buy,34 days,Rise by 57.530000%,4.85,
2017-05-07,117.5,2017-06-18,121.96,Buy,29 days,Rise by 55.950000%,3.8,
2017-05-28,121.63,2017-08-06,129.82,Buy,49 days,Rise by 50.650000%,6.73,
2017-07-23,129.27,2017-09-17,141.58,Buy,39 days,Rise by 41.750000%,9.52,
2017-09-24,141.89,2017-11-05,149.29,Buy,29 days,Rise by 29.140000%,5.22,
2018-01-28,170.34,2018-05-13,193.35,Buy,74 days,Rise by 21.350000%,13.51,
2018-10-21,203.06,2018-12-02,201.07,Sell,29 days,Fall by 13.730000%,0.98,
2018-11-25,182.6,2018-12-02,201.07,Sell,4 days,Fall by -47.390000%,-10.12,
2019-02-03,213.77,2019-03-10,221.87,Buy,24 days,Rise by 31.950000%,3.79,
2019-10-27,270.19,2019-12-15,296.09,Sell,34 days,Fall by 21.750000%,-9.59,
2020-01-19,323.66,2020-09-13,330.15,Buy,169 days,Rise by -11.320000%,2.01,
2020-02-02,315.94,2020-09-06,335.01,Buy,154 days,Rise by -33.080000%,6.04,
2020-03-08,287.01,2020-03-29,247.65,Sell,14 days,Fall by -0.570000%,13.71,
2020-11-01,288.64,2020-11-15,335.03,Sell,9 days,Fall by -9.580000%,-16.07,
2021-04-25,387.06,2022-03-06,330.76,Buy,224 days,Rise by 1.600000%,-14.55,
2021-08-15,362.75,2021-09-26,358.16,Sell,29 days,Fall by 10.640000%,1.27,
2021-11-28,324.17,2021-12-26,360.58,Sell,19 days,Fall by -0.190000%,-11.23,
2021-12-05,322.11,2021-12-26,360.58,Sell,14 days,Fall by -0.830000%,-11.94,
2022-02-06,382.2,2023-02-26,353.12,Buy,274 days,Rise by -12.930000%,-7.61,
2022-12-04,360.06,2023-02-05,373.91,Buy,44 days,Rise by 4.500000%,3.85,
2023-01-08,367.67,2023-07-09,388.68,Buy,129 days,Rise by 4.870000%,5.71,
2023-01-22,376.28,2023-07-30,392.96,Buy,134 days,Rise by 2.470000%,4.43,
2023-04-23,375.24,2023-07-23,397.49,Buy,64 days,Rise by 7.270000%,5.93,
2023-08-06,391.35,2023-11-19,400.3,Sell,74 days,Fall by 6.970000%,-2.29,
2023-09-03,415.57,2024-01-14,429.1,Buy,94 days,Rise by -12.390000%,3.26,
2023-10-29,364.08,2023-11-19,400.3,Sell,14 days,Fall by -21.840000%,-9.95,
2024-08-11,456.78,2024-09-15,493.36,Buy,24 days,Rise by 16.670000%,8.01,
2025-01-26,533.49,2025-03-02,576.31,Buy,24 days,Rise by 10.620000%,8.03,
2025-06-08,590.12,2025-06-08,590.12,Buy,0 days,Rise by 1.500000%,0.0,
