Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2008-10-31,14.78,2009-02-28,15.8,Sell,85 days,Fall by -34.190000%,-6.91
2010-06-30,19.95,2010-10-31,24.01,Sell,87 days,Fall by -146.220000%,-20.31
2011-04-30,27.59,2011-10-31,34.72,Buy,129 days,Rise by 35.760000%,25.86
2011-06-30,30.13,2012-02-29,42.0,Buy,173 days,Rise by 24.290000%,39.38
2013-01-31,51.84,2013-07-31,61.06,Buy,128 days,Rise by 61.160000%,17.79
2013-05-31,57.02,2013-11-30,76.08,Buy,130 days,Rise by 46.510000%,33.42
2013-07-31,61.06,2014-01-31,75.68,Buy,131 days,Rise by 36.820000%,23.94
2017-05-31,122.88,2017-11-30,150.47,Buy,130 days,Rise by 81.160000%,22.45
2017-09-30,141.2,2018-04-30,178.27,Buy,149 days,Rise by 57.660000%,26.25
2021-11-30,314.92,2022-01-31,386.38,Sell,43 days,Fall by -0.180000%,-22.69
2022-09-30,284.34,2022-11-30,356.4,Sell,42 days,Fall by -55.150000%,-25.34
2023-10-31,376.35,2024-01-31,449.23,Sell,65 days,Fall by -17.220000%,-19.36
2024-01-31,449.23,2024-12-31,526.57,Buy,238 days,Rise by 28.290000%,17.22
2024-02-29,474.76,2025-01-31,555.43,Buy,240 days,Rise by 21.390000%,16.99
2025-02-28,576.31,2025-02-28,576.31,Buy,0 days,Rise by -4.220000%,0.0
