Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2007-03-31,20.1,2008-12-31,9.46,Sell,456 days,Fall by 17.810000%,52.95
2008-03-31,16.52,2009-06-30,12.22,Sell,325 days,Fall by 42.760000%,26.03
2012-12-31,17.35,2013-09-30,22.22,Sell,194 days,Fall by -76.960000%,-28.07
2013-06-30,21.17,2014-09-30,28.95,Buy,325 days,Rise by 48.020000%,36.73
2013-09-30,22.22,2014-12-31,30.96,Buy,326 days,Rise by 41.070000%,39.37
2016-12-31,40.91,2018-03-31,60.02,Buy,324 days,Rise by 61.680000%,46.72
2017-06-30,46.73,2018-09-30,61.68,Buy,325 days,Rise by 79.100000%,31.99
2021-03-31,141.33,2024-06-30,246.63,Buy,847 days,Rise by 27.910000%,74.51
2024-06-30,246.63,2024-06-30,246.63,Buy,0 days,Rise by -23.700000%,0.0
2025-11-03,306.55,2025-11-03,306.55,Buy,0 days,Rise by 0.000000%,0.0
