Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2003-05-31,32.86,2003-12-31,36.73,Buy,151 days,Rise by 27.660000%,11.78
2004-02-29,41.02,2006-11-30,46.28,Buy,717 days,Rise by -3.140000%,12.82
2004-11-30,37.65,2005-06-30,35.32,Sell,151 days,Fall by 9.990000%,6.19
2005-11-30,38.25,2006-05-31,42.64,Buy,129 days,Rise by 18.640000%,11.48
2007-01-31,50.93,2008-09-30,46.7,Buy,433 days,Rise by -13.590000%,-8.31
2007-07-31,44.01,2008-04-30,47.65,Sell,195 days,Fall by 7.630000%,-8.27
2007-12-31,43.65,2008-04-30,47.65,Sell,86 days,Fall by 21.400000%,-9.16
2008-06-30,34.31,2008-07-31,40.63,Sell,22 days,Fall by 25.650000%,-18.42
2009-02-28,22.85,2009-03-31,26.58,Sell,20 days,Fall by -70.420000%,-16.32
2011-06-30,40.94,2011-12-31,33.25,Sell,131 days,Fall by 24.350000%,18.78
2013-02-28,48.92,2013-09-30,51.69,Buy,151 days,Rise by 13.920000%,5.66
2015-06-30,67.76,2017-03-31,87.84,Buy,457 days,Rise by -12.190000%,29.63
2015-07-31,68.53,2017-03-31,87.84,Buy,434 days,Rise by -13.180000%,28.18
2016-12-31,86.29,2017-10-31,100.61,Buy,215 days,Rise by 34.050000%,16.6
2018-01-31,115.67,2020-05-31,97.31,Buy,607 days,Rise by -15.600000%,-15.87
2019-11-30,131.76,2021-06-30,155.54,Buy,411 days,Rise by -27.320000%,18.05
2020-12-31,127.07,2021-05-31,164.24,Buy,106 days,Rise by 29.250000%,29.25
2021-10-31,169.89,2023-11-30,156.08,Buy,542 days,Rise by -19.760000%,-8.13
2023-10-31,139.06,2023-12-31,170.1,Sell,43 days,Fall by -123.730000%,-22.32
2024-01-31,174.36,2024-06-30,202.26,Buy,107 days,Rise by 28.930000%,16.0
2024-08-31,224.8,2025-08-31,301.42,Buy,259 days,Rise by 18.910000%,34.08
2025-08-31,301.42,2025-08-31,301.42,Buy,0 days,Rise by 3.220000%,0.0
