Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2002-11-30,20.56,2003-09-30,31.69,Buy,215 days,Rise by 98.980000%,54.15,
2003-06-30,23.2,2003-11-30,34.78,Buy,109 days,Rise by 76.320000%,49.91,
2005-07-31,50.22,2005-12-31,63.5,Buy,109 days,Rise by 464.110000%,26.44,
2010-06-30,249.12,2013-05-31,184.31,Buy,761 days,Rise by -15.650000%,-26.02,
2011-03-31,239.81,2013-05-31,184.31,Buy,565 days,Rise by -25.400000%,-23.14,
2011-07-31,189.26,2012-01-31,186.78,Sell,130 days,Fall by 16.310000%,1.31,
2011-08-31,178.89,2012-01-31,186.78,Sell,108 days,Fall by 1.240000%,-4.41,
2012-08-31,175.19,2013-12-31,204.63,Buy,346 days,Rise by 15.690000%,16.81,
2012-09-30,191.37,2014-07-31,230.06,Buy,477 days,Rise by 4.160000%,20.22,
2013-06-30,197.18,2014-07-31,230.06,Buy,282 days,Rise by 23.430000%,16.68,
2013-07-31,199.34,2014-07-31,230.06,Buy,260 days,Rise by 22.090000%,15.41,
2016-09-30,247.72,2017-06-30,315.44,Buy,194 days,Rise by 28.740000%,27.34,
2017-03-31,301.94,2017-10-31,430.12,Buy,151 days,Rise by 42.460000%,42.46,
2018-08-31,567.64,2019-09-30,609.06,Buy,280 days,Rise by 12.170000%,7.3,
2020-08-31,960.24,2021-12-31,1092.9,Buy,348 days,Rise by -11.470000%,13.82,
2023-01-31,1086.3,2023-07-31,1274.62,Sell,128 days,Fall by -10.480000%,-17.34,
2023-02-28,1071.86,2023-07-31,1274.62,Sell,108 days,Fall by -11.960000%,-18.92,
2024-02-29,1460.8,2025-11-03,1484.7,Buy,436 days,Rise by -11.540000%,1.64,
2024-11-30,1292.2,2025-04-30,1405.0,Sell,106 days,Fall by -14.900000%,-8.73,
2025-08-31,1357.2,2025-08-31,1357.2,Sell,0 days,Fall by -9.390000%,0.0,
