Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2011-11-06,2.15,2012-03-18,2.35,Buy,94 days,Rise by -13.650000%,9.32,
2013-04-28,3.41,2013-06-02,6.52,Buy,24 days,Rise by 272.860000%,90.94,
2014-10-19,15.17,2015-02-01,13.57,Sell,74 days,Fall by 15.130000%,10.5,
2014-12-14,13.8,2015-03-29,12.33,Sell,74 days,Fall by 10.630000%,10.63,
2015-11-01,13.8,2016-01-03,16.0,Sell,44 days,Fall by 21.420000%,-15.99,
2015-12-13,14.47,2016-02-07,10.84,Sell,39 days,Fall by 11.900000%,25.08,
2016-01-24,13.5,2016-02-28,12.69,Sell,24 days,Fall by -2.500000%,6.03,
2016-02-07,10.84,2016-02-28,12.69,Sell,14 days,Fall by -27.680000%,-17.06,
2016-04-10,16.67,2017-03-19,17.43,Buy,244 days,Rise by -10.810000%,4.57,
2016-05-29,14.87,2017-02-05,16.76,Buy,179 days,Rise by 5.270000%,12.68,
2016-06-26,12.88,2016-07-31,15.65,Sell,24 days,Fall by -0.680000%,-21.56,
2016-11-20,12.33,2016-12-25,14.22,Sell,24 days,Fall by -31.710000%,-15.31,
2016-12-25,14.22,2017-02-05,16.76,Buy,29 days,Rise by 27.600000%,17.81,
2017-02-19,18.15,2017-04-30,20.94,Buy,49 days,Rise by 40.850000%,15.37,
2017-03-26,17.54,2017-04-30,20.94,Buy,24 days,Rise by 45.710000%,19.35,
2017-04-09,20.17,2017-06-04,22.66,Buy,39 days,Rise by 26.740000%,12.33,
2017-08-06,23.79,2018-07-22,20.91,Buy,249 days,Rise by -10.100000%,-12.14,
2017-11-12,20.2,2018-02-25,23.47,Sell,74 days,Fall by -2.450000%,-16.19,
2018-03-25,20.1,2018-06-10,21.18,Sell,54 days,Fall by 1.450000%,-5.35,
2018-06-17,23.88,2020-01-12,31.88,Buy,409 days,Rise by -0.750000%,33.5,
2018-08-12,23.7,2020-01-12,31.88,Buy,369 days,Rise by -25.520000%,34.5,
2018-10-07,17.46,2018-10-28,22.06,Sell,14 days,Fall by -0.980000%,-26.32,
2019-05-26,12.71,2019-06-16,14.33,Sell,14 days,Fall by -10.890000%,-12.74,
2019-10-27,21.88,2020-01-05,29.53,Buy,49 days,Rise by 174.590000%,35.01,
2019-12-29,28.69,2020-02-02,43.37,Buy,24 days,Rise by 109.350000%,51.16,
2020-06-14,62.35,2020-07-19,100.06,Buy,24 days,Rise by 136.660000%,60.47,
2021-07-18,214.74,2021-09-19,253.16,Sell,44 days,Fall by -44.760000%,-17.89,
2022-10-16,204.99,2022-12-11,179.05,Sell,39 days,Fall by 12.650000%,12.65,
2023-05-28,193.17,2023-06-25,256.6,Buy,19 days,Rise by 45.660000%,32.84,
2023-06-04,213.97,2023-07-09,274.43,Buy,24 days,Rise by 28.240000%,28.26,
2024-07-14,248.23,2024-12-08,389.22,Buy,104 days,Rise by -13.750000%,56.8,
2024-08-25,220.32,2024-11-24,352.56,Buy,64 days,Rise by 98.000000%,60.02,
2024-09-22,238.25,2024-11-24,352.56,Buy,44 days,Rise by 83.100000%,47.98,
2024-10-27,269.19,2024-12-08,389.22,Buy,29 days,Rise by 62.050000%,44.59,
2025-03-16,249.98,2025-04-27,284.95,Sell,29 days,Fall by -21.060000%,-13.99,
2025-03-30,263.55,2025-05-25,339.34,Buy,39 days,Rise by 32.790000%,28.76,
