Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2007-07-31,22.28,2008-07-31,23.07,Sell,261 days,Fall by 4.150000%,-3.58,
2008-04-30,20.81,2008-11-30,17.42,Sell,152 days,Fall by 16.280000%,16.28,
2008-10-31,18.95,2009-03-31,17.2,Sell,106 days,Fall by 16.540000%,9.23,
2008-11-30,17.42,2009-03-31,17.2,Sell,85 days,Fall by 6.600000%,1.29,
2009-09-30,20.3,2011-11-30,19.86,Buy,564 days,Rise by -15.520000%,-2.19,
2012-11-30,24.6,2013-04-30,31.21,Buy,106 days,Rise by 26.840000%,26.84,
2014-03-31,37.72,2015-09-30,32.95,Buy,391 days,Rise by -0.690000%,-12.65,
2014-07-31,36.33,2015-05-31,38.46,Sell,216 days,Fall by 7.070000%,-5.86,
2015-01-31,33.76,2015-11-30,33.49,Sell,214 days,Fall by 2.400000%,0.8,
2016-06-30,32.95,2017-08-31,31.75,Buy,304 days,Rise by -15.750000%,-3.64,
2017-04-30,32.7,2019-10-31,37.62,Buy,652 days,Rise by -11.560000%,15.05,
2018-04-30,27.8,2018-11-30,32.43,Sell,153 days,Fall by -43.850000%,-16.65,
2018-08-31,30.96,2019-05-31,32.88,Buy,194 days,Rise by 11.920000%,6.2,
2019-02-28,34.65,2020-01-31,41.8,Buy,240 days,Rise by 20.630000%,20.63,
2019-10-31,37.62,2020-07-31,43.1,Buy,195 days,Rise by 15.550000%,14.57,
2020-01-31,41.8,2020-08-31,43.7,Buy,150 days,Rise by 4.550000%,4.55,
2021-07-31,48.26,2022-08-31,40.44,Buy,281 days,Rise by 7.110000%,-16.2,
2022-05-31,42.54,2023-03-31,35.86,Sell,217 days,Fall by 15.260000%,15.7,
2022-06-30,41.71,2023-04-30,39.22,Sell,216 days,Fall by 13.570000%,5.97,
2023-03-31,35.86,2023-12-31,36.23,Sell,195 days,Fall by 9.840000%,-1.03,
2023-05-31,39.59,2024-12-31,34.88,Buy,413 days,Rise by -18.340000%,-11.9,
2023-10-31,32.33,2024-07-31,40.51,Sell,195 days,Fall by 7.760000%,-25.3,
