Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,37.875,2001-03-25,30.1,Buy,89 Days,29.16,Rise by 3.55%,-20.53%,-20.53%,
2000-12-24,36.875,2000-12-31,39.2188,Sell,4 Days,-20.0,Fall by 6.1%,-6.36%,-26.88%,
2001-03-25,30.1,2001-04-22,29.0,Sell,19 Days,-19.44,Fall by -3.99%,3.65%,-23.23%,
2001-09-23,33.5,2001-09-30,36.395,Sell,4 Days,-13.51,Fall by -12.58%,-8.64%,-31.87%,
2001-11-11,38.655,2002-02-03,41.285,Sell,59 Days,-7.69,Fall by -15.83%,-6.8%,-38.68%,
2002-05-12,46.2,2002-06-02,44.775,Sell,14 Days,-10.53,Fall by 19.42%,3.08%,-35.59%,
2003-01-12,43.065,2003-03-02,40.93,Sell,34 Days,-4.76,Fall by 6.0%,4.96%,-30.63%,
2004-03-28,51.975,2004-06-13,55.26,Sell,54 Days,-11.11,Fall by -0.34%,-6.32%,-36.95%,
2004-05-16,53.205,2004-09-05,56.55,Sell,79 Days,-10.53,Fall by 1.98%,-6.29%,-43.24%,
2005-03-27,52.6,2005-05-22,56.48,Sell,39 Days,-18.71,Fall by -0.42%,-7.38%,-50.62%,
2005-05-29,55.76,2007-09-16,67.81,Buy,599 Days,20.72,Rise by -0.23%,21.61%,-29.01%,
2005-08-21,54.54,2005-10-02,59.46,Sell,29 Days,-11.11,Fall by -0.5%,-9.02%,-38.03%,
2006-01-08,58.64,2006-03-12,62.25,Sell,44 Days,-10.87,Fall by 8.0%,-6.16%,-44.18%,
2006-04-23,56.34,2006-05-21,54.15,Sell,19 Days,-7.1,Fall by 4.24%,3.89%,-40.3%,
2008-03-30,69.44,2008-10-26,58.87,Buy,149 Days,8.0,Rise by -12.89%,-15.22%,-55.52%,
2009-03-22,45.59,2009-07-19,55.92,Buy,84 Days,6.79,Rise by 16.65%,22.66%,-32.86%,
2011-03-20,60.6,2011-05-01,64.9,Sell,29 Days,-11.63,Fall by -3.28%,-7.1%,-39.96%,
2012-04-15,65.81,2012-05-13,63.68,Sell,19 Days,-13.42,Fall by 6.47%,3.24%,-36.72%,
2013-05-12,78.76,2018-12-16,96.64,Buy,1459 Days,13.36,Rise by 3.54%,22.7%,-14.02%,
2013-08-25,80.01,2013-09-08,77.15,Sell,9 Days,-13.9,Fall by 4.99%,3.57%,-10.44%,
2015-08-02,76.7,2015-08-23,71.84,Sell,14 Days,-19.6,Fall by 10.35%,6.34%,-4.11%,
2016-01-17,74.98,2016-01-31,81.69,Sell,9 Days,-27.63,Fall by -6.86%,-8.95%,-13.06%,
2016-11-20,82.0,2019-02-17,98.48,Buy,584 Days,20.08,Rise by 6.65%,20.1%,7.04%,
2018-04-15,78.37,2018-04-22,73.8,Sell,4 Days,-16.67,Fall by -0.88%,5.83%,12.87%,
2021-01-24,130.0,2021-12-19,157.46,Buy,234 Days,8.07,Rise by 5.58%,21.12%,34.0%,
2021-10-03,139.58,2021-12-05,149.88,Sell,44 Days,-12.57,Fall by -11.97%,-7.38%,26.62%,
2023-06-11,146.56,2024-11-24,176.28,Buy,379 Days,20.25,Rise by 7.14%,20.28%,46.9%,
2025-01-19,161.13,2025-03-02,173.84,Sell,29 Days,-15.14,Fall by -1.63%,-7.89%,39.01%,
2025-07-06,160.83,2025-07-06,160.83,Buy,0 Days,11.9,Rise by 0%,0.0%,39.01%,
