Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,20.5625,2000-12-03,15.4375,Buy,9 Days,29.16,Rise by -30.4%,-24.92%,-24.92%
2000-12-24,14.3125,2000-12-31,13.8125,Sell,4 Days,-20.0,Fall by -40.09%,3.49%,-21.43%
2001-03-25,29.44,2001-04-01,26.54,Sell,4 Days,-19.44,Fall by 16.2%,9.85%,-11.58%
2001-09-23,9.3,2001-09-30,8.15,Sell,4 Days,-13.51,Fall by -38.17%,12.37%,0.79%
2001-11-11,12.39,2001-11-18,13.65,Sell,4 Days,-7.69,Fall by -3.71%,-10.17%,-9.38%
2002-05-12,11.04,2002-05-19,12.2,Sell,4 Days,-10.53,Fall by 13.04%,-10.51%,-19.89%
2003-01-12,7.41,2003-01-19,6.03,Sell,4 Days,-4.76,Fall by 31.17%,18.62%,-1.27%
2004-03-28,15.51,2004-04-04,17.45,Sell,4 Days,-11.11,Fall by 10.57%,-12.51%,-13.78%
2004-05-16,13.87,2004-05-30,15.55,Sell,9 Days,-10.53,Fall by 12.62%,-12.11%,-25.89%
2005-03-27,16.12,2005-04-10,17.09,Sell,9 Days,-18.71,Fall by 11.72%,-6.02%,-31.91%
2005-05-29,16.21,2005-07-17,20.01,Buy,34 Days,20.72,Rise by 26.4%,23.44%,-8.46%
2005-08-21,20.55,2005-09-11,23.85,Sell,14 Days,-11.11,Fall by -3.11%,-16.06%,-24.52%
2006-01-08,33.78,2006-01-29,39.85,Sell,14 Days,-10.87,Fall by 6.07%,-17.97%,-42.49%
2006-04-23,31.73,2006-05-07,34.43,Sell,9 Days,-7.1,Fall by 15.69%,-8.51%,-51.0%
2008-03-30,5.91,2008-05-18,7.26,Buy,34 Days,8.0,Rise by 22.84%,22.84%,-28.16%
2009-03-22,2.67,2009-03-29,3.37,Buy,4 Days,6.79,Rise by 73.41%,26.22%,-1.94%
2011-03-20,8.55,2011-04-17,8.27,Sell,19 Days,-11.63,Fall by 11.23%,3.27%,1.33%
2012-04-15,7.73,2012-04-29,7.33,Sell,9 Days,-13.42,Fall by 22.25%,5.17%,6.51%
2013-05-12,3.95,2013-09-01,3.27,Buy,79 Days,13.36,Rise by 9.37%,-17.22%,-10.71%
2013-08-25,3.65,2013-09-01,3.27,Sell,4 Days,-13.9,Fall by 10.41%,10.41%,-0.3%
2015-08-02,1.93,2015-08-09,2.09,Sell,4 Days,-19.6,Fall by 11.4%,-8.29%,-8.59%
2016-01-17,2.03,2016-01-31,2.2,Sell,9 Days,-27.63,Fall by -225.62%,-8.37%,-16.96%
2016-11-20,8.71,2016-12-18,10.66,Buy,19 Days,20.08,Rise by 32.95%,22.39%,5.43%
2018-04-15,9.93,2018-04-29,11.11,Sell,9 Days,-16.67,Fall by -103.73%,-11.88%,-6.45%
2021-01-24,92.79,2021-03-07,78.52,Buy,29 Days,8.07,Rise by -15.38%,-15.38%,-21.83%
2021-10-03,102.45,2021-10-17,112.12,Sell,9 Days,-12.57,Fall by -34.46%,-9.44%,-31.27%
2023-06-11,124.92,2023-08-20,105.45,Buy,49 Days,20.25,Rise by -11.18%,-15.59%,-46.86%
2025-01-19,121.46,2025-02-02,115.95,Sell,9 Days,-15.14,Fall by 17.78%,4.54%,-42.32%
2025-07-06,137.91,2025-07-27,166.47,Buy,14 Days,11.9,Rise by 28.71%,20.71%,-21.61%
