Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2003-03-31,2.44,2006-03-31,4.14,784 days,2002-10-31/2.24,69.95%,69.95%,Rise by 4.68%,69.95%
Buy,2006-04-30,4.22,2007-06-30,3.37,304 days,2006-03-31/4.14,-20.14%,-20.14%,Rise by 2.37%,49.81%
Buy,2009-01-31,3.38,2011-07-31,2.5,649 days,2008-08-31/3.15,-26.04%,-26.04%,Rise by -13.61%,23.77%
Buy,2012-11-30,2.56,2014-03-31,4.25,346 days,2011-12-31/2.52,66.02%,66.02%,Rise by 153.91%,89.79%
Buy,2014-05-31,4.6,2015-07-31,7.5,304 days,2006-05-31/4.5,63.04%,63.04%,Rise by 48.91%,152.83%
Buy,2015-10-31,7.78,2017-09-30,12.78,499 days,2015-07-31/7.5,64.20%,64.20%,Rise by 34.96%,217.04%
Buy,2017-10-31,13.25,2019-11-30,22.15,543 days,2017-09-30/12.775,67.17%,67.17%,Rise by 23.7%,284.21%
Buy,2019-12-31,22.2,2020-06-30,35.6,130 days,2019-11-30/22.15,60.36%,60.36%,Rise by 65.99%,344.57%
Buy,2020-07-31,36.0,2022-01-31,27.75,391 days,2020-06-30/35.6,-22.92%,-22.92%,Rise by -18.75%,321.65%
Buy,2023-03-31,26.65,2023-10-31,20.81,152 days,2023-02-28/25.98,-21.91%,-21.91%,Rise by -14.78%,299.74%
Buy,2024-04-30,28.47,2024-04-30,28.47,0 days,2023-04-30/27.68,0.00%,0.00%,Rise by 0%,299.74%
