Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2011-10-23,30.07,2012-11-18,33.74,2011-03-20-2011-08-07,26.88-34.45,Buy,279 days,12.2%,Rise by 9.72%,12.2%
2011-11-27,26.97,2011-12-11,29.01,2011-03-20-2011-08-07,26.88-34.45,Sell,9 days,-7.56%,Fall by 3.58%,4.64%
2012-04-22,31.39,2012-05-20,28.76,2011-08-07-2011-12-25,28.12-30.99,Sell,19 days,8.38%,Fall by -34.7%,13.02%
2013-07-07,33.71,2016-10-02,46.85,2011-12-25-2013-05-05,26.41-39.66,Buy,844 days,38.98%,Rise by -11.06%,52.0%
2014-06-22,42.8,2016-10-02,46.85,2013-06-23-2014-05-04,33.09-43.79,Buy,594 days,9.46%,Rise by -11.06%,61.46%
2014-08-31,40.83,2016-10-02,46.85,2011-12-25-2014-05-04,26.41-43.79,Buy,544 days,14.74%,Rise by -11.06%,76.21%
2014-09-28,38.88,2014-11-02,39.78,2011-03-20-2014-05-04,26.88-43.79,Sell,24 days,-2.31%,Fall by 0.45%,73.89%
2014-10-12,38.1,2014-11-02,39.78,2011-12-25-2014-05-04,26.41-43.79,Sell,14 days,-4.41%,Fall by 0.45%,69.48%
2015-02-22,39.96,2015-05-31,38.12,2014-05-04-2014-10-19,38.81-41.93,Sell,69 days,4.6%,Fall by 10.62%,74.09%
2015-05-03,40.38,2015-05-24,39.05,2014-11-23-2015-02-01,40.28-40.88,Sell,14 days,3.29%,Fall by 11.7%,77.38%
2015-06-21,36.56,2015-06-28,35.07,2014-10-19-2015-04-19,37.68-41.65,Sell,4 days,4.08%,Fall by 11.18%,81.46%
2015-08-16,33.38,2015-09-06,31.15,2013-06-23-2014-05-04,33.09-43.79,Sell,14 days,6.68%,Fall by -10.63%,88.14%
2015-11-08,35.54,2016-01-17,34.46,2010-09-05-2013-05-05,25.93-39.66,Sell,49 days,3.04%,Fall by -19.09%,91.17%
2015-12-13,36.13,2016-01-10,34.89,2011-12-25-2013-05-05,26.41-39.66,Sell,19 days,3.43%,Fall by -17.63%,94.61%
2016-02-07,35.34,2016-02-07,35.34,2014-05-04-2015-09-06,32.48-41.93,Sell,0 days,-0.0%,Fall by 0%,94.61%
2016-07-17,44.25,2016-10-02,46.85,2014-10-19-2015-04-19,37.68-41.65,Buy,54 days,5.88%,Rise by -11.06%,100.48%
