Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2006-10-01,48.04,2006-10-29,48.44,2006-03-05-2006-05-28,43.4-47.08,Sell,19 days,-0.83%,Fall by -5.14%,-0.83%,
2007-06-03,53.87,2007-06-10,51.82,2006-11-19-2007-03-04,51.9-51.1,Sell,4 days,3.81%,Fall by 6.83%,2.97%,
2007-06-24,52.11,2010-11-14,53.15,2006-05-28-2007-04-29,41.55-54.73,Buy,884 days,2.0%,Rise by 14.02%,4.97%,
2007-12-09,52.1,2007-12-23,50.13,2007-04-29-2007-08-19,50.09-53.61,Sell,9 days,3.78%,Fall by 10.51%,8.75%,
2008-07-13,45.46,2008-07-13,45.46,2006-11-19-2008-03-23,45.18-51.1,Sell,0 days,-0.0%,Fall by 0%,8.75%,
2008-09-14,47.75,2008-09-14,47.75,2007-04-29-2008-07-20,48.72-53.61,Sell,0 days,-0.0%,Fall by 0%,8.75%,
2008-10-12,39.98,2008-10-19,44.0,2006-05-28-2007-04-29,41.55-54.73,Sell,4 days,-10.06%,Fall by 23.52%,-1.31%,
2009-11-08,46.77,2010-01-24,44.6,2008-06-08-2009-03-01,29.5-49.32,Sell,54 days,4.64%,Fall by -7.67%,3.33%,
2010-01-10,47.46,2010-01-10,47.46,2006-11-19-2009-03-01,29.5-51.1,Sell,0 days,-0.0%,Fall by 0%,3.33%,
2011-03-27,59.18,2011-04-17,57.1,2007-04-29-2009-03-01,29.5-53.61,Sell,14 days,3.51%,Fall by 0.58%,6.85%,
2011-04-03,59.36,2011-04-03,59.36,2007-08-19-2011-02-20,46.7-61.28,Buy,0 days,0.0%,Rise by 0%,6.85%,
2011-08-07,51.68,2011-11-20,49.89,2009-03-01-2011-02-20,23.99-61.28,Sell,74 days,3.46%,Fall by -2.12%,10.31%,
2011-12-11,48.98,2012-01-22,54.01,2006-05-28-2011-02-20,41.55-61.28,Sell,29 days,-10.27%,Fall by 5.67%,0.04%,
2011-12-25,50.91,2011-12-25,50.91,2009-03-01-2011-02-20,23.99-61.28,Buy,0 days,0.0%,Rise by 0%,0.04%,
2012-05-06,52.78,2012-05-20,51.11,2011-02-20-2011-12-11,49.39-59.51,Sell,9 days,3.16%,Fall by -1.47%,3.21%,
2012-06-17,51.98,2013-01-20,57.86,2011-12-11-2012-04-01,47.54-57.17,Buy,154 days,11.31%,Rise by 2.56%,14.52%,
2013-05-12,59.08,2014-10-12,67.99,2011-12-11-2013-03-10,47.54-61.84,Buy,369 days,15.08%,Rise by 3.69%,29.6%,
2014-01-05,65.46,2014-01-26,63.05,2013-03-10-2013-06-30,56.54-60.13,Sell,14 days,3.68%,Fall by -6.76%,33.28%,
2014-02-23,63.32,2014-02-23,63.32,2013-06-30-2013-12-01,55.1-66.75,Buy,0 days,0.0%,Rise by 0%,33.28%,
2014-09-07,72.07,2014-09-14,72.97,2013-12-01-2014-02-09,62.27-65.0,Sell,4 days,-1.25%,Fall by 12.68%,32.03%,
2014-10-19,67.31,2014-12-14,63.72,2006-05-28-2014-08-03,41.55-74.93,Sell,39 days,5.33%,Fall by 4.17%,37.37%,
2014-11-02,69.02,2017-01-08,76.59,2013-06-30-2014-08-03,55.1-74.93,Buy,569 days,10.97%,Rise by 3.73%,48.33%,
2014-12-07,66.2,2014-12-14,63.72,2007-08-19-2014-08-03,46.7-74.93,Sell,4 days,3.75%,Fall by 4.17%,52.08%,
2014-12-28,66.27,2014-12-28,66.27,2006-05-28-2014-08-03,41.55-74.93,Buy,0 days,0.0%,Rise by 0%,52.08%,
2015-01-18,61.62,2015-04-12,64.41,2009-03-01-2014-08-03,23.99-74.93,Sell,59 days,-4.53%,Fall by 10.67%,47.55%,
2015-05-03,66.82,2015-05-24,64.61,2011-12-11-2014-08-03,47.54-74.93,Sell,14 days,3.31%,Fall by 10.94%,50.86%,
2015-06-07,66.28,2015-06-14,65.83,2014-08-03-2015-01-18,62.79-72.76,Sell,4 days,0.68%,Fall by 12.59%,51.54%,
2015-08-16,61.49,2015-08-23,57.54,2013-06-30-2014-08-03,55.1-74.93,Sell,4 days,6.42%,Fall by 9.16%,57.96%,
2015-09-13,58.12,2015-11-22,60.63,2009-03-01-2013-03-10,23.99-61.84,Buy,49 days,4.32%,Rise by -10.01%,62.28%,
2015-11-15,59.0,2015-12-13,56.08,2006-05-28-2013-12-01,41.55-66.75,Sell,19 days,4.95%,Fall by -28.39%,67.23%,
2015-12-06,59.44,2015-12-06,59.44,2013-03-10-2015-08-30,60.36-60.13,Sell,0 days,-0.0%,Fall by 0%,67.23%,
2016-01-03,55.97,2022-03-06,93.19,2009-03-01-2013-12-01,23.99-66.75,Buy,1609 days,66.5%,Rise by -12.71%,133.73%,
2016-01-10,54.56,2016-01-17,52.27,2013-06-30-2013-12-01,55.1-66.75,Sell,4 days,4.2%,Fall by -45.48%,137.93%,
2016-06-05,65.47,2016-06-05,65.47,2013-03-10-2016-01-24,54.48-60.13,Sell,0 days,-0.0%,Fall by 0%,137.93%,
2016-07-17,65.63,2016-11-27,72.9,2014-08-03-2016-01-24,54.48-72.76,Sell,94 days,-11.08%,Fall by -3.29%,126.85%,
2017-04-09,78.11,2017-12-17,82.16,2007-08-19-2017-02-26,46.7-82.3,Buy,179 days,5.18%,Rise by 0.45%,132.04%,
2017-05-14,75.3,2022-03-06,93.19,2016-01-24-2017-02-26,51.17-82.3,Buy,1254 days,23.76%,Rise by -12.71%,155.79%,
2017-06-04,76.68,2017-06-04,76.68,2006-05-28-2017-02-26,41.55-82.3,Buy,0 days,0.0%,Rise by 0%,155.79%,
2017-07-30,77.54,2017-08-27,77.64,2017-02-26-2017-05-21,76.45-80.07,Sell,19 days,-0.13%,Fall by -4.48%,155.67%,
