Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2006-07-02,61.23,2009-12-27,108.36,2005-11-13-2006-05-14,45.82-72.26,Buy,909 days,76.97%,Rise by 11.08%,76.97%,
2007-06-10,64.22,2007-07-15,66.03,2005-11-13-2006-05-14,45.82-72.26,Sell,24 days,-2.82%,Fall by -28.09%,74.15%,
2007-12-16,78.52,2008-01-13,88.58,2007-04-22-2007-07-01,64.74-67.25,Sell,19 days,-12.81%,Fall by 4.52%,61.34%,
2008-05-04,84.58,2008-07-13,95.16,2005-11-13-2008-03-23,45.82-100.44,Sell,49 days,-12.51%,Fall by 14.13%,48.83%,
2008-09-28,86.64,2009-03-15,91.3,2005-11-13-2008-03-23,45.82-100.44,Buy,119 days,5.38%,Rise by 5.37%,54.21%,
2009-03-29,90.69,2009-03-29,90.69,2008-03-23-2008-10-26,78.56-89.8,Sell,0 days,-0.0%,Fall by 0%,54.21%,
2010-01-10,111.37,2010-07-25,116.09,2008-10-26-2009-12-06,66.0-119.54,Buy,139 days,4.24%,Rise by 19.49%,58.45%,
2010-02-07,104.68,2010-04-11,113.64,2008-10-26-2009-12-06,66.0-119.54,Sell,44 days,-8.56%,Fall by -1.63%,49.89%,
2010-02-21,109.47,2010-02-21,109.47,2005-11-13-2009-12-06,45.82-119.54,Buy,0 days,0.0%,Rise by 0%,49.89%,
2011-10-16,163.4,2024-12-01,245.59,2008-10-26-2011-09-11,66.0-185.85,Buy,3424 days,50.3%,Rise by 28.79%,100.19%,
2011-12-18,155.23,2012-02-26,172.23,2008-10-26-2011-09-11,66.0-185.85,Sell,49 days,-10.95%,Fall by 10.84%,89.24%,
2012-01-01,151.99,2012-01-29,168.97,2005-11-13-2011-09-11,45.82-185.85,Sell,19 days,-11.17%,Fall by 6.31%,78.07%,
2012-04-08,158.31,2012-04-22,159.54,2011-09-11-2012-01-01,155.55-174.45,Sell,9 days,-0.78%,Fall by 4.32%,77.29%,
2012-11-11,167.82,2012-11-18,165.88,2012-03-04-2012-06-03,158.31-164.0,Sell,4 days,1.16%,Fall by 8.1%,78.45%,
2013-01-06,160.44,2020-09-06,181.64,2012-01-01-2012-10-07,148.27-174.07,Buy,1999 days,13.21%,Rise by -1.81%,91.66%,
2013-04-14,143.95,2013-04-21,135.47,2012-01-01-2012-10-07,148.27-174.07,Sell,4 days,5.89%,Fall by 12.08%,97.55%,
2013-10-06,126.53,2013-10-06,126.53,2011-09-11-2013-06-30,124.7-174.45,Sell,0 days,-0.0%,Fall by 0%,97.55%,
2014-04-20,124.75,2014-04-20,124.75,2012-03-04-2014-01-05,119.62-164.0,Sell,0 days,-0.0%,Fall by 0%,97.55%,
2014-06-22,126.5,2014-06-22,126.5,2014-01-05-2014-03-16,114.46-133.69,Buy,0 days,0.0%,Rise by 0%,97.55%,
