Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2007-06-30,64.27,2007-09-30,73.51,2004-12-31-2006-06-30,43.2-72.26,Sell,64 days,-14.38%,Fall by -45.98%,-14.38%,
2009-06-30,91.18,2009-06-30,91.18,2004-12-31-2008-03-31,43.2-100.44,Buy,0 days,0.0%,Rise by 0%,-14.38%,
2011-12-31,151.99,2012-09-30,171.89,2008-12-31-2011-09-30,66.0-185.85,Sell,194 days,-13.09%,Fall by 30.71%,-27.47%,
2014-06-30,128.04,2021-06-30,165.63,2008-12-31-2011-09-30,66.0-185.85,Buy,1827 days,29.36%,Rise by 9.07%,1.89%,
2019-03-31,122.01,2019-03-31,122.01,2015-12-31-2016-09-30,100.23-131.15,Buy,0 days,0.0%,Rise by 0%,1.89%,
2020-12-31,178.36,2021-03-31,159.96,2015-12-31-2020-09-30,100.23-194.45,Sell,64 days,10.32%,Fall by 3.31%,12.2%,
2021-03-31,159.96,2022-03-31,180.65,2018-09-30-2020-09-30,111.06-194.45,Sell,261 days,-12.93%,Fall by -19.02%,-0.73%,
2021-12-31,170.96,2022-09-30,154.67,2011-09-30-2015-12-31,113.99-143.97,Sell,195 days,9.53%,Fall by -56.55%,8.8%,
2022-09-30,154.67,2023-03-31,183.22,2004-12-31-2020-09-30,43.2-194.45,Sell,130 days,-18.46%,Fall by -66.37%,-9.66%,
2023-06-30,178.27,2023-06-30,178.27,2018-09-30-2020-09-30,111.06-194.45,Buy,0 days,0.0%,Rise by 0%,-9.66%,
