Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2008-08-31,81.71,2008-10-31,71.34,2004-11-30-2008-03-31,44.07-100.44,Sell,44 days,12.69%,Fall by -96.05%,12.69%,
2008-12-31,86.52,2008-12-31,86.52,2004-11-30-2008-03-31,44.07-100.44,Buy,0 days,0.0%,Rise by 0%,12.69%,
2011-12-31,151.99,2012-01-31,169.31,2008-10-31-2011-09-30,66.0-185.85,Sell,21 days,-11.4%,Fall by 15.68%,1.3%,
2012-07-31,156.49,2013-02-28,153.0,2004-11-30-2011-09-30,44.07-185.85,Buy,152 days,-2.23%,Rise by -16.37%,-0.93%,
2014-02-28,127.62,2020-12-31,178.36,2008-10-31-2011-09-30,66.0-185.85,Buy,1784 days,39.76%,Rise by 0.01%,38.82%,
2016-12-31,109.61,2017-04-30,120.77,2011-09-30-2013-12-31,122.32-154.19,Sell,84 days,-10.18%,Fall by 6.63%,28.64%,
2017-02-28,119.23,2020-11-30,166.67,2015-12-31-2016-07-31,100.23-131.15,Buy,979 days,39.79%,Rise by 7.03%,68.43%,
2018-10-31,115.15,2018-10-31,115.15,2016-12-31-2018-01-31,107.0-129.51,Buy,0 days,0.0%,Rise by 0%,68.43%,
2020-11-30,166.67,2021-03-31,159.96,2016-12-31-2020-08-31,107.0-194.45,Sell,87 days,4.03%,Fall by -2.66%,72.46%,
2021-01-31,172.61,2021-01-31,172.61,2011-09-30-2015-12-31,104.21-154.19,Sell,0 days,-0.0%,Fall by 0%,72.46%,
2021-03-31,159.96,2021-05-31,178.38,2018-08-31-2020-08-31,111.06-194.45,Sell,43 days,-11.52%,Fall by 10.71%,60.94%,
2021-05-31,178.38,2021-05-31,178.38,2016-12-31-2020-08-31,107.0-194.45,Buy,0 days,0.0%,Rise by 0%,60.94%,
2022-09-30,154.67,2023-01-31,179.41,2004-11-30-2020-08-31,44.07-194.45,Sell,87 days,-16.0%,Fall by 4.44%,44.95%,
2023-10-31,184.09,2023-12-31,191.17,2020-08-31-2022-11-30,166.23-179.04,Sell,43 days,-3.85%,Fall by -92.56%,41.1%,
2023-12-31,191.17,2024-11-30,245.59,2022-11-30-2023-05-31,150.57-191.36,Buy,239 days,28.47%,Rise by 49.89%,69.57%,
