Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2008-02-24,21.46,2008-03-02,23.66,2007-05-27-2007-09-02,18.7-20.3125,Sell,4 days,-10.25%,Fall by -4.67%,-10.25%
2008-09-07,23.925,2008-10-05,22.875,2005-11-13-2008-08-17,12.625-28.815,Sell,19 days,4.39%,Fall by 3.8%,-5.86%
2009-03-29,22.185,2014-03-30,68.55,2005-11-13-2008-08-17,12.625-28.815,Buy,1304 days,208.99%,Rise by 63.38%,203.13%
2010-03-28,22.67,2010-04-11,22.9,2009-08-02-2009-11-01,22.125-24.185,Sell,9 days,-1.01%,Fall by 21.57%,202.12%
2010-12-12,18.805,2010-12-12,18.805,2007-05-27-2010-07-25,16.93-20.3125,Sell,0 days,-0.0%,Fall by 0%,202.12%
2011-10-02,19.4,2011-10-02,19.4,2010-07-25-2011-07-24,15.865-21.745,Buy,0 days,0.0%,Rise by 0%,202.12%
2012-03-18,23.365,2012-04-29,26.08,2011-07-24-2011-11-27,20.04-20.16,Sell,29 days,-11.62%,Fall by -24.64%,190.5%
2014-11-16,102.06,2014-12-14,104.13,2014-04-13-2014-11-02,63.5-116.83,Sell,19 days,-2.03%,Fall by 5.47%,188.47%
2014-12-28,93.79,2015-01-25,105.54,2011-11-27-2014-11-02,17.225-116.83,Sell,19 days,-12.53%,Fall by 6.74%,175.94%
2015-01-11,102.21,2015-07-19,118.26,2014-04-13-2014-11-02,63.5-116.83,Buy,134 days,15.7%,Rise by -13.7%,191.64%
2015-04-19,101.38,2015-07-19,118.26,2011-11-27-2014-11-02,17.225-116.83,Buy,64 days,16.65%,Rise by -13.7%,208.29%
2015-08-16,115.6,2025-09-14,114.55,2014-04-13-2015-06-28,63.5-123.37,Buy,2629 days,-0.91%,Rise by 4.57%,207.38%
2015-08-23,105.33,2015-09-06,102.06,2014-04-13-2015-06-28,63.5-123.37,Sell,9 days,3.1%,Fall by 10.01%,210.49%
2015-10-04,98.28,2015-11-01,108.13,2011-11-27-2015-06-28,17.225-123.37,Sell,19 days,-10.02%,Fall by 10.8%,200.47%
2016-01-03,101.19,2016-01-03,101.19,2011-11-27-2015-06-28,17.225-123.37,Buy,0 days,0.0%,Rise by 0%,200.47%
2016-06-05,86.15,2016-06-05,86.15,2014-11-02-2016-02-07,88.02-108.0,Sell,0 days,-0.0%,Fall by 0%,200.47%
2016-07-17,86.67,2016-07-17,86.67,2010-07-25-2014-11-02,15.865-116.83,Buy,0 days,0.0%,Rise by 0%,200.47%
2017-10-15,81.17,2017-10-15,81.17,2015-06-28-2017-06-18,66.7-118.89,Sell,0 days,-0.0%,Fall by 0%,200.47%
2018-01-14,79.02,2018-01-14,79.02,2017-06-18-2017-09-10,63.76-86.27,Buy,0 days,0.0%,Rise by 0%,200.47%
2018-03-11,80.72,2018-03-25,72.84,2014-11-02-2017-06-18,66.7-108.0,Sell,9 days,9.76%,Fall by 0.85%,210.23%
2018-04-22,73.7,2024-12-08,92.13,2017-06-18-2018-02-04,63.76-89.54,Buy,1729 days,25.01%,Rise by 27.44%,235.23%
2018-05-06,65.42,2018-05-06,65.42,2017-06-18-2018-02-04,63.76-89.54,Sell,0 days,-0.0%,Fall by 0%,235.23%
2018-09-02,75.73,2018-09-09,72.22,2017-09-10-2017-11-19,73.39-81.35,Sell,4 days,4.63%,Fall by 13.29%,239.87%
2018-11-11,71.18,2018-11-11,71.18,2017-09-10-2018-05-06,74.22-81.35,Sell,0 days,-0.0%,Fall by 0%,239.87%
2018-12-23,62.62,2019-01-13,68.16,2018-05-06-2018-10-07,64.27-79.61,Sell,14 days,-8.85%,Fall by 7.23%,231.02%
2019-03-10,63.23,2019-03-24,63.77,2018-10-07-2018-12-30,63.23-75.15,Sell,9 days,-0.85%,Fall by 2.38%,230.17%
2019-08-04,64.95,2019-08-25,62.51,2017-09-10-2018-12-30,63.23-81.35,Sell,14 days,3.76%,Fall by -0.75%,233.93%
2020-04-26,79.64,2020-05-17,76.26,2019-06-30-2019-10-06,64.33-66.26,Sell,14 days,4.24%,Fall by 10.18%,238.17%
2020-06-07,76.75,2020-08-30,65.26,2018-12-30-2020-03-22,60.32-85.97,Buy,59 days,-14.97%,Rise by -10.89%,223.2%
2020-06-28,74.57,2020-08-16,68.5,2018-05-06-2018-10-07,64.27-79.61,Buy,34 days,-8.14%,Rise by -11.26%,215.06%
2020-08-16,68.5,2020-08-30,65.26,2018-12-30-2020-03-22,60.32-85.97,Sell,9 days,4.73%,Fall by 10.89%,219.79%
2020-08-30,65.26,2020-09-27,62.25,2018-05-06-2020-03-22,64.27-85.97,Sell,19 days,4.61%,Fall by 8.32%,224.4%
2021-03-14,61.56,2021-05-16,68.53,2018-02-04-2021-01-03,58.36-81.18,Sell,44 days,-11.32%,Fall by 5.33%,213.08%
2021-06-27,67.88,2021-06-27,67.88,2014-03-02-2021-01-03,58.36-81.8,Sell,0 days,-0.0%,Fall by 0%,213.08%
2021-09-26,71.19,2021-09-26,71.19,2017-09-10-2021-01-03,58.36-81.35,Sell,0 days,-0.0%,Fall by 0%,213.08%
2022-02-06,63.9,2022-02-20,61.05,2016-05-01-2021-01-03,58.36-87.8,Sell,9 days,4.46%,Fall by 4.13%,217.54%
2022-07-03,62.36,2022-07-31,59.75,2022-01-02-2022-03-20,59.55-71.92,Sell,19 days,4.19%,Fall by -3.25%,221.72%
2022-10-23,67.79,2022-10-30,79.27,2021-08-22-2021-10-31,68.39-71.01,Sell,4 days,-16.93%,Fall by -4.72%,204.79%
2023-01-22,83.01,2023-02-19,84.76,2015-06-28-2021-01-03,58.36-118.89,Sell,19 days,-2.11%,Fall by 9.05%,202.68%
2023-02-19,84.76,2025-01-19,91.84,2018-05-06-2022-12-18,64.27-89.74,Buy,499 days,8.35%,Rise by 27.84%,211.03%
2023-03-05,81.07,2023-03-19,77.31,2021-01-03-2022-12-18,56.56-89.74,Sell,9 days,4.64%,Fall by 0.28%,215.67%
2023-04-02,82.97,2025-04-06,107.25,2022-06-19-2022-12-18,57.17-89.74,Buy,524 days,29.26%,Rise by 4.86%,244.94%
2023-06-04,77.89,2023-07-09,74.42,2014-11-02-2021-01-03,58.36-108.0,Sell,24 days,4.46%,Fall by -0.43%,249.39%
2023-12-10,79.02,2024-01-21,87.29,2022-12-18-2023-10-08,75.04-85.39,Sell,29 days,-10.47%,Fall by 13.94%,238.93%
2024-02-18,71.58,2024-03-03,72.31,2022-06-19-2022-12-18,57.17-89.74,Sell,9 days,-1.02%,Fall by 10.41%,237.91%
2024-02-25,73.55,2024-02-25,73.55,2021-08-22-2022-06-19,60.43-71.01,Sell,0 days,-0.0%,Fall by 0%,237.91%
2024-03-03,72.31,2024-04-07,69.58,2018-05-06-2022-12-18,64.27-89.74,Sell,24 days,3.78%,Fall by 7.63%,241.68%
2024-04-07,69.58,2024-04-21,66.76,2018-12-30-2022-12-18,60.32-89.74,Sell,9 days,4.05%,Fall by -34.63%,245.73%
2024-12-22,92.57,2025-02-16,104.08,2024-01-21-2024-06-02,65.55-85.31,Sell,39 days,-12.43%,Fall by 6.89%,233.3%
2025-04-20,104.54,2025-05-11,96.91,2015-06-28-2024-06-02,65.55-118.89,Sell,14 days,7.3%,Fall by -11.67%,240.6%
