Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2009-07-12,7.46,2009-07-19,8.48,2008-03-16-2008-11-30,3.75-17.04,Sell,4 days,-13.67%,Fall by -62.26%,-13.67%
2010-01-10,17.2,2010-01-24,14.8,2006-04-23-2008-11-30,3.75-10.33,Sell,9 days,13.95%,Fall by -163.78%,0.28%
2010-06-20,21.0,2010-07-04,18.65,2006-09-10-2008-11-30,3.75-10.61,Sell,9 days,11.19%,Fall by -63.91%,11.47%
2011-01-16,31.7,2011-01-23,30.57,2007-07-22-2008-11-30,3.75-13.35,Sell,4 days,3.56%,Fall by 1.24%,15.04%
2011-05-08,35.82,2011-05-15,34.1,2008-11-30-2011-04-10,2.51-47.6,Sell,4 days,4.8%,Fall by 13.64%,19.84%
2011-07-03,32.41,2020-08-30,53.04,2008-11-30-2011-04-10,2.51-47.6,Buy,2389 days,63.65%,Rise by -13.07%,83.49%
2011-10-30,35.97,2011-11-20,32.32,2011-04-10-2011-06-19,31.9-43.66,Sell,14 days,10.15%,Fall by 12.38%,93.64%
2012-11-25,36.99,2012-12-02,36.76,2012-05-20-2012-11-04,22.94-41.3,Sell,4 days,0.62%,Fall by 12.92%,94.26%
2012-12-09,35.74,2012-12-09,35.74,2011-09-25-2012-05-20,25.82-31.46,Sell,0 days,-0.0%,Fall by 0%,94.26%
2013-01-06,35.71,2020-08-30,53.04,2012-05-20-2012-11-04,22.94-41.3,Buy,1994 days,48.53%,Rise by -13.07%,142.79%
2013-01-20,36.3,2013-01-27,34.34,2011-04-10-2012-05-20,25.82-43.66,Sell,4 days,5.4%,Fall by 11.47%,148.19%
2013-10-06,23.74,2013-10-13,22.12,2012-03-04-2013-06-30,20.0-37.11,Sell,4 days,6.82%,Fall by 10.35%,155.01%
2014-04-20,21.87,2014-05-11,21.69,2013-09-01-2013-12-08,20.63-25.66,Sell,14 days,0.82%,Fall by 11.53%,155.84%
2015-03-01,21.59,2015-03-01,21.59,2013-09-01-2014-11-09,19.0-25.66,Sell,0 days,-0.0%,Fall by 0%,155.84%
2016-08-28,26.56,2016-10-09,22.58,2016-01-24-2016-08-14,10.04-31.35,Sell,29 days,14.98%,Fall by 19.97%,170.82%
2016-09-11,27.31,2016-09-18,26.6,2013-06-30-2016-08-14,17.75-31.35,Sell,4 days,2.6%,Fall by 10.53%,173.42%
2016-09-18,26.6,2016-10-09,22.58,2015-11-01-2016-01-24,11.25-13.59,Sell,14 days,15.11%,Fall by 19.97%,188.53%
2016-10-30,23.44,2016-10-30,23.44,2012-11-04-2016-01-24,11.25-39.49,Sell,0 days,-0.0%,Fall by 0%,188.53%
2017-03-19,19.9,2017-06-18,19.12,2011-09-25-2015-09-20,12.85-31.46,Sell,64 days,3.92%,Fall by 1.15%,192.45%
2017-05-28,20.89,2017-05-28,20.89,2013-09-01-2015-09-20,12.85-25.66,Sell,0 days,-0.0%,Fall by 0%,192.45%
2017-06-25,20.22,2017-07-09,18.97,2013-09-01-2016-01-24,11.25-25.66,Sell,9 days,6.18%,Fall by -0.26%,198.64%
2017-09-03,20.96,2024-11-17,58.67,2016-01-24-2016-08-14,10.04-31.35,Buy,1879 days,179.91%,Rise by 56.3%,378.55%
2017-10-15,20.32,2018-02-11,19.02,2017-02-12-2017-08-20,19.22-21.74,Sell,84 days,6.4%,Fall by 16.25%,384.95%
2018-08-19,18.43,2018-09-02,17.18,2018-02-11-2018-07-15,18.67-22.87,Sell,9 days,6.78%,Fall by 8.96%,391.73%
2018-11-18,16.13,2018-12-02,15.64,2012-03-04-2015-09-20,12.85-37.11,Sell,9 days,3.04%,Fall by -28.32%,394.77%
2019-01-27,19.57,2019-01-27,19.57,2017-02-12-2018-11-18,16.25-21.74,Sell,0 days,-0.0%,Fall by 0%,394.77%
2019-05-05,20.86,2019-05-05,20.86,2018-01-28-2018-11-18,16.25-21.41,Sell,0 days,-0.0%,Fall by 0%,394.77%
