Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2008-08-31,0.7,2009-01-31,0.51,Sell,109 days,Fall by 27.250000%,27.25
2008-09-30,0.67,2009-02-28,0.5,Sell,108 days,Fall by 25.070000%,25.07
2010-10-31,0.75,2011-07-31,0.87,Buy,194 days,Rise by 16.560000%,16.56
2011-05-31,0.82,2013-08-31,0.78,Buy,588 days,Rise by 2.600000%,-5.23
2011-06-30,0.83,2013-08-31,0.78,Buy,566 days,Rise by 1.690000%,-6.06
2011-07-31,0.87,2013-08-31,0.78,Buy,544 days,Rise by -11.310000%,-10.85
2011-12-31,0.77,2012-07-31,0.81,Sell,150 days,Fall by 2.620000%,-4.81
2014-09-30,0.78,2015-04-30,0.76,Sell,151 days,Fall by 11.930000%,2.05
2015-07-31,0.66,2016-04-30,0.7,Sell,195 days,Fall by -5.510000%,-5.39
2016-03-31,0.69,2016-10-31,0.72,Buy,151 days,Rise by 4.970000%,3.81
2017-06-30,0.73,2021-05-31,0.72,Buy,1020 days,Rise by 0.410000%,-0.92
2017-07-31,0.75,2021-05-31,0.72,Buy,999 days,Rise by -2.390000%,-3.68
2017-11-30,0.69,2018-10-31,0.66,Sell,238 days,Fall by 4.730000%,4.73
2018-05-31,0.7,2018-10-31,0.66,Sell,108 days,Fall by 6.100000%,6.1
2019-09-30,0.63,2020-05-31,0.62,Sell,174 days,Fall by 4.390000%,1.37
2020-08-31,0.67,2021-03-31,0.7,Buy,151 days,Rise by 9.210000%,3.66
2020-11-30,0.7,2024-04-30,0.6,Buy,890 days,Rise by -11.510000%,-15.11
2020-12-31,0.72,2024-04-30,0.6,Buy,867 days,Rise by -10.010000%,-17.23
2022-09-30,0.57,2022-12-31,0.63,Sell,65 days,Fall by -5.310000%,-10.52
2023-09-30,0.6,2024-06-30,0.61,Sell,194 days,Fall by -0.130000%,-2.03
2024-12-31,0.56,2024-12-31,0.56,Sell,0 days,Fall by -1.520000%,0.0
