Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2011-10-02,0.77,2011-10-30,0.82,Sell,19 days,Fall by 3.610000%,-6.86,
2012-01-15,0.79,2012-02-19,0.84,Buy,24 days,Rise by 5.620000%,5.3,
2012-04-29,0.81,2012-06-03,0.75,Sell,24 days,Fall by 0.340000%,7.35,
2012-11-18,0.81,2012-12-16,0.84,Sell,19 days,Fall by -1.370000%,-4.07,
2013-03-03,0.82,2013-04-14,0.86,Sell,29 days,Fall by 5.760000%,-4.67,
2013-05-26,0.81,2013-07-21,0.79,Sell,39 days,Fall by 4.160000%,2.41,
2013-09-15,0.81,2013-10-13,0.83,Buy,19 days,Rise by 2.670000%,1.78,
2014-03-16,0.85,2014-07-13,0.88,Buy,84 days,Rise by 3.200000%,3.2,
2014-06-22,0.87,2016-06-05,0.68,Buy,509 days,Rise by -10.090000%,-21.71,
2014-08-10,0.85,2014-09-21,0.82,Sell,29 days,Fall by 9.010000%,3.57,
2015-02-01,0.73,2015-03-29,0.76,Sell,39 days,Fall by 10.410000%,-4.24,
2016-02-07,0.67,2016-05-01,0.7,Buy,59 days,Rise by 3.480000%,3.48,
2016-02-14,0.67,2016-05-01,0.7,Buy,54 days,Rise by 3.710000%,3.71,
2016-02-28,0.67,2016-05-01,0.7,Buy,44 days,Rise by 3.190000%,3.19,
2016-03-06,0.67,2016-05-01,0.7,Buy,39 days,Rise by 3.550000%,3.55,
2016-07-10,0.72,2017-08-13,0.73,Buy,284 days,Rise by 2.360000%,0.54,
2016-12-25,0.69,2017-01-22,0.72,Sell,19 days,Fall by 0.130000%,-4.16,
2017-01-29,0.72,2017-08-13,0.73,Buy,139 days,Rise by 3.570000%,0.4,
2017-03-12,0.69,2017-06-11,0.72,Sell,64 days,Fall by 0.770000%,-4.38,
2017-04-09,0.7,2017-06-11,0.72,Sell,44 days,Fall by -2.940000%,-3.23,
2018-01-14,0.73,2020-10-18,0.66,Buy,719 days,Rise by 1.630000%,-9.12,
2018-05-06,0.7,2018-07-15,0.68,Sell,49 days,Fall by 7.940000%,3.82,
2019-04-07,0.68,2019-05-19,0.65,Sell,29 days,Fall by 3.710000%,3.3,
2019-04-21,0.67,2019-05-26,0.65,Sell,24 days,Fall by 5.830000%,2.45,
2019-07-21,0.68,2020-10-18,0.66,Buy,324 days,Rise by -1.140000%,-2.63,
2019-09-01,0.63,2019-12-08,0.65,Sell,69 days,Fall by 10.020000%,-3.58,
2019-12-15,0.66,2020-10-18,0.66,Buy,219 days,Rise by -14.120000%,-0.32,
2019-12-22,0.66,2020-10-18,0.66,Buy,214 days,Rise by -14.030000%,-0.21,
2019-12-29,0.67,2020-10-18,0.66,Buy,209 days,Rise by -14.810000%,-1.11,
2020-06-07,0.65,2020-08-02,0.67,Buy,39 days,Rise by 3.600000%,3.6,
2020-08-02,0.67,2020-12-06,0.71,Buy,89 days,Rise by 0.990000%,5.61,
2021-06-13,0.72,2021-07-11,0.69,Sell,19 days,Fall by 5.130000%,3.34,
2021-10-31,0.72,2023-03-05,0.62,Buy,349 days,Rise by -4.630000%,-13.54,
2021-11-14,0.7,2021-12-19,0.68,Sell,24 days,Fall by 6.260000%,3.25,
2022-05-15,0.62,2022-06-05,0.66,Sell,14 days,Fall by 1.870000%,-5.01,
2022-07-10,0.62,2022-08-14,0.64,Sell,24 days,Fall by 8.740000%,-4.13,
2022-07-31,0.63,2023-02-05,0.65,Buy,134 days,Rise by -10.090000%,2.87,
2022-09-25,0.58,2022-10-23,0.57,Sell,19 days,Fall by -4.330000%,3.06,
2022-11-27,0.63,2023-02-05,0.65,Buy,49 days,Rise by 3.690000%,3.47,
2023-08-13,0.6,2023-09-10,0.59,Sell,19 days,Fall by 3.060000%,2.18,
2023-08-27,0.59,2023-12-03,0.62,Sell,69 days,Fall by 1.540000%,-4.02,
2023-11-26,0.6,2023-12-24,0.63,Buy,19 days,Rise by 2.450000%,4.07,
2023-12-24,0.63,2024-11-03,0.6,Buy,224 days,Rise by -1.560000%,-5.13,
2024-03-24,0.6,2024-05-12,0.6,Sell,34 days,Fall by 2.580000%,0.17,
2024-05-19,0.61,2025-08-03,0.59,Buy,314 days,Rise by 3.380000%,-3.84,
2024-09-29,0.63,2025-08-03,0.59,Buy,219 days,Rise by -11.120000%,-6.98,
2024-12-22,0.56,2025-04-20,0.59,Sell,84 days,Fall by -3.470000%,-5.47,
2025-01-12,0.56,2025-04-20,0.59,Sell,69 days,Fall by -4.080000%,-6.1,
2025-04-20,0.59,2025-04-20,0.59,Buy,0 days,Rise by 2.440000%,0.0,
2025-07-06,0.61,2025-07-06,0.61,Buy,0 days,Rise by -5.820000%,0.0,
