Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2010-05-31,26.91,2010-07-31,28.305,2009-03-31-2010-01-31,17.83-30.6,Sell,44 days,-5.18%,Fall by 18.65%,-5.18%
2011-07-31,26.71,2011-08-31,23.025,2008-01-31-2009-03-31,21.84-35.9,Sell,22 days,13.8%,Fall by 5.26%,8.61%
2011-08-31,23.025,2011-09-30,21.84,2010-05-31-2011-02-28,25.0-30.995,Sell,22 days,5.15%,Fall by 0.11%,13.76%
2011-11-30,23.475,2011-11-30,23.475,2009-03-31-2011-02-28,17.83-30.995,Buy,0 days,0.0%,Rise by 0%,13.76%
2011-12-31,23.18,2012-05-31,21.815,2009-03-31-2011-02-28,17.83-30.995,Sell,108 days,5.89%,Fall by -42.24%,19.65%
2012-08-31,24.38,2013-01-31,27.1,2010-01-31-2011-09-30,23.26-27.535,Sell,109 days,-11.16%,Fall by -14.5%,8.49%
2013-06-30,26.755,2013-06-30,26.755,2010-05-31-2011-02-28,25.0-30.995,Buy,0 days,0.0%,Rise by 0%,8.49%
2014-12-31,31.155,2015-02-28,35.845,2009-03-31-2014-06-30,17.83-34.005,Sell,42 days,-15.05%,Fall by 14.52%,-6.56%
2015-08-31,32.27,2015-09-30,30.64,2011-09-30-2014-06-30,19.405-34.005,Sell,22 days,5.05%,Fall by 5.09%,-1.51%
2015-10-31,33.79,2022-04-30,38.075,2014-10-31-2015-04-30,27.77-38.29,Buy,1694 days,12.68%,Rise by -11.16%,11.17%
2015-12-31,32.42,2016-01-31,30.05,2014-10-31-2015-04-30,27.77-38.29,Sell,21 days,7.31%,Fall by 3.38%,18.48%
2016-04-30,30.095,2022-05-31,38.445,2010-05-31-2015-04-30,25.0-38.29,Buy,1586 days,27.75%,Rise by 21.99%,46.23%
2016-09-30,29.415,2017-02-28,32.505,2014-06-30-2016-02-29,30.035-32.86,Sell,107 days,-10.5%,Fall by -2.68%,35.72%
2017-08-31,33.375,2018-10-31,31.16,2011-09-30-2015-04-30,19.405-38.29,Sell,304 days,6.64%,Fall by 12.77%,42.36%
2017-10-31,35.93,2017-12-31,34.11,2015-04-30-2016-02-29,30.035-35.85,Sell,43 days,5.07%,Fall by 13.9%,47.42%
2020-03-31,27.18,2020-05-31,29.95,2018-12-31-2020-02-29,28.255-37.5,Sell,43 days,-10.19%,Fall by 3.86%,37.23%
2020-07-31,30.82,2020-10-31,28.795,2017-05-31-2018-12-31,31.6-35.1,Sell,65 days,6.57%,Fall by -22.14%,43.8%
2022-02-28,39.035,2022-05-31,38.445,2020-03-31-2021-11-30,22.3-43.745,Sell,66 days,1.51%,Fall by -11.0%,45.31%
2022-04-30,38.075,2022-05-31,38.445,2017-05-31-2020-03-31,33.51-35.1,Sell,21 days,-0.97%,Fall by -11.0%,44.34%
2022-05-31,38.445,2023-04-30,45.045,2018-12-31-2020-02-29,28.255-37.5,Buy,238 days,17.17%,Rise by 19.17%,61.51%
2022-06-30,35.17,2022-09-30,33.825,2014-10-31-2021-11-30,27.77-43.745,Sell,66 days,3.82%,Fall by -26.16%,65.33%
2022-09-30,33.825,2022-11-30,40.45,2018-12-31-2021-11-30,28.255-43.745,Sell,43 days,-19.59%,Fall by -5.5%,45.75%
2022-11-30,40.45,2022-11-30,40.45,2020-03-31-2021-11-30,22.3-43.745,Buy,0 days,0.0%,Rise by 0%,45.75%
2022-12-31,38.735,2023-02-28,43.385,2016-02-29-2021-11-30,26.39-43.745,Sell,41 days,-12.0%,Fall by 1.64%,33.74%
