Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,9.8565,2000-12-24,8.3098,Buy,24 Days,29.16,Rise by -15.69%,-15.69%,-15.69%,
2000-12-24,8.3098,2001-01-07,9.7655,Sell,9 Days,-20.0,Fall by -8.38%,-17.52%,-33.21%,
2001-03-25,10.1658,2001-04-01,9.4622,Sell,4 Days,-19.44,Fall by 5.06%,6.92%,-26.29%,
2001-09-23,6.4197,2001-10-14,7.4048,Sell,14 Days,-13.51,Fall by -71.22%,-15.34%,-41.63%,
2001-11-11,9.8436,2001-11-18,11.0392,Sell,4 Days,-7.69,Fall by -11.66%,-12.15%,-53.78%,
2002-05-12,12.133,2002-06-02,11.2634,Sell,14 Days,-10.53,Fall by 17.69%,7.17%,-46.61%,
2003-01-12,5.9782,2003-01-19,5.6718,Sell,4 Days,-4.76,Fall by 14.38%,5.13%,-41.49%,
2004-03-28,8.0544,2004-04-25,9.0794,Sell,19 Days,-11.11,Fall by 15.47%,-12.73%,-54.21%,
2004-05-16,7.6024,2004-05-30,8.1916,Sell,9 Days,-10.53,Fall by 10.45%,-7.75%,-61.96%,
2005-03-27,7.7099,2005-04-24,7.4523,Sell,19 Days,-18.71,Fall by -11.52%,3.34%,-58.62%,
2005-05-29,8.4736,2006-01-08,10.4333,Buy,159 Days,20.72,Rise by -4.01%,23.13%,-35.5%,
2005-08-21,8.0858,2005-09-25,7.709,Sell,24 Days,-11.11,Fall by 4.66%,4.66%,-30.84%,
2006-01-08,10.4333,2006-01-15,10.0372,Sell,4 Days,-10.87,Fall by 10.74%,3.8%,-27.04%,
2006-04-23,10.4333,2006-05-14,9.815,Sell,14 Days,-7.1,Fall by 13.33%,5.93%,-21.11%,
2008-03-30,10.1194,2008-10-05,8.408,Buy,134 Days,8.0,Rise by 14.55%,-16.91%,-38.02%,
2009-03-22,8.4776,2009-04-05,10.2388,Buy,9 Days,6.79,Rise by 26.53%,20.77%,-17.25%,
2011-03-20,11.75,2011-04-10,12.65,Sell,14 Days,-11.63,Fall by -5.53%,-7.66%,-24.91%,
2012-04-15,15.1,2012-04-29,16.15,Sell,9 Days,-13.42,Fall by 13.51%,-6.95%,-31.86%,
2013-05-12,20.17,2013-07-21,16.49,Buy,49 Days,13.36,Rise by -10.81%,-18.24%,-50.11%,
2013-08-25,16.22,2013-09-15,17.33,Sell,14 Days,-13.9,Fall by -5.61%,-6.84%,-56.95%,
2015-08-02,22.11,2015-08-09,21.03,Sell,4 Days,-19.6,Fall by 11.04%,4.88%,-52.07%,
2016-01-17,21.1,2016-02-07,22.75,Sell,14 Days,-27.63,Fall by -8.15%,-7.82%,-59.89%,
2016-11-20,29.47,2017-05-14,35.37,Buy,124 Days,20.08,Rise by 6.04%,20.02%,-39.87%,
2018-04-15,42.65,2018-04-22,38.95,Sell,4 Days,-16.67,Fall by 10.62%,8.68%,-31.19%,
2021-01-24,129.14,2021-08-22,108.12,Buy,149 Days,8.07,Rise by -12.01%,-16.28%,-47.47%,
2021-10-03,111.56,2021-11-14,118.69,Sell,29 Days,-12.57,Fall by -4.27%,-6.39%,-53.86%,
2023-06-11,102.8,2023-09-24,85.64,Buy,74 Days,20.25,Rise by 2.28%,-16.69%,-70.55%,
2025-01-19,211.5,2025-02-16,203.9,Sell,19 Days,-15.14,Fall by 14.64%,3.59%,-66.96%,
2025-07-06,234.8,2025-10-05,292.19,Buy,64 Days,11.9,Rise by 27.95%,24.44%,-42.52%,
