Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,22.1872,2001-09-23,17.7904,Buy,219 Days,29.16,Rise by 8.01%,-19.82%,-19.82%
2000-12-24,23.4438,2001-02-25,22.104,Sell,44 Days,-20.0,Fall by 5.71%,5.71%,-14.1%
2001-03-25,20.4387,2001-04-22,22.2908,Sell,19 Days,-19.44,Fall by 12.96%,-9.06%,-23.16%
2001-09-23,17.7904,2001-09-30,20.0487,Sell,4 Days,-13.51,Fall by -16.44%,-12.69%,-35.86%
2001-11-11,20.8936,2002-02-24,19.9838,Sell,74 Days,-7.69,Fall by 0.86%,4.35%,-31.5%
2002-05-12,21.2348,2002-06-16,20.2518,Sell,24 Days,-10.53,Fall by 4.63%,4.63%,-26.87%
2003-01-12,19.0902,2003-01-26,17.7335,Sell,9 Days,-4.76,Fall by 11.23%,7.11%,-19.77%
2004-03-28,23.5337,2004-05-09,22.3071,Sell,29 Days,-11.11,Fall by 5.21%,5.21%,-14.56%
2004-05-16,22.5426,2004-11-07,23.8993,Sell,124 Days,-10.53,Fall by 1.48%,-6.02%,-20.57%
2005-03-27,22.827,2005-07-10,24.2729,Sell,74 Days,-18.71,Fall by -3.7%,-6.33%,-26.91%
2005-05-29,23.8262,2006-10-15,28.8302,Buy,359 Days,20.72,Rise by 3.55%,21.0%,-5.91%
2005-08-21,24.1673,2005-11-13,25.6783,Sell,59 Days,-11.11,Fall by 2.29%,-6.25%,-12.16%
2006-01-08,26.3769,2006-01-22,25.4427,Sell,9 Days,-10.87,Fall by -0.03%,3.54%,-8.62%
2006-04-23,26.905,2006-06-18,25.8489,Sell,39 Days,-7.1,Fall by 4.53%,3.93%,-4.69%
2008-03-30,20.0244,2008-06-29,16.71,Buy,64 Days,8.0,Rise by 12.41%,-16.55%,-21.24%
2009-03-22,6.6125,2009-04-12,8.6353,Buy,14 Days,6.79,Rise by 59.95%,30.59%,9.35%
2011-03-20,13.2169,2011-05-15,12.8107,Sell,39 Days,-11.63,Fall by 1.04%,3.07%,12.42%
2012-04-15,12.2908,2012-05-20,11.186,Sell,24 Days,-13.42,Fall by 10.84%,8.99%,21.41%
2013-05-12,15.6377,2014-08-24,18.7815,Buy,334 Days,13.36,Rise by 8.1%,20.1%,41.51%
2013-08-25,16.2957,2013-09-01,15.792,Sell,4 Days,-13.9,Fall by -4.98%,3.09%,44.61%
2015-08-02,20.4793,2015-08-23,19.2039,Sell,14 Days,-19.6,Fall by 10.15%,6.23%,50.83%
2016-01-17,17.4005,2016-02-14,16.645,Sell,19 Days,-27.63,Fall by -2.94%,4.34%,55.17%
2016-11-20,22.16,2017-10-22,26.64,Buy,239 Days,20.08,Rise by 12.68%,20.22%,75.39%
2018-04-15,27.46,2018-07-01,26.59,Sell,54 Days,-16.67,Fall by 3.17%,3.17%,78.56%
2021-01-24,30.34,2021-05-09,37.78,Buy,74 Days,8.07,Rise by 14.6%,24.52%,103.08%
2021-10-03,38.15,2021-10-24,40.62,Sell,14 Days,-12.57,Fall by 0.31%,-6.47%,96.61%
2023-06-11,33.15,2024-02-25,40.3,Buy,184 Days,20.25,Rise by 6.37%,21.57%,118.18%
2025-01-19,50.23,2025-03-16,48.52,Sell,39 Days,-15.14,Fall by 3.4%,3.4%,121.58%
2025-07-06,53.19,2025-07-06,53.19,Buy,0 Days,11.9,Rise by 0%,0.0%,121.58%
