Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,2934.8101,2000-12-24,2436.26,Buy,24 Days,29.16,Rise by -16.99%,-16.99%,-16.99%,
2000-12-24,2436.26,2000-12-31,2341.7,Sell,4 Days,-20.0,Fall by 15.61%,3.88%,-13.11%,
2001-03-25,1705.02,2001-04-01,1573.25,Sell,4 Days,-19.44,Fall by 0.2%,7.73%,-5.38%,
2001-09-23,1126.95,2001-10-07,1271.73,Sell,9 Days,-13.51,Fall by -20.34%,-12.85%,-18.22%,
2001-11-11,1514.96,2001-12-09,1673.9,Sell,19 Days,-7.69,Fall by 10.48%,-10.49%,-28.72%,
2002-05-12,1188.78,2002-05-19,1325.8,Sell,4 Days,-10.53,Fall by 12.88%,-11.53%,-40.24%,
2003-01-12,1087.36,2003-01-19,1017.58,Sell,4 Days,-4.76,Fall by -16.28%,6.42%,-33.82%,
2004-03-28,1415.39,2004-08-08,1315.3,Sell,94 Days,-11.11,Fall by 1.1%,7.07%,-26.75%,
2004-05-16,1399.85,2004-06-27,1498.38,Sell,29 Days,-10.53,Fall by 6.57%,-7.04%,-33.79%,
2005-03-27,1469.9399,2005-04-17,1408.59,Sell,14 Days,-18.71,Fall by -1.4%,4.17%,-29.62%,
2005-05-29,1549.8,2007-04-29,1891.0601,Buy,499 Days,20.72,Rise by 3.57%,22.02%,-7.6%,
2005-08-21,1573.72,2005-11-20,1679.85,Sell,64 Days,-11.11,Fall by 1.87%,-6.74%,-14.34%,
2006-01-08,1734.99,2006-01-22,1676.38,Sell,9 Days,-10.87,Fall by 4.11%,3.38%,-10.96%,
2006-04-23,1709.02,2006-05-14,1635.8101,Sell,14 Days,-7.1,Fall by 9.25%,4.28%,-6.68%,
2008-03-30,1767.5699,2008-10-05,1470.84,Buy,134 Days,8.0,Rise by 14.99%,-16.79%,-23.47%,
2009-03-22,1187.1801,2009-05-31,1435.5699,Buy,49 Days,6.79,Rise by 17.64%,20.92%,-2.55%,
2011-03-20,2221.0701,2011-04-24,2377.3,Sell,24 Days,-11.63,Fall by 1.27%,-7.03%,-9.58%,
2012-04-15,2698.99,2012-05-13,2615.98,Sell,19 Days,-13.42,Fall by 8.9%,3.08%,-6.5%,
2013-05-12,2981.02,2014-01-19,3591.25,Buy,179 Days,13.36,Rise by 3.29%,20.47%,13.97%,
2013-08-25,3124.27,2013-10-20,3353.8799,Sell,39 Days,-13.9,Fall by -12.73%,-7.35%,6.62%,
2015-08-02,4588.9102,2015-08-23,4197.27,Sell,14 Days,-19.6,Fall by 8.81%,8.53%,15.15%,
2016-01-17,4141.0801,2016-03-20,4410.8301,Sell,44 Days,-27.63,Fall by -4.48%,-6.51%,8.64%,
2016-11-20,4808.04,2017-05-28,5788.3599,Buy,134 Days,20.08,Rise by 13.07%,20.39%,29.03%,
2018-04-15,6628.3398,2018-06-03,7083.9302,Sell,34 Days,-16.67,Fall by -5.08%,-6.87%,22.15%,
2021-01-24,13366.4004,2021-11-07,16359.3799,Buy,204 Days,8.07,Rise by 5.05%,22.39%,44.55%,
2021-10-03,14791.8701,2021-10-31,15850.4697,Sell,19 Days,-12.57,Fall by -6.22%,-7.16%,37.39%,
2023-06-11,14528.3604,2024-02-04,17642.7305,Buy,169 Days,20.25,Rise by 8.42%,21.44%,58.83%,
2025-01-19,21441.1602,2025-03-09,20201.3691,Sell,34 Days,-15.14,Fall by 10.07%,5.78%,64.61%,
2025-07-06,22866.9707,2025-07-06,22866.9707,Buy,0 Days,11.9,Rise by 0%,0.0%,64.61%,
