Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2004-07-31,14.9,2005-01-31,18.42,Buy,129 days,Rise by 28.300000%,23.62
2004-10-31,16.4,2005-03-31,19.09,Buy,107 days,Rise by 62.220000%,16.4
2004-12-31,18.27,2005-11-30,23.31,Buy,237 days,Rise by 45.610000%,27.62
2005-11-30,23.31,2006-05-31,24.38,Buy,129 days,Rise by 15.070000%,4.56
2006-02-28,26.6,2007-11-30,24.2,Buy,457 days,Rise by -14.380000%,-9.02
2007-05-31,29.15,2009-01-31,21.48,Buy,436 days,Rise by -16.980000%,-26.3
2007-08-31,27.85,2009-01-31,21.48,Buy,370 days,Rise by -10.650000%,-22.85
2007-11-30,24.2,2008-05-31,27.84,Sell,130 days,Fall by -1.200000%,-15.04
2013-10-31,57.28,2014-05-31,65.76,Buy,151 days,Rise by 50.760000%,14.81
2013-11-30,59.76,2014-08-31,78.09,Buy,194 days,Rise by 44.510000%,30.68
2014-07-31,72.89,2015-02-28,86.35,Buy,151 days,Rise by 18.470000%,18.47
2015-06-30,72.06,2016-03-31,81.16,Sell,196 days,Fall by -43.840000%,-12.63
2016-09-30,85.76,2017-03-31,98.16,Buy,129 days,Rise by 22.690000%,14.46
2019-09-30,118.96,2020-05-31,118.6,Sell,174 days,Fall by 7.510000%,0.3
2020-03-31,110.03,2020-07-31,130.84,Sell,87 days,Fall by -17.710000%,-18.91
2020-09-30,141.81,2021-12-31,155.38,Buy,326 days,Rise by 2.840000%,9.57
2020-12-31,139.94,2021-12-31,155.38,Buy,260 days,Rise by 17.540000%,11.03
2022-05-31,143.82,2022-11-30,172.69,Sell,130 days,Fall by -6.420000%,-20.07
2022-09-30,149.18,2023-08-31,152.2,Sell,238 days,Fall by -2.600000%,-2.02
2023-01-31,158.38,2023-08-31,152.2,Sell,151 days,Fall by 7.360000%,3.9
2023-09-30,147.09,2024-02-29,175.97,Sell,107 days,Fall by 0.760000%,-19.63
2023-10-31,146.73,2024-02-29,175.97,Sell,86 days,Fall by 0.520000%,-19.93
2023-12-31,166.55,2023-12-31,166.55,Buy,0 days,Rise by -12.360000%,0.0
