Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,1993-06-30,0.77,1995-08-31,1.25,566 days,1993-05-31/0.75,63.27%,63.27%,Rise by 21.43%,63.27%,
Buy,1995-11-30,1.32,1996-01-31,1.05,44 days,1995-08-31/1.25,-20.71%,-20.71%,Rise by 63.91%,42.56%,
Buy,1996-03-31,1.46,1997-06-30,2.43,325 days,1995-11-30/1.3203,67.03%,67.03%,Rise by 48.53%,109.59%,
Buy,1997-07-31,2.56,1998-08-31,1.97,282 days,1997-06-30/2.4336,-22.90%,-22.90%,Rise by -10.69%,86.69%,
Buy,1998-12-31,3.51,2000-11-30,5.7,500 days,1998-06-30/3.3398,62.36%,62.36%,Rise by 33.85%,149.05%,
Buy,2001-01-31,6.24,2001-04-30,4.84,63 days,2000-11-30/5.6953,-22.50%,-22.50%,Rise by -27.75%,126.55%,
Buy,2002-05-31,6.07,2004-04-30,9.73,500 days,2002-01-31/5.9425,60.30%,60.30%,Rise by -10.46%,186.85%,
Buy,2004-05-31,10.15,2006-02-28,18.16,456 days,2004-04-30/9.73,78.92%,78.92%,Rise by 53.6%,265.76%,
Buy,2006-03-31,18.82,2007-05-31,14.4,304 days,2006-02-28/18.16,-23.44%,-23.44%,Rise by -17.59%,242.32%,
Buy,2009-07-31,8.85,2010-10-31,14.28,325 days,2008-08-31/7.78,61.36%,61.36%,Rise by 30.28%,303.68%,
Buy,2010-11-30,15.3,2012-03-31,27.94,348 days,2010-10-31/14.28,82.65%,82.65%,Rise by 31.01%,386.33%,
Buy,2012-04-30,28.68,2012-07-31,22.64,66 days,2012-03-31/27.945,-21.07%,-21.07%,Rise by -11.61%,365.25%,
Buy,2013-04-30,30.42,2015-04-30,49.58,522 days,2012-04-30/28.685,62.98%,62.98%,Rise by 33.89%,428.24%,
Buy,2015-05-31,51.96,2019-06-30,83.83,1064 days,2015-04-30/49.58,61.34%,61.34%,Rise by 20.42%,489.57%,
Buy,2019-07-31,94.69,2020-03-31,65.74,174 days,2019-06-30/83.83,-30.57%,-30.57%,Rise by -10.41%,459.00%,
Buy,2020-11-30,98.02,2022-04-30,74.64,369 days,2019-08-31/96.56,-23.85%,-23.85%,Rise by 16.8%,435.15%,
Buy,2023-01-31,109.14,2024-05-31,80.22,348 days,2022-11-30/102.2,-26.50%,-26.50%,Rise by -10.72%,408.65%,
Buy,2024-11-30,102.46,2025-04-30,80.05,107 days,2023-11-30/99.3,-21.87%,-21.87%,Rise by -21.87%,386.78%,
