Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
1999-03-31,47.02,1999-06-30,44.8,1996-06-30-1998-06-30,19.8-55.9,Sell,65 days,4.72%,Fall by 18.75%,4.72%,
2000-09-30,41.4,2005-03-31,57.12,1996-06-30-1998-06-30,19.8-55.9,Buy,1173 days,37.97%,Rise by 26.23%,42.69%,
2002-06-30,44.68,2002-09-30,49.3,2000-03-31-2002-06-30,27.02-52.4,Sell,65 days,-10.34%,Fall by -19.11%,32.35%,
2004-09-30,57.42,2005-06-30,55.67,2002-09-30-2004-03-31,38.5-63.9,Sell,195 days,3.05%,Fall by -41.98%,35.4%,
2005-06-30,55.67,2019-09-30,208.02,2002-09-30-2004-03-31,38.5-63.9,Buy,3717 days,273.67%,Rise by -14.19%,309.07%,
2005-09-30,54.62,2006-03-31,60.24,2000-03-31-2004-03-31,27.02-63.9,Sell,130 days,-10.29%,Fall by -33.2%,298.78%,
2008-03-31,89.46,2008-06-30,80.24,2002-09-30-2007-12-31,38.5-101.18,Sell,65 days,10.31%,Fall by 29.71%,309.08%,
2008-06-30,80.24,2008-12-31,64.28,2005-09-30-2007-12-31,52.24-101.18,Sell,132 days,19.89%,Fall by -30.1%,328.97%,
2008-12-31,64.28,2009-03-31,56.4,1996-06-30-2004-03-31,19.8-63.9,Sell,64 days,12.26%,Fall by -37.22%,341.23%,
2009-09-30,66.46,2009-09-30,66.46,2002-09-30-2007-12-31,38.5-101.18,Buy,0 days,0.0%,Rise by 0%,341.23%,
2011-06-30,77.39,2011-09-30,71.04,2009-03-31-2011-03-31,44.82-87.65,Sell,66 days,8.21%,Fall by -66.89%,349.44%,
2012-03-31,81.15,2023-03-31,308.77,2000-03-31-2007-12-31,27.02-101.18,Buy,2869 days,280.49%,Rise by 57.32%,629.93%,
2012-06-30,83.33,2013-03-31,104.2,2004-03-31-2009-03-31,68.4-55.9,Sell,194 days,-25.05%,Fall by -30.62%,604.89%,
2015-09-30,130.4,2016-06-30,144.79,2011-09-30-2014-12-31,65.35-152.94,Sell,196 days,-11.04%,Fall by -47.88%,593.85%,
2016-09-30,144.47,2016-09-30,144.47,2002-09-30-2014-12-31,38.5-152.94,Buy,0 days,0.0%,Rise by 0%,593.85%,
2019-03-31,200.89,2019-12-31,226.5,2016-03-31-2018-12-31,123.55-224.07,Sell,196 days,-12.75%,Fall by -55.81%,581.1%,
2020-03-31,182.83,2020-09-30,212.94,2009-03-31-2018-12-31,44.82-224.07,Sell,131 days,-16.47%,Fall by -45.06%,564.63%,
2020-09-30,212.94,2023-03-31,308.77,2016-03-31-2018-12-31,123.55-224.07,Buy,652 days,45.0%,Rise by 57.32%,609.64%,
2022-06-30,273.02,2022-12-31,308.9,2016-03-31-2022-03-31,123.55-362.1,Sell,131 days,-13.14%,Fall by -72.41%,596.49%,
2023-03-31,308.77,2023-06-30,341.0,2020-03-31-2022-03-31,159.5-362.1,Sell,65 days,-10.44%,Fall by -47.43%,586.06%,
2023-06-30,341.0,2023-06-30,341.0,2020-03-31-2022-03-31,159.5-362.1,Buy,0 days,0.0%,Rise by 0%,586.06%,
2025-06-30,485.77,2025-06-30,485.77,2022-12-31-2025-06-30,259.85-542.07,Sell,0 days,-0.0%,Fall by 0%,586.06%,
