Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2011-02-27,39.86,2011-06-12,31.46,74 days,2010-12-05/39.37,-21.07%,-21.07%,Rise by -13.1%,-21.07%
Buy,2012-09-23,39.03,2013-03-17,30.94,124 days,2012-02-26/38.76,-20.73%,-20.73%,Rise by 3.61%,-41.80%
Buy,2014-03-16,29.63,2014-05-11,23.64,39 days,2013-08-25/29.13,-20.22%,-20.22%,Rise by -16.27%,-62.02%
Buy,2016-02-07,19.62,2016-07-10,33.64,109 days,2015-07-12/19.17,71.46%,71.46%,Rise by 34.0%,9.44%
Buy,2018-05-27,28.35,2018-09-02,22.36,69 days,2017-12-24/28.03,-21.13%,-21.13%,Rise by -14.89%,-11.69%
Buy,2019-07-21,34.91,2020-05-03,57.84,204 days,2019-03-24/32.93,65.68%,65.68%,Rise by 4.98%,53.99%
Buy,2020-07-19,65.42,2020-11-29,51.01,94 days,2020-05-17/64.33,-22.03%,-22.03%,Rise by -17.43%,31.97%
Buy,2022-03-06,59.46,2022-07-03,46.38,84 days,2021-09-05/58.36,-22.00%,-22.00%,Rise by -13.76%,9.97%
Buy,2022-12-25,54.61,2024-10-20,91.81,474 days,2022-06-12/53.98,68.12%,68.12%,Rise by 27.67%,78.09%
Buy,2025-02-09,94.55,2025-09-28,152.01,164 days,2024-10-27/91.91,60.77%,60.77%,Rise by 31.75%,138.86%
