Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2008-10-05,2.2259,2008-10-12,1.8733,2006-07-16-2008-07-27,2.1267-2.3581,Sell,4 days,15.84%,Fall by 5.88%,15.84%,
2009-03-29,1.8733,2009-04-26,1.8402,2006-07-16-2009-01-04,1.8072-2.3581,Sell,19 days,1.77%,Fall by 8.38%,17.61%,
2009-11-22,2.0496,2009-11-22,2.0496,2006-07-16-2009-07-12,1.73-2.3581,Sell,0 days,-0.0%,Fall by 0%,17.61%,
2010-04-18,2.2333,2011-12-04,2.6167,2009-07-12-2010-01-10,1.6529-2.292,Buy,424 days,17.17%,Rise by 7.22%,34.78%,
2010-12-12,2.3,2011-04-03,2.4722,2007-07-29-2008-07-27,2.1267-3.6363,Sell,79 days,-7.49%,Fall by -0.45%,27.29%,
2011-03-06,2.5111,2011-03-20,2.3889,2007-07-29-2009-01-04,1.8072-3.6363,Sell,9 days,4.87%,Fall by -3.95%,32.15%,
2012-03-04,2.7167,2012-07-08,2.7111,2011-07-17-2011-12-18,2.7222-2.5333,Sell,89 days,0.21%,Fall by -20.9%,32.36%,
2012-12-02,2.9778,2013-03-10,3.1667,2007-07-29-2009-07-12,1.73-3.6363,Sell,69 days,-6.34%,Fall by -1.75%,26.02%,
2014-06-15,3.79,2014-08-31,3.67,2011-12-18-2014-03-23,2.2722-4.4444,Sell,54 days,3.17%,Fall by -47.41%,29.18%,
2014-07-13,3.815,2015-04-05,4.47,2009-07-12-2014-03-23,1.6529-4.4444,Buy,189 days,17.17%,Rise by 21.03%,46.35%,
2014-08-31,3.67,2014-11-02,3.87,2009-07-12-2014-03-23,1.6529-4.4444,Sell,44 days,-5.45%,Fall by -23.26%,40.9%,
2014-09-14,3.85,2019-05-05,8.0,2011-12-18-2014-03-23,2.2722-4.4444,Buy,1209 days,107.79%,Rise by 23.12%,148.7%,
2015-09-13,4.78,2015-10-25,5.34,2014-03-23-2014-08-31,3.81-4.2667,Sell,29 days,-11.72%,Fall by -15.17%,136.98%,
2015-11-01,5.26,2015-11-01,5.26,2014-08-31-2015-08-09,3.66-5.64,Buy,0 days,0.0%,Rise by 0%,136.98%,
2016-02-14,5.68,2016-02-21,6.34,2015-08-09-2015-10-18,5.095-5.4,Sell,4 days,-11.62%,Fall by 3.0%,125.36%,
2016-10-30,6.55,2016-11-06,6.33,2014-08-31-2016-09-11,3.66-7.75,Sell,4 days,3.36%,Fall by -4.34%,128.72%,
2016-11-06,6.33,2016-11-13,6.11,2011-12-18-2016-09-11,2.2722-7.75,Sell,4 days,3.48%,Fall by -8.1%,132.19%,
2016-11-13,6.11,2017-01-15,6.725,2009-07-12-2016-09-11,1.6529-7.75,Sell,44 days,-10.07%,Fall by 1.78%,122.13%,
2017-03-05,7.23,2019-02-24,7.42,2014-08-31-2016-09-11,3.66-7.75,Buy,514 days,2.63%,Rise by 32.75%,124.76%,
2017-04-09,6.7,2017-04-30,6.9,2016-09-11-2016-11-20,6.29-7.35,Sell,14 days,-2.99%,Fall by 10.22%,121.77%,
2017-04-30,6.9,2019-02-24,7.42,2016-11-20-2017-03-05,6.0-7.43,Buy,474 days,7.54%,Rise by 32.75%,129.31%,
2017-10-01,6.44,2017-10-01,6.44,2009-07-12-2016-09-11,1.6529-7.75,Buy,0 days,0.0%,Rise by 0%,129.31%,
2018-03-11,6.27,2018-03-11,6.27,2017-03-05-2017-11-19,6.185-7.0,Sell,0 days,-0.0%,Fall by 0%,129.31%,
2018-11-04,7.15,2018-11-11,7.2,2017-12-17-2018-04-29,6.32-6.525,Sell,4 days,-0.7%,Fall by -26.53%,128.61%,
2019-09-15,9.2,2019-09-15,9.2,2017-11-19-2019-08-11,6.02-9.9,Buy,0 days,0.0%,Rise by 0%,128.61%,
2019-12-15,8.75,2020-01-05,9.18,2017-11-19-2019-08-11,6.02-9.9,Sell,14 days,-4.91%,Fall by 14.27%,123.69%,
2020-01-05,9.18,2020-01-05,9.18,2014-08-31-2019-08-11,3.66-9.9,Buy,0 days,0.0%,Rise by 0%,123.69%,
2020-02-23,8.65,2020-02-23,8.65,2011-12-18-2019-08-11,2.2722-9.9,Buy,0 days,0.0%,Rise by 0%,123.69%,
2020-03-01,7.87,2020-03-15,6.6,2014-08-31-2019-08-11,3.66-9.9,Sell,9 days,16.14%,Fall by 13.94%,139.83%,
2020-03-15,6.6,2020-03-22,5.0,2016-11-20-2017-03-05,6.0-7.43,Sell,4 days,24.24%,Fall by -23.6%,164.07%,
2020-03-22,5.0,2020-03-22,5.0,2009-07-12-2019-08-11,1.6529-9.9,Sell,0 days,-0.0%,Fall by 0%,164.07%,
2020-08-02,6.38,2020-08-02,6.38,2009-07-12-2019-08-11,1.6529-9.9,Buy,0 days,0.0%,Rise by 0%,164.07%,
2021-01-17,7.57,2021-01-17,7.57,2016-09-11-2020-03-29,6.19-7.35,Sell,0 days,-0.0%,Fall by 0%,164.07%,
2021-03-07,7.14,2021-07-18,7.55,2020-03-29-2020-12-13,4.26-8.25,Sell,94 days,-5.74%,Fall by 1.06%,158.33%,
2021-04-25,7.48,2021-06-13,7.54,2020-12-13-2021-02-21,7.03-7.7,Sell,34 days,-0.8%,Fall by 6.23%,157.53%,
2022-01-09,7.68,2022-01-09,7.68,2020-03-29-2021-11-21,4.26-8.34,Buy,0 days,0.0%,Rise by 0%,157.53%,
2022-01-30,7.1,2022-03-13,7.14,2020-03-29-2021-11-21,4.26-8.34,Sell,29 days,-0.56%,Fall by 0.42%,156.97%,
2022-05-29,7.26,2022-07-03,7.26,2021-11-21-2022-02-27,7.14-7.905,Sell,24 days,-0.0%,Fall by 0.83%,156.97%,
2023-05-07,8.75,2023-07-09,8.38,2022-02-27-2023-04-02,6.88-8.975,Buy,44 days,-4.23%,Rise by -11.63%,152.74%,
2023-10-22,7.64,2023-10-29,7.405,2020-03-29-2023-04-02,4.26-8.975,Sell,4 days,3.08%,Fall by -9.79%,155.81%,
2023-11-19,7.73,2023-11-19,7.73,2020-03-29-2023-04-02,4.26-8.975,Buy,0 days,0.0%,Rise by 0%,155.81%,
2024-06-09,7.67,2025-03-02,8.18,2023-11-05-2024-01-07,7.305-8.8,Buy,189 days,6.65%,Rise by -0.73%,162.46%,
2024-07-14,7.89,2024-07-28,7.55,2023-04-02-2023-11-05,7.8-8.7,Sell,9 days,4.31%,Fall by 5.36%,166.77%,
2024-09-22,7.145,2024-10-06,7.44,2023-11-05-2024-01-07,7.305-8.8,Sell,9 days,-4.13%,Fall by -4.7%,162.64%,
2025-03-16,8.1,2025-03-23,7.79,2024-01-07-2024-09-22,7.62-8.35,Sell,4 days,3.83%,Fall by 3.08%,166.47%,
2025-04-06,7.995,2025-04-06,7.995,2023-11-05-2025-02-09,7.305-8.85,Buy,0 days,0.0%,Rise by 0%,166.47%,
2025-05-04,7.735,2025-07-13,7.47,2020-03-29-2025-02-09,4.26-8.85,Sell,49 days,3.43%,Fall by -8.7%,169.9%,
2025-05-18,8.0,2025-05-18,8.0,2024-09-22-2025-02-09,7.07-8.85,Buy,0 days,0.0%,Rise by 0%,169.9%,
