Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2010-01-10,2.85,2010-01-24,2.3733,Buy,9 Days,15.0,Rise by -11.74%,-16.73%,-16.73%,
2010-02-07,2.4083,2010-02-21,2.6,Sell,9 Days,-13.85,Fall by -0.83%,-7.96%,-24.69%,
2011-03-20,1.31,2011-03-27,1.2567,Sell,4 Days,-11.63,Fall by 10.94%,4.07%,-20.62%,
2012-04-15,0.94,2012-04-29,0.8683,Sell,9 Days,-13.42,Fall by 31.73%,7.63%,-12.99%,
2013-05-12,1.33,2013-06-30,1.0933,Buy,34 Days,13.36,Rise by -17.8%,-17.8%,-30.79%,
2013-08-25,1.3733,2013-09-01,1.19,Sell,4 Days,-13.9,Fall by -12.26%,13.35%,-17.44%,
2015-08-02,1.4633,2015-08-09,1.61,Sell,4 Days,-19.6,Fall by 12.3%,-10.03%,-27.46%,
2016-01-17,1.4883,2016-02-14,1.3917,Sell,19 Days,-27.63,Fall by -18.26%,6.49%,-20.97%,
2016-11-20,1.9517,2017-09-17,2.405,Buy,214 Days,20.08,Rise by -11.53%,23.23%,2.25%,
2018-04-15,2.6383,2018-04-22,2.4767,Sell,4 Days,-16.67,Fall by 15.22%,6.13%,8.38%,
2021-01-24,11.07,2021-02-28,8.5933,Buy,24 Days,8.07,Rise by -22.37%,-22.37%,-14.0%,
2021-10-03,10.295,2021-10-17,11.77,Sell,9 Days,-12.57,Fall by -2.14%,-14.33%,-28.32%,
2023-06-11,10.7183,2023-12-03,8.8183,Buy,124 Days,20.25,Rise by 9.67%,-17.73%,-46.05%,
2025-01-19,11.3483,2025-02-09,14.0883,Sell,14 Days,-15.14,Fall by -29.48%,-24.14%,-70.19%,
2025-07-06,15.6183,2025-10-12,13.12,Buy,69 Days,11.9,Rise by -12.6%,-16.0%,-86.19%,
