Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,1997-02-28,15.84,1998-08-31,10.55,391 days,1996-04-30/15.3708,-33.44%,-33.44%,Rise by 24.01%,-33.44%,
Buy,1999-08-31,11.4,2000-04-30,7.31,173 days,1998-09-30/11.1021,-35.92%,-35.92%,Rise by 39.64%,-69.35%,
Buy,2001-02-28,14.67,2002-02-28,23.66,261 days,2001-01-31/12.9,61.26%,61.26%,Rise by 86.62%,-8.09%,
Buy,2002-03-31,27.38,2002-05-31,21.39,44 days,2002-02-28/23.6583,-21.88%,-21.88%,Rise by -16.36%,-29.98%,
Buy,2003-08-31,27.78,2008-06-30,18.65,1260 days,2002-03-31/27.3792,-32.87%,-32.87%,Rise by 43.75%,-62.85%,
Buy,2009-05-31,38.72,2010-08-31,63.44,326 days,2009-01-31/32.6625,63.82%,63.82%,Rise by 36.77%,0.96%,
Buy,2012-03-31,58.35,2013-08-31,45.5,369 days,2011-08-31/56.2167,-22.03%,-22.03%,Rise by 17.23%,-21.06%,
Buy,2014-03-31,76.68,2014-11-30,124.38,174 days,2013-04-30/69.0417,62.21%,62.21%,Rise by 101.45%,41.15%,
Buy,2015-01-31,124.81,2016-08-31,200.87,412 days,2014-11-30/124.375,60.94%,60.94%,Rise by 23.76%,102.09%,
Buy,2016-09-30,204.2,2018-10-31,137.55,543 days,2016-08-31/200.8667,-32.64%,-32.64%,Rise by 21.23%,69.45%,
Buy,2019-05-31,204.68,2020-03-31,158.45,217 days,2018-05-31/201.975,-22.58%,-22.58%,Rise by 28.64%,46.86%,
Buy,2021-02-28,224.92,2022-02-28,174.9,260 days,2020-02-29/213.175,-22.24%,-22.24%,Rise by -17.75%,24.62%,
Buy,2023-05-31,181.75,2024-02-29,301.92,196 days,2023-04-30/178.8,66.12%,66.12%,Rise by 103.55%,90.74%,
Buy,2024-04-30,303.68,2025-02-28,237.3,218 days,2024-02-29/301.925,-21.86%,-21.86%,Rise by 21.82%,68.89%,
Buy,2025-10-31,356.8,2025-10-31,356.8,0 days,2025-09-30/339.65,0.00%,0.00%,Rise by 0%,68.89%,
