Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2006-04-30,1.26,2007-02-28,1.32,Buy,216 days,Rise by 4.870000%,4.69,
2007-10-31,1.45,2008-07-31,1.56,Buy,195 days,Rise by 8.890000%,7.75,
2008-02-29,1.52,2008-07-31,1.56,Buy,108 days,Rise by -16.390000%,2.64,
2010-06-30,1.22,2010-07-31,1.3,Sell,22 days,Fall by -5.940000%,-6.61,
2011-04-30,1.48,2013-06-30,1.3,Buy,564 days,Rise by -10.240000%,-12.18,
2011-12-31,1.3,2012-09-30,1.29,Sell,194 days,Fall by 5.380000%,0.33,
2012-12-31,1.32,2014-01-31,1.36,Buy,283 days,Rise by 4.400000%,2.5,
2013-10-31,1.37,2016-09-30,1.12,Buy,760 days,Rise by 0.660000%,-18.25,
2014-10-31,1.26,2015-02-28,1.12,Sell,85 days,Fall by 14.140000%,11.16,
2015-11-30,1.06,2016-03-31,1.13,Sell,87 days,Fall by 0.080000%,-7.11,
2016-05-31,1.11,2017-03-31,1.07,Sell,217 days,Fall by 5.140000%,4.14,
2016-07-31,1.11,2017-03-31,1.07,Sell,173 days,Fall by 4.590000%,3.58,
2016-11-30,1.06,2017-06-30,1.14,Sell,151 days,Fall by -8.590000%,-7.46,
2017-04-30,1.09,2017-09-30,1.18,Buy,109 days,Rise by 14.230000%,8.45,
2017-08-31,1.19,2018-04-30,1.21,Buy,171 days,Rise by 4.350000%,1.93,
2018-05-31,1.17,2019-01-31,1.15,Sell,174 days,Fall by 2.750000%,1.53,
2019-03-31,1.12,2019-12-31,1.12,Sell,195 days,Fall by 2.560000%,0.25,
2019-05-31,1.11,2019-12-31,1.12,Sell,151 days,Fall by 2.280000%,-0.64,
2020-06-30,1.12,2020-11-30,1.2,Buy,108 days,Rise by 9.360000%,6.44,
2020-08-31,1.19,2023-11-30,1.1,Buy,847 days,Rise by -11.860000%,-7.92,
2021-05-31,1.22,2023-11-30,1.1,Buy,652 days,Rise by -13.830000%,-9.98,
2023-04-30,1.1,2025-01-31,1.04,Buy,458 days,Rise by 0.330000%,-5.76,
2024-04-30,1.07,2025-03-31,1.08,Sell,238 days,Fall by 3.000000%,-1.01,
2024-08-31,1.11,2025-09-30,1.17,Buy,280 days,Rise by 5.840000%,5.88,
2024-09-30,1.12,2025-09-30,1.17,Buy,260 days,Rise by 4.990000%,5.02,
2024-11-30,1.06,2025-04-30,1.14,Sell,106 days,Fall by -9.280000%,-7.82,
2025-05-31,1.14,2025-10-31,1.15,Buy,108 days,Rise by 1.450000%,1.45,
