Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2012-09-02,1.25,2012-10-07,1.3,Buy,24 days,Rise by 4.460000%,4.04
2012-09-16,1.3,2013-01-13,1.33,Buy,84 days,Rise by 4.750000%,2.15
2012-12-02,1.3,2013-01-13,1.33,Buy,29 days,Rise by 4.910000%,2.3
2012-12-30,1.32,2013-02-10,1.34,Buy,29 days,Rise by 0.890000%,1.05
2013-02-03,1.36,2013-11-24,1.35,Buy,209 days,Rise by -1.790000%,-1.02
2013-03-03,1.31,2013-06-09,1.32,Sell,69 days,Fall by -2.670000%,-1.42
2013-06-16,1.34,2013-10-20,1.37,Buy,89 days,Rise by 0.090000%,2.24
2014-05-18,1.37,2014-06-22,1.36,Sell,24 days,Fall by 9.740000%,0.77
2014-05-25,1.37,2014-08-03,1.34,Sell,49 days,Fall by 9.330000%,1.93
2014-06-01,1.36,2014-08-17,1.34,Sell,54 days,Fall by 9.000000%,1.77
2014-07-27,1.35,2014-08-24,1.33,Sell,19 days,Fall by 8.060000%,1.38
2014-08-10,1.34,2014-09-21,1.29,Sell,29 days,Fall by 7.320000%,3.28
2014-08-31,1.32,2014-09-28,1.28,Sell,19 days,Fall by 6.110000%,3.25
2016-02-07,1.12,2016-05-01,1.14,Buy,59 days,Rise by 1.610000%,1.39
2016-08-21,1.13,2017-08-06,1.19,Buy,249 days,Rise by -5.170000%,4.72
2016-11-27,1.06,2017-02-05,1.08,Sell,49 days,Fall by 0.490000%,-1.89
2016-12-25,1.04,2017-02-05,1.08,Sell,29 days,Fall by -0.690000%,-3.1
2017-05-28,1.12,2017-07-30,1.17,Buy,44 days,Rise by 7.300000%,4.26
2018-01-21,1.22,2018-04-01,1.23,Buy,49 days,Rise by 0.890000%,0.54
2018-04-08,1.23,2018-05-27,1.17,Sell,34 days,Fall by 5.620000%,4.32
2018-05-06,1.2,2018-06-17,1.16,Sell,29 days,Fall by 3.550000%,3.52
2018-10-07,1.15,2018-11-25,1.14,Sell,34 days,Fall by 2.780000%,1.0
2019-03-24,1.14,2020-04-12,1.09,Buy,274 days,Rise by -0.020000%,-3.94
2019-05-12,1.12,2020-04-12,1.09,Buy,239 days,Rise by 1.350000%,-2.63
2019-12-15,1.12,2020-07-26,1.16,Buy,159 days,Rise by 0.340000%,3.67
2020-05-31,1.11,2020-06-28,1.12,Buy,19 days,Rise by 7.190000%,1.29
2020-06-07,1.13,2020-08-16,1.18,Buy,49 days,Rise by 4.750000%,4.22
2020-07-26,1.16,2020-08-23,1.19,Buy,19 days,Rise by 5.820000%,2.4
2021-05-30,1.22,2023-03-05,1.06,Buy,459 days,Rise by -6.040000%,-13.06
2021-11-28,1.12,2022-04-03,1.11,Sell,89 days,Fall by 0.560000%,1.23
2022-11-20,1.04,2023-01-01,1.07,Buy,29 days,Rise by 5.240000%,2.89
2023-01-22,1.08,2023-05-14,1.09,Buy,79 days,Rise by 2.040000%,0.72
2023-02-05,1.09,2023-08-06,1.1,Buy,129 days,Rise by 1.380000%,0.43
2023-04-02,1.09,2023-08-06,1.1,Buy,89 days,Rise by 2.920000%,0.43
2023-05-28,1.07,2023-07-16,1.12,Sell,34 days,Fall by 1.740000%,-4.65
2023-06-25,1.1,2024-09-15,1.11,Buy,319 days,Rise by 0.990000%,1.09
2023-07-30,1.1,2023-09-10,1.07,Sell,29 days,Fall by 4.030000%,2.56
2023-08-06,1.1,2023-09-17,1.06,Sell,29 days,Fall by 3.790000%,2.88
2023-08-13,1.1,2023-09-10,1.07,Sell,19 days,Fall by 4.050000%,2.59
2024-03-31,1.08,2024-08-18,1.1,Sell,99 days,Fall by 0.820000%,-1.66
2024-04-21,1.06,2024-08-18,1.1,Sell,84 days,Fall by -0.580000%,-3.09
2024-06-02,1.08,2024-08-25,1.11,Sell,59 days,Fall by 5.230000%,-2.6
2024-07-21,1.09,2024-09-08,1.11,Buy,34 days,Rise by 2.520000%,1.92
2024-08-04,1.08,2024-08-25,1.11,Sell,14 days,Fall by 4.820000%,-3.05
2024-08-18,1.1,2024-09-15,1.11,Buy,19 days,Rise by 3.860000%,0.96
2024-10-20,1.08,2024-12-08,1.06,Sell,34 days,Fall by 5.190000%,2.25
2024-11-17,1.05,2025-01-19,1.03,Sell,44 days,Fall by 2.490000%,2.17
2025-07-06,1.18,2025-07-06,1.18,Buy,0 days,Rise by 0.170000%,0.0
