Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2011-12-18,19.95,2012-01-15,20.72,Buy,19 days,Rise by 9.750000%,3.85
2012-11-18,22.64,2013-01-13,25.16,Sell,39 days,Fall by -14.120000%,-11.15
2013-02-03,26.21,2013-04-07,27.61,Buy,44 days,Rise by 12.410000%,5.32
2013-04-07,27.61,2013-11-17,30.55,Buy,159 days,Rise by 0.930000%,10.65
2013-04-21,29.47,2013-12-29,29.07,Buy,179 days,Rise by -5.440000%,-1.35
2013-09-08,26.83,2013-11-10,29.72,Sell,44 days,Fall by -6.970000%,-10.75
2013-10-27,29.04,2013-12-01,30.1,Buy,24 days,Rise by 5.950000%,3.66
2014-05-11,27.54,2014-11-02,28.42,Sell,124 days,Fall by 2.380000%,-3.17
2014-08-03,27.38,2014-11-30,29.55,Sell,84 days,Fall by 3.570000%,-7.93
2014-10-05,27.72,2014-11-30,29.55,Sell,39 days,Fall by -16.320000%,-6.6
2014-11-23,28.89,2014-12-28,30.03,Buy,24 days,Rise by 13.760000%,3.94
2014-12-07,30.35,2015-03-08,32.23,Buy,64 days,Rise by 8.280000%,6.19
2015-05-31,32.97,2016-07-31,35.0,Buy,304 days,Rise by 3.770000%,6.16
2015-11-08,32.19,2015-12-13,30.42,Sell,24 days,Fall by 10.140000%,5.51
2015-11-22,30.53,2016-02-07,27.54,Sell,54 days,Fall by 9.790000%,9.79
2017-02-26,32.5,2017-10-15,34.48,Buy,164 days,Rise by -0.260000%,6.07
2017-07-23,31.76,2017-10-01,33.87,Buy,49 days,Rise by 8.780000%,6.63
2017-09-10,32.35,2017-10-15,34.48,Buy,24 days,Rise by 9.090000%,6.57
2017-09-24,34.12,2018-01-28,37.01,Buy,89 days,Rise by 3.450000%,8.48
2018-09-30,41.81,2021-01-10,37.13,Buy,594 days,Rise by 4.900000%,-11.2
2019-08-11,34.49,2019-11-03,36.42,Sell,59 days,Fall by 10.010000%,-5.61
2019-08-25,32.58,2019-11-03,36.42,Sell,49 days,Fall by 15.520000%,-11.79
2020-03-01,31.71,2020-04-05,31.92,Sell,24 days,Fall by 4.130000%,-0.66
2020-12-06,40.34,2021-08-22,48.72,Buy,184 days,Rise by -11.010000%,20.77
2021-02-07,34.92,2021-04-18,38.57,Sell,49 days,Fall by -18.810000%,-10.45
2021-02-14,34.72,2021-04-18,38.57,Sell,44 days,Fall by -19.500000%,-11.09
2021-03-28,36.25,2021-05-09,39.58,Buy,29 days,Rise by 10.760000%,9.19
2021-07-25,41.68,2021-08-29,46.6,Buy,24 days,Rise by 42.710000%,11.8
2021-08-08,45.07,2021-09-05,46.84,Buy,19 days,Rise by 31.970000%,3.93
2022-09-04,45.7,2022-10-23,44.95,Sell,34 days,Fall by 13.810000%,1.64
2022-10-09,42.32,2022-10-30,47.43,Sell,14 days,Fall by 6.920000%,-12.07
2022-11-06,47.22,2022-12-11,51.72,Buy,24 days,Rise by 9.760000%,9.53
2022-11-27,49.21,2024-09-01,29.01,Buy,459 days,Rise by -11.010000%,-41.05
2023-01-22,45.11,2023-02-26,41.75,Sell,24 days,Fall by 12.680000%,7.45
2023-03-05,41.15,2023-05-21,36.77,Sell,54 days,Fall by 10.640000%,10.64
2023-06-04,38.36,2024-09-01,29.01,Buy,324 days,Rise by -10.710000%,-24.37
2023-10-22,30.65,2023-12-31,28.79,Sell,49 days,Fall by 13.120000%,6.07
2023-10-29,30.11,2023-12-31,28.79,Sell,44 days,Fall by 11.560000%,4.38
2023-12-10,28.78,2024-01-07,29.47,Sell,19 days,Fall by 7.610000%,-2.4
2024-01-21,28.28,2024-03-03,26.59,Sell,29 days,Fall by 10.180000%,5.98
2024-02-04,26.93,2024-05-19,28.64,Sell,74 days,Fall by 5.680000%,-6.35
2024-05-12,28.01,2024-08-11,28.55,Buy,64 days,Rise by 9.850000%,1.93
2024-11-03,28.09,2024-12-08,25.73,Sell,24 days,Fall by 9.110000%,8.4
2024-12-29,26.62,2025-11-02,24.65,Buy,219 days,Rise by 0.410000%,-7.4
2025-03-02,26.43,2025-11-02,24.65,Buy,174 days,Rise by -16.230000%,-6.73
2025-04-13,21.91,2025-06-15,24.54,Sell,44 days,Fall by -7.210000%,-12.0
2025-05-25,23.32,2025-07-06,25.38,Buy,29 days,Rise by 9.990000%,8.83
2025-07-13,25.65,2025-07-13,25.65,Buy,0 days,Rise by -3.900000%,0.0
2025-08-17,25.14,2025-08-17,25.14,Buy,0 days,Rise by -1.950000%,0.0
